"","Country","Year","percent_of_people_with_access_to_electricity"
"1","Albania",1990,100
"2","Albania",1991,100
"3","Albania",1992,100
"4","Albania",1993,100
"5","Albania",1994,100
"6","Albania",1995,100
"7","Albania",1996,100
"8","Albania",1997,100
"9","Albania",1998,100
"10","Albania",1999,100
"11","Albania",2000,100
"12","Albania",2001,100
"13","Albania",2002,100
"14","Albania",2003,100
"15","Albania",2004,100
"16","Albania",2005,100
"17","Albania",2006,100
"18","Albania",2007,100
"19","Albania",2008,100
"20","Albania",2009,100
"21","Albania",2010,100
"22","Albania",2011,100
"23","Albania",2012,100
"24","Albania",2013,100
"25","Albania",2014,100
"26","Albania",2015,100
"27","Albania",2016,100
"28","Antigua and Barbuda",1990,85.12319946
"29","Antigua and Barbuda",1991,85.65510559
"30","Antigua and Barbuda",1992,86.18650055
"31","Antigua and Barbuda",1993,86.71483612
"32","Antigua and Barbuda",1994,87.23705292
"33","Antigua and Barbuda",1995,87.75009155
"34","Antigua and Barbuda",1996,88.25089264
"35","Antigua and Barbuda",1997,88.73640442
"36","Antigua and Barbuda",1998,89.20355225
"37","Antigua and Barbuda",1999,89.64929199
"38","Antigua and Barbuda",2000,90.07208252
"39","Antigua and Barbuda",2001,90.47645569
"40","Antigua and Barbuda",2002,90.8684845
"41","Antigua and Barbuda",2003,91.25423431
"42","Antigua and Barbuda",2004,91.63976288
"43","Antigua and Barbuda",2005,92.2
"44","Antigua and Barbuda",2006,92.43440247
"45","Antigua and Barbuda",2007,92.85564423
"46","Antigua and Barbuda",2008,93.29940796
"47","Antigua and Barbuda",2009,93.7641983
"48","Antigua and Barbuda",2010,94.24700928
"49","Antigua and Barbuda",2011,94.55201403
"50","Antigua and Barbuda",2012,95.25469208
"51","Antigua and Barbuda",2013,95.77355194
"52","Antigua and Barbuda",2014,96.29841614
"53","Antigua and Barbuda",2015,96.82629395
"54","Antigua and Barbuda",2016,97.35466766
"55","Argentina",1990,90.64082336
"56","Argentina",1991,91.12367249
"57","Argentina",1992,91.60601807
"58","Argentina",1993,92.08530426
"59","Argentina",1994,92.55847168
"60","Argentina",1995,93.02246094
"61","Argentina",1996,93.47421265
"62","Argentina",1997,93.91067505
"63","Argentina",1998,94.3287735
"64","Argentina",1999,94.72546387
"65","Argentina",2000,95.09920502
"66","Argentina",2001,95.51106347
"67","Argentina",2002,95.79750824
"68","Argentina",2003,96.13420868
"69","Argentina",2004,96.47068024
"70","Argentina",2005,96.81299591
"71","Argentina",2006,97.16722107
"72","Argentina",2007,97.53941345
"73","Argentina",2008,97.93412781
"74","Argentina",2009,98.36336517
"75","Argentina",2010,98.82
"76","Argentina",2011,99.21616364
"77","Argentina",2012,99.58441162
"78","Argentina",2013,99.83712769
"79","Argentina",2014,99.95924377
"80","Argentina",2015,99.99520874
"81","Argentina",2016,100
"82","Armenia",1990,97.68037415
"83","Armenia",1991,97.85359192
"84","Armenia",1992,98.02389526
"85","Armenia",1993,98.19134521
"86","Armenia",1994,98.3526001
"87","Armenia",1995,98.50465393
"88","Armenia",1996,98.64447021
"89","Armenia",1997,98.76902771
"90","Armenia",1998,98.87550354
"91","Armenia",1999,98.96206665
"92","Armenia",2000,98.9
"93","Armenia",2001,100
"94","Armenia",2002,98
"95","Armenia",2003,99.14831543
"96","Armenia",2004,99.17969513
"97","Armenia",2005,99.8
"98","Armenia",2006,99.26573181
"99","Armenia",2007,99.33103943
"100","Armenia",2008,99.41564941
"101","Armenia",2009,99.51981354
"102","Armenia",2010,99.8
"103","Armenia",2011,99.76715088
"104","Armenia",2012,99.87887573
"105","Armenia",2013,99.95405579
"106","Armenia",2014,99.98897552
"107","Armenia",2015,100
"108","Armenia",2016,100
"109","Aruba",1990,88.44535065
"110","Aruba",1991,88.78084564
"111","Aruba",1992,89.11582947
"112","Aruba",1993,89.44775391
"113","Aruba",1994,89.77355957
"114","Aruba",1995,90.09018707
"115","Aruba",1996,90.39458466
"116","Aruba",1997,90.68367767
"117","Aruba",1998,90.954422
"118","Aruba",1999,91.20375061
"119","Aruba",2000,91.660398
"120","Aruba",2001,91.63809204
"121","Aruba",2002,91.83371735
"122","Aruba",2003,92.0230484
"123","Aruba",2004,92.21216583
"124","Aruba",2005,92.40711975
"125","Aruba",2006,92.61398315
"126","Aruba",2007,92.83882141
"127","Aruba",2008,93.08616638
"128","Aruba",2009,93.35454559
"129","Aruba",2010,93.35629215
"130","Aruba",2011,93.94237518
"131","Aruba",2012,94.2558136
"132","Aruba",2013,94.57826233
"133","Aruba",2014,94.90672302
"134","Aruba",2015,95.23818207
"135","Aruba",2016,95.57014465
"136","Australia",1990,100
"137","Australia",1991,100
"138","Australia",1992,100
"139","Australia",1993,100
"140","Australia",1994,100
"141","Australia",1995,100
"142","Australia",1996,100
"143","Australia",1997,100
"144","Australia",1998,100
"145","Australia",1999,100
"146","Australia",2000,100
"147","Australia",2001,100
"148","Australia",2002,100
"149","Australia",2003,100
"150","Australia",2004,100
"151","Australia",2005,100
"152","Australia",2006,100
"153","Australia",2007,100
"154","Australia",2008,100
"155","Australia",2009,100
"156","Australia",2010,100
"157","Australia",2011,100
"158","Australia",2012,100
"159","Australia",2013,100
"160","Australia",2014,100
"161","Australia",2015,100
"162","Australia",2016,100
"163","Austria",1990,100
"164","Austria",1991,100
"165","Austria",1992,100
"166","Austria",1993,100
"167","Austria",1994,100
"168","Austria",1995,100
"169","Austria",1996,100
"170","Austria",1997,100
"171","Austria",1998,100
"172","Austria",1999,100
"173","Austria",2000,100
"174","Austria",2001,100
"175","Austria",2002,100
"176","Austria",2003,100
"177","Austria",2004,100
"178","Austria",2005,100
"179","Austria",2006,100
"180","Austria",2007,100
"181","Austria",2008,100
"182","Austria",2009,100
"183","Austria",2010,100
"184","Austria",2011,100
"185","Austria",2012,100
"186","Austria",2013,100
"187","Austria",2014,100
"188","Austria",2015,100
"189","Austria",2016,100
"190","Azerbaijan",1990,95.87023163
"191","Azerbaijan",1991,96.16372681
"192","Azerbaijan",1992,96.45671844
"193","Azerbaijan",1993,96.74664307
"194","Azerbaijan",1994,97.03045654
"195","Azerbaijan",1995,97.30509186
"196","Azerbaijan",1996,97.56748962
"197","Azerbaijan",1997,97.81459045
"198","Azerbaijan",1998,98.02761841
"199","Azerbaijan",1999,97
"200","Azerbaijan",2000,98.90822245
"201","Azerbaijan",2001,98.59178162
"202","Azerbaijan",2002,100
"203","Azerbaijan",2003,98.90182495
"204","Azerbaijan",2004,99.05349731
"205","Azerbaijan",2005,99.21097565
"206","Azerbaijan",2006,99.5
"207","Azerbaijan",2007,99.56214142
"208","Azerbaijan",2008,99.74180603
"209","Azerbaijan",2009,99.88473511
"210","Azerbaijan",2010,99.96567535
"211","Azerbaijan",2011,99.9
"212","Azerbaijan",2012,99.99971008
"213","Azerbaijan",2013,100
"214","Azerbaijan",2014,100
"215","Azerbaijan",2015,100
"216","Azerbaijan",2016,100
"217","Bahrain",2001,100
"218","Bahrain",2002,100
"219","Bahrain",2003,100
"220","Bahrain",2004,100
"221","Bahrain",2005,100
"222","Bahrain",2006,100
"223","Bahrain",2007,100
"224","Bahrain",2008,100
"225","Bahrain",2009,100
"226","Bahrain",2010,100
"227","Bahrain",2011,100
"228","Bahrain",2012,100
"229","Bahrain",2013,100
"230","Bahrain",2014,100
"231","Bahrain",2015,100
"232","Bahrain",2016,100
"233","Barbados",2000,100
"234","Barbados",2001,100
"235","Barbados",2002,100
"236","Barbados",2003,100
"237","Barbados",2004,100
"238","Barbados",2005,100
"239","Barbados",2006,100
"240","Barbados",2007,100
"241","Barbados",2008,100
"242","Barbados",2009,100
"243","Barbados",2010,100
"244","Barbados",2011,100
"245","Barbados",2012,100
"246","Barbados",2013,100
"247","Barbados",2014,100
"248","Barbados",2015,100
"249","Barbados",2016,100
"250","Belarus",1990,100
"251","Belarus",1991,100
"252","Belarus",1992,100
"253","Belarus",1993,100
"254","Belarus",1994,100
"255","Belarus",1995,100
"256","Belarus",1996,100
"257","Belarus",1997,100
"258","Belarus",1998,100
"259","Belarus",1999,100
"260","Belarus",2000,100
"261","Belarus",2001,100
"262","Belarus",2002,100
"263","Belarus",2003,100
"264","Belarus",2004,100
"265","Belarus",2005,100
"266","Belarus",2006,100
"267","Belarus",2007,100
"268","Belarus",2008,100
"269","Belarus",2009,100
"270","Belarus",2010,100
"271","Belarus",2011,100
"272","Belarus",2012,100
"273","Belarus",2013,100
"274","Belarus",2014,100
"275","Belarus",2015,100
"276","Belarus",2016,100
"277","Belgium",1990,100
"278","Belgium",1991,100
"279","Belgium",1992,100
"280","Belgium",1993,100
"281","Belgium",1994,100
"282","Belgium",1995,100
"283","Belgium",1996,100
"284","Belgium",1997,100
"285","Belgium",1998,100
"286","Belgium",1999,100
"287","Belgium",2000,100
"288","Belgium",2001,100
"289","Belgium",2002,100
"290","Belgium",2003,100
"291","Belgium",2004,100
"292","Belgium",2005,100
"293","Belgium",2006,100
"294","Belgium",2007,100
"295","Belgium",2008,100
"296","Belgium",2009,100
"297","Belgium",2010,100
"298","Belgium",2011,100
"299","Belgium",2012,100
"300","Belgium",2013,100
"301","Belgium",2014,100
"302","Belgium",2015,100
"303","Belgium",2016,100
"304","Belize",1990,87.96473694
"305","Belize",1991,88.18964386
"306","Belize",1992,88.41403961
"307","Belize",1993,88.63538361
"308","Belize",1994,88.8506012
"309","Belize",1995,89.05664825
"310","Belize",1996,89.25045776
"311","Belize",1997,89.42897034
"312","Belize",1998,89.58912659
"313","Belize",1999,89.72786713
"314","Belize",2000,89.84365845
"315","Belize",2001,89.94104004
"316","Belize",2002,90.02607727
"317","Belize",2003,90.10482788
"318","Belize",2004,90.18335724
"319","Belize",2005,90.26773071
"320","Belize",2006,90.98853086
"321","Belize",2007,90.47825623
"322","Belize",2008,90.61502075
"323","Belize",2009,90.77281189
"324","Belize",2010,89.91722437
"325","Belize",2011,91.68173599
"326","Belize",2012,91.3423233
"327","Belize",2013,91.55418396
"328","Belize",2014,91.77205658
"329","Belize",2015,91.8
"330","Belize",2016,92.21431732
"331","Bosnia and Herzegovina",1990,96.88565063
"332","Bosnia and Herzegovina",1991,97.11223602
"333","Bosnia and Herzegovina",1992,97.33831024
"334","Bosnia and Herzegovina",1993,97.56132507
"335","Bosnia and Herzegovina",1994,97.77822113
"336","Bosnia and Herzegovina",1995,97.98593903
"337","Bosnia and Herzegovina",1996,98.16995239
"338","Bosnia and Herzegovina",1997,98.34786987
"339","Bosnia and Herzegovina",1998,98.50772095
"340","Bosnia and Herzegovina",1999,98.64764404
"341","Bosnia and Herzegovina",2000,98.76785278
"342","Bosnia and Herzegovina",2001,99.4
"343","Bosnia and Herzegovina",2002,98.5
"344","Bosnia and Herzegovina",2003,99.04735565
"345","Bosnia and Herzegovina",2004,99.1321106
"346","Bosnia and Herzegovina",2005,99.22267914
"347","Bosnia and Herzegovina",2006,99.38727699
"348","Bosnia and Herzegovina",2007,99.7
"349","Bosnia and Herzegovina",2008,99.58003998
"350","Bosnia and Herzegovina",2009,99.72540283
"351","Bosnia and Herzegovina",2010,99.85575867
"352","Bosnia and Herzegovina",2011,99.70578055
"353","Bosnia and Herzegovina",2012,99.98661804
"354","Bosnia and Herzegovina",2013,99.99848938
"355","Bosnia and Herzegovina",2014,100
"356","Bosnia and Herzegovina",2015,100
"357","Bosnia and Herzegovina",2016,100
"358","Brazil",1990,87.475116
"359","Brazil",1991,89.83562469
"360","Brazil",1992,88.803833
"361","Brazil",1993,89.999927
"362","Brazil",1994,91.4888916
"363","Brazil",1995,91.728598
"364","Brazil",1996,92.867095
"365","Brazil",1997,93.354139
"366","Brazil",1998,94.193812
"367","Brazil",1999,94.76296
"368","Brazil",2000,94.46656799
"369","Brazil",2001,96.016528
"370","Brazil",2002,96.652996
"371","Brazil",2003,96.980098
"372","Brazil",2004,96.765107
"373","Brazil",2005,97.093513
"374","Brazil",2006,97.594314
"375","Brazil",2007,98.125382
"376","Brazil",2008,98.526625
"377","Brazil",2009,98.856938
"378","Brazil",2010,98.88305664
"379","Brazil",2011,99.328691
"380","Brazil",2012,99.519494
"381","Brazil",2013,99.575151
"382","Brazil",2014,99.650247
"383","Brazil",2015,99.710902
"384","Brazil",2016,100
"385","Bulgaria",1990,100
"386","Bulgaria",1991,100
"387","Bulgaria",1992,100
"388","Bulgaria",1993,100
"389","Bulgaria",1994,100
"390","Bulgaria",1995,100
"391","Bulgaria",1996,100
"392","Bulgaria",1997,100
"393","Bulgaria",1998,100
"394","Bulgaria",1999,100
"395","Bulgaria",2000,100
"396","Bulgaria",2001,100
"397","Bulgaria",2002,100
"398","Bulgaria",2003,100
"399","Bulgaria",2004,100
"400","Bulgaria",2005,100
"401","Bulgaria",2006,100
"402","Bulgaria",2007,100
"403","Bulgaria",2008,100
"404","Bulgaria",2009,100
"405","Bulgaria",2010,100
"406","Bulgaria",2011,100
"407","Bulgaria",2012,100
"408","Bulgaria",2013,100
"409","Bulgaria",2014,100
"410","Bulgaria",2015,100
"411","Bulgaria",2016,100
"412","Cabo Verde",1990,32.55810165
"413","Cabo Verde",1991,34.92931366
"414","Cabo Verde",1992,37.3000145
"415","Cabo Verde",1993,39.66765976
"416","Cabo Verde",1994,42.02918625
"417","Cabo Verde",1995,44.38153458
"418","Cabo Verde",1996,46.72164536
"419","Cabo Verde",1997,49.04646301
"420","Cabo Verde",1998,51.35292435
"421","Cabo Verde",1999,53.63796997
"422","Cabo Verde",2000,55.90006638
"423","Cabo Verde",2001,58.14375305
"424","Cabo Verde",2002,58.6
"425","Cabo Verde",2003,62.60014725
"426","Cabo Verde",2004,64.82498169
"427","Cabo Verde",2005,67
"428","Cabo Verde",2006,69.29824066
"429","Cabo Verde",2007,71.55879211
"430","Cabo Verde",2008,73.84185791
"431","Cabo Verde",2009,76.14595795
"432","Cabo Verde",2010,81.1
"433","Cabo Verde",2011,80.80522156
"434","Cabo Verde",2012,83.1543808
"435","Cabo Verde",2013,85.51255035
"436","Cabo Verde",2014,87.87672424
"437","Cabo Verde",2015,90.24390411
"438","Cabo Verde",2016,92.61158752
"439","Canada",1990,100
"440","Canada",1991,100
"441","Canada",1992,100
"442","Canada",1993,100
"443","Canada",1994,100
"444","Canada",1995,100
"445","Canada",1996,100
"446","Canada",1997,100
"447","Canada",1998,100
"448","Canada",1999,100
"449","Canada",2000,100
"450","Canada",2001,100
"451","Canada",2002,100
"452","Canada",2003,100
"453","Canada",2004,100
"454","Canada",2005,100
"455","Canada",2006,100
"456","Canada",2007,100
"457","Canada",2008,100
"458","Canada",2009,100
"459","Canada",2010,100
"460","Canada",2011,100
"461","Canada",2012,100
"462","Canada",2013,100
"463","Canada",2014,100
"464","Canada",2015,100
"465","Canada",2016,100
"466","Chile",1990,92.257427
"467","Chile",1991,94.25153351
"468","Chile",1992,94.560057
"469","Chile",1993,94.94730377
"470","Chile",1994,95.28754425
"471","Chile",1995,95.6186142
"472","Chile",1996,95.617315
"473","Chile",1997,96.2409668
"474","Chile",1998,97.241124
"475","Chile",1999,96.78990936
"476","Chile",2000,97.938687
"477","Chile",2001,97.25312042
"478","Chile",2002,97.46317291
"479","Chile",2003,98.782325
"480","Chile",2004,97.87049103
"481","Chile",2005,98.08879089
"482","Chile",2006,99.368108
"483","Chile",2007,98.55635071
"484","Chile",2008,98.81767273
"485","Chile",2009,99.593662
"486","Chile",2010,99.38864136
"487","Chile",2011,99.588193
"488","Chile",2012,99.85822296
"489","Chile",2013,99.6
"490","Chile",2014,99.99533844
"491","Chile",2015,99.714844
"492","Chile",2016,100
"493","Colombia",1990,89.9
"494","Colombia",1991,90.76000977
"495","Colombia",1992,91.15319824
"496","Colombia",1993,91.54332733
"497","Colombia",1994,91.92734528
"498","Colombia",1995,91.2
"499","Colombia",1996,92.66477203
"500","Colombia",1997,93.01207733
"501","Colombia",1998,93.34102631
"502","Colombia",1999,93.64855957
"503","Colombia",2000,95.2
"504","Colombia",2001,94.19931793
"505","Colombia",2002,94.45314026
"506","Colombia",2003,94.70068359
"507","Colombia",2004,94.94800568
"508","Colombia",2005,96.8
"509","Colombia",2006,95.46623993
"510","Colombia",2007,95.74927521
"511","Colombia",2008,96.806763
"512","Colombia",2009,96.057229
"513","Colombia",2010,96.788995
"514","Colombia",2011,96.6936
"515","Colombia",2012,97.032176
"516","Colombia",2013,97.779418
"517","Colombia",2014,97.790938
"518","Colombia",2015,98.186898
"519","Colombia",2016,99.00445557
"520","Costa Rica",1990,97.47466278
"521","Costa Rica",1991,97.63420105
"522","Costa Rica",1992,97.79322815
"523","Costa Rica",1993,97.94919586
"524","Costa Rica",1994,98.09217072
"525","Costa Rica",1995,98.23054504
"526","Costa Rica",1996,98.35668945
"527","Costa Rica",1997,98.46755981
"528","Costa Rica",1998,98.56036377
"529","Costa Rica",1999,98.63323975
"530","Costa Rica",2000,98.686409
"531","Costa Rica",2001,98.24978
"532","Costa Rica",2002,98.509188
"533","Costa Rica",2003,98.695902
"534","Costa Rica",2004,98.954779
"535","Costa Rica",2005,99.053051
"536","Costa Rica",2006,99.147523
"537","Costa Rica",2007,99.217998
"538","Costa Rica",2008,99.263937
"539","Costa Rica",2009,99.409804
"540","Costa Rica",2010,98.995734
"541","Costa Rica",2011,99.232348
"542","Costa Rica",2012,99.503298
"543","Costa Rica",2013,99.563517
"544","Costa Rica",2014,99.359291
"545","Costa Rica",2015,99.409804
"546","Costa Rica",2016,100
"547","Croatia",1990,100
"548","Croatia",1991,100
"549","Croatia",1992,100
"550","Croatia",1993,100
"551","Croatia",1994,100
"552","Croatia",1995,100
"553","Croatia",1996,100
"554","Croatia",1997,100
"555","Croatia",1998,100
"556","Croatia",1999,100
"557","Croatia",2000,100
"558","Croatia",2001,100
"559","Croatia",2002,100
"560","Croatia",2003,100
"561","Croatia",2004,100
"562","Croatia",2005,100
"563","Croatia",2006,100
"564","Croatia",2007,100
"565","Croatia",2008,100
"566","Croatia",2009,100
"567","Croatia",2010,100
"568","Croatia",2011,100
"569","Croatia",2012,100
"570","Croatia",2013,100
"571","Croatia",2014,100
"572","Croatia",2015,100
"573","Croatia",2016,100
"574","Cuba",1990,92.52192688
"575","Cuba",1991,92.99980164
"576","Cuba",1992,93.47717285
"577","Cuba",1993,93.95147705
"578","Cuba",1994,94.4196701
"579","Cuba",1995,94.87867737
"580","Cuba",1996,95.32545471
"581","Cuba",1997,95.75693512
"582","Cuba",1998,96.1700592
"583","Cuba",1999,96.56177521
"584","Cuba",2000,97
"585","Cuba",2001,97.28088379
"586","Cuba",2002,97.61888885
"587","Cuba",2003,97.9506073
"588","Cuba",2004,98.28649139
"589","Cuba",2005,98.62835693
"590","Cuba",2006,98.97970581
"591","Cuba",2007,99.33018494
"592","Cuba",2008,99.6403656
"593","Cuba",2009,99.85733032
"594","Cuba",2010,99.96389771
"595","Cuba",2011,99.99571228
"596","Cuba",2012,100
"597","Cuba",2013,100
"598","Cuba",2014,100
"599","Cuba",2015,100
"600","Cuba",2016,100
"601","Cyprus",1990,100
"602","Cyprus",1991,100
"603","Cyprus",1992,100
"604","Cyprus",1993,100
"605","Cyprus",1994,100
"606","Cyprus",1995,100
"607","Cyprus",1996,100
"608","Cyprus",1997,100
"609","Cyprus",1998,100
"610","Cyprus",1999,100
"611","Cyprus",2000,100
"612","Cyprus",2001,100
"613","Cyprus",2002,100
"614","Cyprus",2003,100
"615","Cyprus",2004,100
"616","Cyprus",2005,100
"617","Cyprus",2006,100
"618","Cyprus",2007,100
"619","Cyprus",2008,100
"620","Cyprus",2009,100
"621","Cyprus",2010,100
"622","Cyprus",2011,100
"623","Cyprus",2012,100
"624","Cyprus",2013,100
"625","Cyprus",2014,100
"626","Cyprus",2015,100
"627","Cyprus",2016,100
"628","Czech Republic",1990,100
"629","Czech Republic",1991,100
"630","Czech Republic",1992,100
"631","Czech Republic",1993,100
"632","Czech Republic",1994,100
"633","Czech Republic",1995,100
"634","Czech Republic",1996,100
"635","Czech Republic",1997,100
"636","Czech Republic",1998,100
"637","Czech Republic",1999,100
"638","Czech Republic",2000,100
"639","Czech Republic",2001,100
"640","Czech Republic",2002,100
"641","Czech Republic",2003,100
"642","Czech Republic",2004,100
"643","Czech Republic",2005,100
"644","Czech Republic",2006,100
"645","Czech Republic",2007,100
"646","Czech Republic",2008,100
"647","Czech Republic",2009,100
"648","Czech Republic",2010,100
"649","Czech Republic",2011,100
"650","Czech Republic",2012,100
"651","Czech Republic",2013,100
"652","Czech Republic",2014,100
"653","Czech Republic",2015,100
"654","Czech Republic",2016,100
"655","Denmark",1990,100
"656","Denmark",1991,100
"657","Denmark",1992,100
"658","Denmark",1993,100
"659","Denmark",1994,100
"660","Denmark",1995,100
"661","Denmark",1996,100
"662","Denmark",1997,100
"663","Denmark",1998,100
"664","Denmark",1999,100
"665","Denmark",2000,100
"666","Denmark",2001,100
"667","Denmark",2002,100
"668","Denmark",2003,100
"669","Denmark",2004,100
"670","Denmark",2005,100
"671","Denmark",2006,100
"672","Denmark",2007,100
"673","Denmark",2008,100
"674","Denmark",2009,100
"675","Denmark",2010,100
"676","Denmark",2011,100
"677","Denmark",2012,100
"678","Denmark",2013,100
"679","Denmark",2014,100
"680","Denmark",2015,100
"681","Denmark",2016,100
"682","Dominica",1990,66.03043365
"683","Dominica",1991,67.54698181
"684","Dominica",1992,69.06302643
"685","Dominica",1993,70.57600403
"686","Dominica",1994,72.08286285
"687","Dominica",1995,73.58055115
"688","Dominica",1996,75.06600189
"689","Dominica",1997,76.5361557
"690","Dominica",1998,75
"691","Dominica",1999,79.41833496
"692","Dominica",2000,80.82576752
"693","Dominica",2001,82.21479034
"694","Dominica",2002,87.7
"695","Dominica",2003,84.96186066
"696","Dominica",2004,86.33203125
"697","Dominica",2005,87.70803833
"698","Dominica",2006,89.09596252
"699","Dominica",2007,90.50184631
"700","Dominica",2008,90.9
"701","Dominica",2009,93.37969208
"702","Dominica",2010,94.84715271
"703","Dominica",2011,96.32962799
"704","Dominica",2012,97.82411957
"705","Dominica",2013,98.8553009
"706","Dominica",2014,99.58107758
"707","Dominica",2015,99.90296936
"708","Dominica",2016,100
"709","Ecuador",1990,88.94174957
"710","Ecuador",1991,89.42610168
"711","Ecuador",1992,89.90994263
"712","Ecuador",1993,90.39072418
"713","Ecuador",1994,90.86538696
"714","Ecuador",1995,89.830167
"715","Ecuador",1996,91.78411865
"716","Ecuador",1997,92.22207642
"717","Ecuador",1998,92.726642
"718","Ecuador",1999,93.071434
"719","Ecuador",2000,93.41509247
"720","Ecuador",2001,93.77191162
"721","Ecuador",2002,94.11639404
"722","Ecuador",2003,94.973044
"723","Ecuador",2004,94.79255676
"724","Ecuador",2005,95.83265
"725","Ecuador",2006,96.315259
"726","Ecuador",2007,96.812618
"727","Ecuador",2008,97.206576
"728","Ecuador",2009,96.470862
"729","Ecuador",2010,97.462142
"730","Ecuador",2011,96.872699
"731","Ecuador",2012,97.194929
"732","Ecuador",2013,98.034674
"733","Ecuador",2014,98.976067
"734","Ecuador",2015,98.825883
"735","Ecuador",2016,99.93681335
"736","El Salvador",1990,72.46346283
"737","El Salvador",1991,69.60788
"738","El Salvador",1992,74.59783936
"739","El Salvador",1993,75.66170502
"740","El Salvador",1994,76.71945953
"741","El Salvador",1995,76.995504
"742","El Salvador",1996,77.883
"743","El Salvador",1997,79.82542419
"744","El Salvador",1998,81.637983
"745","El Salvador",1999,79.129592
"746","El Salvador",2000,84.519249
"747","El Salvador",2001,87.063829
"748","El Salvador",2002,87.54906
"749","El Salvador",2003,86.961151
"750","El Salvador",2004,87.357045
"751","El Salvador",2005,87.525839
"752","El Salvador",2006,89.201467
"753","El Salvador",2007,91.109558
"754","El Salvador",2008,91.000227
"755","El Salvador",2009,91.08402
"756","El Salvador",2010,91.580238
"757","El Salvador",2011,92.574686
"758","El Salvador",2012,93.680571
"759","El Salvador",2013,95.043105
"760","El Salvador",2014,95.125416
"761","El Salvador",2015,95.4
"762","El Salvador",2016,98.61889648
"763","Estonia",1990,100
"764","Estonia",1991,100
"765","Estonia",1992,100
"766","Estonia",1993,100
"767","Estonia",1994,100
"768","Estonia",1995,100
