"","Country","Year","population_growth"
"777","Czech Republic",1993,0.103947042
"778","Czech Republic",1994,0.036121766
"779","Czech Republic",1995,-0.061314063
"780","Czech Republic",1996,-0.116381299
"781","Czech Republic",1997,-0.107762749
"782","Czech Republic",1998,-0.094744752
"783","Czech Republic",1999,-0.102175934
"784","Czech Republic",2000,-0.280414108
"785","Czech Republic",2001,-0.375719704
"786","Czech Republic",2002,-0.192901618
"787","Czech Republic",2003,-0.028620591
"788","Czech Republic",2004,0.030434848
"789","Czech Republic",2005,0.13832598
"790","Czech Republic",2006,0.270795629
"791","Czech Republic",2007,0.583542205
"792","Czech Republic",2008,0.829412603
"793","Czech Republic",2009,0.569729451
"794","Czech Republic",2010,0.291361674
"795","Czech Republic",2011,0.206747667
"796","Czech Republic",2012,0.139925656
"797","Czech Republic",2013,0.033169946
"798","Czech Republic",2014,0.105277582
"799","Czech Republic",2015,0.196588748
"800","Czech Republic",2016,0.192048416
"801","Denmark",1985,0.040526889
"802","Denmark",1986,0.133727781
"803","Denmark",1987,0.12666434
"804","Denmark",1988,0.048593386
"805","Denmark",1989,0.059987665
"806","Denmark",1990,0.16245632
"807","Denmark",1991,0.259518212
"808","Denmark",1992,0.330671402
"809","Denmark",1993,0.333166396
"810","Denmark",1994,0.337707376
"811","Denmark",1995,0.520962181
"812","Denmark",1996,0.565926342
"813","Denmark",1997,0.415564969
"814","Denmark",1998,0.363162524
"815","Denmark",1999,0.330886246
"816","Denmark",2000,0.334233619
"817","Denmark",2001,0.358315679
"818","Denmark",2002,0.319487125
"819","Denmark",2003,0.272010444
"820","Denmark",2004,0.258432282
"821","Denmark",2005,0.275481733
"822","Denmark",2006,0.328645159
"823","Denmark",2007,0.443466054
"824","Denmark",2008,0.58754759
"825","Denmark",2009,0.535079062
"826","Denmark",2010,0.444197155
"827","Denmark",2011,0.411737855
"828","Denmark",2012,0.376272243
"829","Denmark",2013,0.416901361
"830","Denmark",2014,0.507053283
"831","Denmark",2015,0.70642385
"832","Denmark",2016,0.780392644
"833","Dominica",1985,-0.771024272
"834","Dominica",1986,-0.842724599
"835","Dominica",1987,-0.90099994
"836","Dominica",1988,-0.871549871
"837","Dominica",1989,-0.699381802
"838","Dominica",1990,-0.444545215
"839","Dominica",1991,-0.118503484
"840","Dominica",1992,0.180520738
"841","Dominica",1993,0.337600546
"842","Dominica",1994,0.228638857
"843","Dominica",1995,-0.007005696
"844","Dominica",1996,-0.312954161
"845","Dominica",1997,-0.552510955
"846","Dominica",1998,-0.656539726
"847","Dominica",1999,-0.552097441
"848","Dominica",2000,-0.325264116
"849","Dominica",2001,-0.008611657
"850","Dominica",2002,0.220798117
"851","Dominica",2003,0.38451415
"852","Dominica",2004,0.40719915
"853","Dominica",2005,0.351758444
"854","Dominica",2006,0.254535822
"855","Dominica",2007,0.201753774
"856","Dominica",2008,0.174618419
"857","Dominica",2009,0.217845107
"858","Dominica",2010,0.295789771
"859","Dominica",2011,0.388382556
"860","Dominica",2012,0.453528135
"861","Dominica",2013,0.492925592
"862","Dominica",2014,0.520741234
"863","Dominica",2015,0.526244876
"864","Dominica",2016,0.519410867
"865","Ecuador",1985,2.487328653
"866","Ecuador",1986,2.477646523
"867","Ecuador",1987,2.462952095
"868","Ecuador",1988,2.443017873
"869","Ecuador",1989,2.416371564
"870","Ecuador",1990,2.383954659
"871","Ecuador",1991,2.349332371
"872","Ecuador",1992,2.3120127
"873","Ecuador",1993,2.267599449
"874","Ecuador",1994,2.215013195
"875","Ecuador",1995,2.156759232
"876","Ecuador",1996,2.100884645
"877","Ecuador",1997,2.046065713
"878","Ecuador",1998,1.983486587
"879","Ecuador",1999,1.911958688
"880","Ecuador",2000,1.837286377
"881","Ecuador",2001,1.759441896
"882","Ecuador",2002,1.691894282
"883","Ecuador",2003,1.650472163
"884","Ecuador",2004,1.642217314
"885","Ecuador",2005,1.656026053
"886","Ecuador",2006,1.676748709
"887","Ecuador",2007,1.689413452
"888","Ecuador",2008,1.689977562
"889","Ecuador",2009,1.672809956
"890","Ecuador",2010,1.643291468
"891","Ecuador",2011,1.611781952
"892","Ecuador",2012,1.583919336
"893","Ecuador",2013,1.556476468
"894","Ecuador",2014,1.530634094
"895","Ecuador",2015,1.505644485
"896","Ecuador",2016,1.479917408
"897","El Salvador",1985,1.335644108
"898","El Salvador",1986,1.313128793
"899","El Salvador",1987,1.289935485
"900","El Salvador",1988,1.28425262
"901","El Salvador",1989,1.29857512
"902","El Salvador",1990,1.322526368
"903","El Salvador",1991,1.354687729
"904","El Salvador",1992,1.373641109
"905","El Salvador",1993,1.354936263
"906","El Salvador",1994,1.287709129
"907","El Salvador",1995,1.186275011
"908","El Salvador",1996,1.077911428
"909","El Salvador",1997,0.97950901
"910","El Salvador",1998,0.885612579
"911","El Salvador",1999,0.801131975
"912","El Salvador",2000,0.725902079
"913","El Salvador",2001,0.651222643
"914","El Salvador",2002,0.579779301
"915","El Salvador",2003,0.524387111
"916","El Salvador",2004,0.488461427
"917","El Salvador",2005,0.46860632
"918","El Salvador",2006,0.455375226
"919","El Salvador",2007,0.444763575
"920","El Salvador",2008,0.439995671
"921","El Salvador",2009,0.440496004
"922","El Salvador",2010,0.444647422
"923","El Salvador",2011,0.452110174
"924","El Salvador",2012,0.462163676
"925","El Salvador",2013,0.473556779
"926","El Salvador",2014,0.485351775
"927","El Salvador",2015,0.496901568
"928","El Salvador",2016,0.509497673
"929","Estonia",1985,0.667063356
"930","Estonia",1986,0.743509962
"931","Estonia",1987,0.778102309
"932","Estonia",1988,0.621622035
"933","Estonia",1989,0.398143548
"934","Estonia",1990,0.066490191
"935","Estonia",1991,-0.502159185
"936","Estonia",1992,-1.824181555
"937","Estonia",1993,-2.574319978
"938","Estonia",1994,-2.138588635
"939","Estonia",1995,-1.785399536
"940","Estonia",1996,-1.475364638
"941","Estonia",1997,-1.14091924
"942","Estonia",1998,-0.960559005
"943","Estonia",1999,0.294482276
"944","Estonia",2000,0.483707162
"945","Estonia",2001,-0.636963124
"946","Estonia",2002,-0.633433796
"947","Estonia",2003,-0.627622448
"948","Estonia",2004,-0.59782051
"949","Estonia",2005,-0.572255525
"950","Estonia",2006,-0.58965556
"951","Estonia",2007,-0.456188535
"952","Estonia",2008,-0.26813372
"953","Estonia",2009,-0.192768077
"954","Estonia",2010,-0.228057969
"955","Estonia",2011,-0.303582824
"956","Estonia",2012,-0.357944411
"957","Estonia",2013,-0.355891803
"958","Estonia",2014,-0.262256175
"959","Estonia",2015,0.06555253
"960","Estonia",2016,0.029112226
"961","Fiji",1985,1.599861889
"962","Fiji",1986,0.96308347
"963","Fiji",1987,0.441167078
"964","Fiji",1988,0.165023621
"965","Fiji",1989,0.235848351
"966","Fiji",1990,0.551041407
"967","Fiji",1991,0.935051594
"968","Fiji",1992,1.224066029
"969","Fiji",1993,1.39976958
"970","Fiji",1994,1.399516363
"971","Fiji",1995,1.275805426
"972","Fiji",1996,1.151057534
"973","Fiji",1997,1.063068231
"974","Fiji",1998,0.935873889
"975","Fiji",1999,0.769105782
"976","Fiji",2000,0.584652751
"977","Fiji",2001,0.368515792
"978","Fiji",2002,0.180746336
"979","Fiji",2003,0.114806003
"980","Fiji",2004,0.211133901
"981","Fiji",2005,0.422273671
"982","Fiji",2006,0.678380606
"983","Fiji",2007,0.89050012
"984","Fiji",2008,1.016364836
"985","Fiji",2009,1.017759552
"986","Fiji",2010,0.932645434
"987","Fiji",2011,0.826391646
"988","Fiji",2012,0.747986175
"989","Fiji",2013,0.697996516
"990","Fiji",2014,0.689997362
"991","Fiji",2015,0.713519398
"992","Fiji",2016,0.738287655
"993","Finland",1985,0.417068904
"994","Finland",1986,0.324794896
"995","Finland",1987,0.283626732
"996","Finland",1988,0.290689051
"997","Finland",1989,0.361018799
"998","Finland",1990,0.443382074
"999","Finland",1991,0.546172018
"1000","Finland",1992,0.561909851
"1001","Finland",1993,0.483854089
"1002","Finland",1994,0.431048903
"1003","Finland",1995,0.381655333
"1004","Finland",1996,0.328037914
"1005","Finland",1997,0.29737733
"1006","Finland",1998,0.265472962
"1007","Finland",1999,0.232116249
"1008","Finland",2000,0.207606515
"1009","Finland",2001,0.227687342
"1010","Finland",2002,0.24238105
"1011","Finland",2003,0.23845724
"1012","Finland",2004,0.290350362
"1013","Finland",2005,0.342248594
"1014","Finland",2006,0.383777136
"1015","Finland",2007,0.425429832
"1016","Finland",2008,0.465549285
"1017","Finland",2009,0.478246393
"1018","Finland",2010,0.457494535
"1019","Finland",2011,0.463558707
"1020","Finland",2012,0.475809487
"1021","Finland",2013,0.460723773
"1022","Finland",2014,0.413560208
"1023","Finland",2015,0.329383886
"1024","Finland",2016,0.287421402
"1025","France",1985,0.57372307
"1026","France",1986,0.591610259
"1027","France",1987,0.610566202
"1028","France",1988,0.613768546
"1029","France",1989,0.596827186
"1030","France",1990,0.565757638
"1031","France",1991,0.079443343
"1032","France",1992,0.497240931
"1033","France",1993,0.433292244
"1034","France",1994,0.372231503
"1035","France",1995,0.361249895
"1036","France",1996,0.354082271
"1037","France",1997,0.353750159
"1038","France",1998,0.368597839
"1039","France",1999,0.514456335
"1040","France",2000,0.684929254
"1041","France",2001,0.727786405
"1042","France",2002,0.727231515
"1043","France",2003,0.708779199
"1044","France",2004,0.736313541
"1045","France",2005,0.753800832
"1046","France",2006,0.697207001
"1047","France",2007,0.6187005
"1048","France",2008,0.558859001
"1049","France",2009,0.514487919
"1050","France",2010,0.49402977
"1051","France",2011,0.483651043
"1052","France",2012,0.483982312
"1053","France",2013,0.514774025
"1054","France",2014,0.479814388
"1055","France",2015,0.41723803
"1056","France",2016,0.399244807
"1057","Georgia",1985,0.876678995
"1058","Georgia",1986,0.888192529
"1059","Georgia",1987,0.825576239
"1060","Georgia",1988,0.990127868
"1061","Georgia",1989,0.262664316
"1062","Georgia",1990,-0.027068389
"1063","Georgia",1991,0.703475649
"1064","Georgia",1992,0.77451105
"1065","Georgia",1993,0.768558451
"1066","Georgia",1994,-1.013034746
"1067","Georgia",1995,-2.659709075
"1068","Georgia",1996,-2.522031834
"1069","Georgia",1997,-1.847511473
"1070","Georgia",1998,-0.982389344
"1071","Georgia",1999,-0.778544839
"1072","Georgia",2000,-0.771072946
"1073","Georgia",2001,-0.724616161
"1074","Georgia",2002,-0.672509797
"1075","Georgia",2003,-1.301501055
"1076","Georgia",2004,-1.302691682
"1077","Georgia",2005,-1.304108583
"1078","Georgia",2006,-1.297159673
"1079","Georgia",2007,-1.314207282
"1080","Georgia",2008,-1.282068843
"1081","Georgia",2009,-1.298719553
"1082","Georgia",2010,-1.315808458
"1083","Georgia",2011,-1.307543305
"1084","Georgia",2012,-1.298719553
"1085","Georgia",2013,-1.2893219
"1086","Georgia",2014,-1.306162779
"1087","Georgia",2015,-0.265982613
"1088","Georgia",2016,0.059168417
"1089","Germany",1985,-0.223489902
"1090","Germany",1986,0.045768064
"1091","Germany",1987,0.153617575
"1092","Germany",1988,0.39067896
"1093","Germany",1989,0.773336991
"1094","Germany",1990,0.861969449
"1095","Germany",1991,0.728605547
"1096","Germany",1992,0.760346947
"1097","Germany",1993,0.657391218
"1098","Germany",1994,0.346856649
"1099","Germany",1995,0.293904444
"1100","Germany",1996,0.289474899
"1101","Germany",1997,0.146313282
"1102","Germany",1998,0.015143651
"1103","Germany",1999,0.064634578
"1104","Germany",2000,0.1354316
"1105","Germany",2001,0.168225361
"1106","Germany",2002,0.168128319
"1107","Germany",2003,0.055363304
"1108","Germany",2004,-0.021709728
"1109","Germany",2005,-0.056778262
"1110","Germany",2006,-0.112797498
"1111","Germany",2007,-0.133718573
"1112","Germany",2008,-0.190142845
"1113","Germany",2009,-0.25338341
"1114","Germany",2010,-0.153198447
"1115","Germany",2011,-1.853714629
"1116","Germany",2012,0.187727801
"1117","Germany",2013,0.272900215
"1118","Germany",2014,0.416877359
"1119","Germany",2015,0.865702644
"1120","Germany",2016,0.807218539
"1121","Greece",1985,0.388288979
"1122","Greece",1986,0.330759074
"1123","Greece",1987,0.334358494
"1124","Greece",1988,0.363197987
"1125","Greece",1989,0.52185098
"1126","Greece",1990,1.057808012
"1127","Greece",1991,1.200352537
"1128","Greece",1992,0.763882722
"1129","Greece",1993,0.588261919
"1130","Greece",1994,0.500703438
"1131","Greece",1995,0.467197289
"1132","Greece",1996,0.440670531
"1133","Greece",1997,0.493267145
"1134","Greece",1998,0.554211903
"1135","Greece",1999,0.383471312
"1136","Greece",2000,0.409041838
"1137","Greece",2001,0.519884464
"1138","Greece",2002,0.366566462
"1139","Greece",2003,0.238643175
"1140","Greece",2004,0.247413543
"1141","Greece",2005,0.293249074
"1142","Greece",2006,0.300331801
"1143","Greece",2007,0.254757582
"1144","Greece",2008,0.265457837
"1145","Greece",2009,0.263026401
"1146","Greece",2010,0.128880433
"1147","Greece",2011,-0.147951277
"1148","Greece",2012,-0.540752951
"1149","Greece",2013,-0.725120807
"1150","Greece",2014,-0.66611329
"1151","Greece",2015,-0.658861361
"1152","Greece",2016,-0.415913028
"1153","Grenada",1985,1.479267691
"1154","Grenada",1986,0.23694206
"1155","Grenada",1987,-0.764827834
"1156","Grenada",1988,-1.335095448
"1157","Grenada",1989,-1.224038142
"1158","Grenada",1990,-0.606777872
"1159","Grenada",1991,0.177443921
"1160","Grenada",1992,0.768392437
"1161","Grenada",1993,1.132475544
"1162","Grenada",1994,1.112752365
"1163","Grenada",1995,0.851452605
"1164","Grenada",1996,0.538173206
"1165","Grenada",1997,0.322903637
"1166","Grenada",1998,0.184754364
"1167","Grenada",1999,0.131195426
"1168","Grenada",2000,0.174331895
"1169","Grenada",2001,0.226079873
"1170","Grenada",2002,0.246140091
"1171","Grenada",2003,0.2689817
"1172","Grenada",2004,0.274105063
"1173","Grenada",2005,0.285012717
"1174","Grenada",2006,0.300667514
"1175","Grenada",2007,0.316179045
"1176","Grenada",2008,0.331541004
"1177","Grenada",2009,0.351541476
"1178","Grenada",2010,0.364640812
"1179","Grenada",2011,0.379496241
"1180","Grenada",2012,0.385646102
"1181","Grenada",2013,0.404939292
"1182","Grenada",2014,0.424933154
"1183","Grenada",2015,0.434369277
"1184","Grenada",2016,0.461381224
"1185","Guatemala",1985,2.421828378
"1186","Guatemala",1986,2.380926664
"1187","Guatemala",1987,2.348244466
"1188","Guatemala",1988,2.327878708
"1189","Guatemala",1989,2.323801378
"1190","Guatemala",1990,2.329959735
"1191","Guatemala",1991,2.341345854
"1192","Guatemala",1992,2.347712905
"1193","Guatemala",1993,2.342909992
"1194","Guatemala",1994,2.323262246
"1195","Guatemala",1995,2.295367826
"1196","Guatemala",1996,2.262581971
"1197","Guatemala",1997,2.238010689
"1198","Guatemala",1998,2.233102129
"1199","Guatemala",1999,2.253150994
"1200","Guatemala",2000,2.287977379
"1201","Guatemala",2001,2.326255366
"1202","Guatemala",2002,2.352842631
"1203","Guatemala",2003,2.36059488
"1204","Guatemala",2004,2.343802411
"1205","Guatemala",2005,2.310407043
"1206","Guatemala",2006,2.272242032
"1207","Guatemala",2007,2.238531009
"1208","Guatemala",2008,2.209523202
"1209","Guatemala",2009,2.188038145
"1210","Guatemala",2010,2.171039571
"1211","Guatemala",2011,2.153627183
"1212","Guatemala",2012,2.132028252
"1213","Guatemala",2013,2.106892045
"1214","Guatemala",2014,2.077151821
"1215","Guatemala",2015,2.044266382
"1216","Guatemala",2016,2.010367845
"1217","Guyana",1985,-0.619027968
"1218","Guyana",1986,-0.778689629
"1219","Guyana",1987,-0.913693596
"1220","Guyana",1988,-0.898405963
"1221","Guyana",1989,-0.677096083
"1222","Guyana",1990,-0.316459786
"1223","Guyana",1991,0.131756045
"1224","Guyana",1992,0.515270605
"1225","Guyana",1993,0.712567729
"1226","Guyana",1994,0.642668762
"1227","Guyana",1995,0.388120514
"1228","Guyana",1996,0.074844799
"1229","Guyana",1997,-0.177486349
"1230","Guyana",1998,-0.336920176
"1231","Guyana",1999,-0.35341657
"1232","Guyana",2000,-0.262101107
"1233","Guyana",2001,-0.137888547
"1234","Guyana",2002,-0.050394012
"1235","Guyana",2003,-0.003591044
"1236","Guyana",2004,-0.027269541
"1237","Guyana",2005,-0.093970583
"1238","Guyana",2006,-0.179268008
"1239","Guyana",2007,-0.231323602
"1240","Guyana",2008,-0.208140577
"1241","Guyana",2009,-0.083243582
"1242","Guyana",2010,0.115664356
"1243","Guyana",2011,0.340185504
"1244","Guyana",2012,0.531358448
"1245","Guyana",2013,0.660416966
"1246","Guyana",2014,0.698273067
"1247","Guyana",2015,0.668580935
"1248","Guyana",2016,0.621217097
"1249","Hungary",1985,-0.181847163
"1250","Hungary",1986,-0.170579145
"1251","Hungary",1987,-0.167798788
"1252","Hungary",1988,-0.153272936
"1253","Hungary",1989,-1.088983893
"1254","Hungary",1990,-1.033117297
"1255","Hungary",1991,-0.005668183
"1256","Hungary",1992,-0.039136583
"1257","Hungary",1993,-0.114035594
"1258","Hungary",1994,-0.136883104
"1259","Hungary",1995,-0.139220004
"1260","Hungary",1996,-0.171771609
"1261","Hungary",1997,-0.201458936
"1262","Hungary",1998,-0.232679337
"1263","Hungary",1999,-0.28326061
"1264","Hungary",2000,-0.259764908
"1265","Hungary",2001,-0.229379183
"1266","Hungary",2002,-0.284751377
"1267","Hungary",2003,-0.286433268
"1268","Hungary",2004,-0.221439379
"1269","Hungary",2005,-0.198878843
"1270","Hungary",2006,-0.155716485
"1271","Hungary",2007,-0.154915158
"1272","Hungary",2008,-0.175097367
"1273","Hungary",2009,-0.154908814
"1274","Hungary",2010,-0.226013876
"1275","Hungary",2011,-0.283360436
"1276","Hungary",2012,-0.516437607
"1277","Hungary",2013,-0.275368757
"1278","Hungary",2014,-0.269378767
"1279","Hungary",2015,-0.237855002
"1280","Hungary",2016,-0.295110605
"1281","Iceland",1985,0.787667614
"1282","Iceland",1986,0.732588891
"1283","Iceland",1987,1.095629101
"1284","Iceland",1988,1.566217581
"1285","Iceland",1989,1.238396064
"1286","Iceland",1990,0.777662199
"1287","Iceland",1991,1.15914942
"1288","Iceland",1992,1.256632077
"1289","Iceland",1993,1.016811928
"1290","Iceland",1994,0.866835947
"1291","Iceland",1995,0.542467998
"1292","Iceland",1996,0.539913017
"1293","Iceland",1997,0.819197091
"1294","Iceland",1998,1.070859043
"1295","Iceland",1999,1.209238786
"1296","Iceland",2000,1.369192833
"1297","Iceland",2001,1.329295255
"1298","Iceland",2002,0.892596377
"1299","Iceland",2003,0.69249762
"1300","Iceland",2004,0.877936158
"1301","Iceland",2005,1.582891978
"1302","Iceland",2006,2.34742243
"1303","Iceland",2007,2.530085489
"1304","Iceland",2008,1.859572171
"1305","Iceland",2009,0.341241979
"1306","Iceland",2010,-0.143903
"1307","Iceland",2011,0.305468368
"1308","Iceland",2012,0.532100735
"1309","Iceland",2013,0.9458859
"1310","Iceland",2014,1.112504755
"1311","Iceland",2015,1.041940387
"1312","Iceland",2016,1.388081496
"1313","Ireland",1985,0.160073466
"1314","Ireland",1986,0.045438028
"1315","Ireland",1987,0.010367602
"1316","Ireland",1988,-0.427686064
"1317","Ireland",1989,-0.396250752
"1318","Ireland",1990,0.084413021
"1319","Ireland",1991,0.574927781
"1320","Ireland",1992,0.682256778
"1321","Ireland",1993,0.499840487
"1322","Ireland",1994,0.394187639
"1323","Ireland",1995,0.512695055
"1324","Ireland",1996,0.791271347
"1325","Ireland",1997,1.002814735
"1326","Ireland",1998,1.043076836
"1327","Ireland",1999,1.127299556
"1328","Ireland",2000,1.333042666
"1329","Ireland",2001,1.59215149
"1330","Ireland",2002,1.685148857
"1331","Ireland",2003,1.628950962
"1332","Ireland",2004,1.828313818
"1333","Ireland",2005,2.178703014
"1334","Ireland",2006,2.696005644
"1335","Ireland",2007,2.890960005
"1336","Ireland",2008,2.038708011
"1337","Ireland",2009,1.015663276
"1338","Ireland",2010,0.544884384
"1339","Ireland",2011,0.436072439
"1340","Ireland",2012,0.423743803
"1341","Ireland",2013,0.526556159
"1342","Ireland",2014,0.731001377
"1343","Ireland",2015,0.944845307
"1344","Ireland",2016,1.128834064
"1345","Israel",1985,1.763630078
"1346","Israel",1986,1.547147598
"1347","Israel",1987,1.615171246
"1348","Israel",1988,1.65705755
"1349","Israel",1989,1.696469257
"1350","Israel",1990,3.094603009
"1351","Israel",1991,6.017008783
"1352","Israel",1992,3.455466899
"1353","Israel",1993,2.658091779
"1354","Israel",1994,2.589262849
"1355","Israel",1995,2.668286957
"1356","Israel",1996,2.616505943
"1357","Israel",1997,2.498395043
"1358","Israel",1998,2.28687869
"1359","Israel",1999,2.546433887
"1360","Israel",2000,2.642331913
"1361","Israel",2001,2.357117299
"1362","Israel",2002,2.014058394
"1363","Israel",2003,1.805519759
"1364","Israel",2004,1.767623642
"1365","Israel",2005,1.762897661
"1366","Israel",2006,1.767805874
"1367","Israel",2007,1.776100869
"1368","Israel",2008,1.776579106
"1369","Israel",2009,2.390207338
"1370","Israel",2010,1.82675241
"1371","Israel",2011,1.848077862
"1372","Israel",2012,1.846151321
"1373","Israel",2013,1.866052895
"1374","Israel",2014,1.919543799
"1375","Israel",2015,1.981288976
"1376","Israel",2016,1.960348962
"1377","Italy",1985,0.028899939
"1378","Italy",1986,0.005449282
"1379","Italy",1987,0.01020512
"1380","Italy",1988,0.048320597
"1381","Italy",1989,0.075009005
"1382","Italy",1990,0.083708573
"1383","Italy",1991,0.069231189
"1384","Italy",1992,0.067924433
"1385","Italy",1993,0.061135853
"1386","Italy",1994,0.020372074
"1387","Italy",1995,0.001588562
"1388","Italy",1996,0.028104408
"1389","Italy",1997,0.05290695
"1390","Italy",1998,0.028774016
"1391","Italy",1999,0.016820844
"1392","Italy",2000,0.045303631
"1393","Italy",2001,0.056167601
"1394","Italy",2002,0.148916429
"1395","Italy",2003,0.444507313
"1396","Italy",2004,0.647182705
"1397","Italy",2005,0.491389108
"1398","Italy",2006,0.300559689
"1399","Italy",2007,0.504933687
"1400","Italy",2008,0.662469253
"1401","Italy",2009,0.45561345
"1402","Italy",2010,0.307591222
"1403","Italy",2011,0.171978291
"1404","Italy",2012,0.26954124
"1405","Italy",2013,1.159251117
"1406","Italy",2014,0.917504096
"1407","Italy",2015,-0.096376133
"1408","Italy",2016,-0.169884073
"1409","Jamaica",1985,1.277713218
"1410","Jamaica",1986,0.982145851
"1411","Jamaica",1987,0.740733347
"1412","Jamaica",1988,0.597343428
"1413","Jamaica",1989,0.590930673
"1414","Jamaica",1990,0.683865659
"1415","Jamaica",1991,0.79898846
"1416","Jamaica",1992,0.882986989
"1417","Jamaica",1993,0.945478148
"1418","Jamaica",1994,0.97033228
"1419","Jamaica",1995,0.965894179
"1420","Jamaica",1996,0.962977246
"1421","Jamaica",1997,0.964655691
"1422","Jamaica",1998,0.944181087
"1423","Jamaica",1999,0.896456019
"1424","Jamaica",2000,0.830808071
"1425","Jamaica",2001,0.755439369
"1426","Jamaica",2002,0.686280871
"1427","Jamaica",2003,0.631109184
"1428","Jamaica",2004,0.597874932
"1429","Jamaica",2005,0.580841871
"1430","Jamaica",2006,0.566981939
"1431","Jamaica",2007,0.548725975
"1432","Jamaica",2008,0.526630115
"1433","Jamaica",2009,0.499089021
"1434","Jamaica",2010,0.467082082
"1435","Jamaica",2011,0.435051016
"1436","Jamaica",2012,0.40557433
"1437","Jamaica",2013,0.379954149
"1438","Jamaica",2014,0.359825054
"1439","Jamaica",2015,0.343459143
"1440","Jamaica",2016,0.327499919
"1441","Japan",1985,0.611368674
"1442","Japan",1986,0.609299871
"1443","Japan",1987,0.491825133
"1444","Japan",1988,0.426638544
"1445","Japan",1989,0.40939466
"1446","Japan",1990,0.341370597
"1447","Japan",1991,0.310355946
"1448","Japan",1992,0.248237081
"1449","Japan",1993,0.246819413
"1450","Japan",1994,0.340685789
"1451","Japan",1995,0.381789601
"1452","Japan",1996,0.25318888
"1453","Japan",1997,0.238271218
"1454","Japan",1998,0.27172961
"1455","Japan",1999,0.182586374
"1456","Japan",2000,0.167275578
"1457","Japan",2001,0.240952588
"1458","Japan",2002,0.232527187
"1459","Japan",2003,0.213980949
"1460","Japan",2004,0.033662258
"1461","Japan",2005,0.009392097
"1462","Japan",2006,0.063373589
"1463","Japan",2007,0.114908848
"1464","Japan",2008,0.048425395
"1465","Japan",2009,-0.012494631
"1466","Japan",2010,0.017960542
"1467","Japan",2011,-0.185226486
"1468","Japan",2012,-0.159710676
"1469","Japan",2013,-0.144271883
"1470","Japan",2014,-0.132694222
"1471","Japan",2015,-0.106124994
"1472","Japan",2016,-0.115284177
"1473","Kazakhstan",1985,1.234327643
"1474","Kazakhstan",1986,1.276771449
"1475","Kazakhstan",1987,1.279048358
"1476","Kazakhstan",1988,1.13741161
"1477","Kazakhstan",1989,1.656713973
"1478","Kazakhstan",1990,0.604342663
"1479","Kazakhstan",1991,0.625030618
"1480","Kazakhstan",1992,-0.069353244
"1481","Kazakhstan",1993,-0.66327745
"1482","Kazakhstan",1994,-1.450853619
"1483","Kazakhstan",1995,-1.752259011
"1484","Kazakhstan",1996,-1.514558064
"1485","Kazakhstan",1997,-1.579964178
"1486","Kazakhstan",1998,-1.726094321
"1487","Kazakhstan",1999,-0.952509234
"1488","Kazakhstan",2000,-0.300549816
"1489","Kazakhstan",2001,-0.170069526
"1490","Kazakhstan",2002,0.004125545
"1491","Kazakhstan",2003,0.336402206
"1492","Kazakhstan",2004,0.694922853
"1493","Kazakhstan",2005,0.888891382
"1494","Kazakhstan",2006,1.057664776
"1495","Kazakhstan",2007,1.143857766
"1496","Kazakhstan",2008,1.21836561
"1497","Kazakhstan",2009,2.637004543
"1498","Kazakhstan",2010,1.413271477
"1499","Kazakhstan",2011,1.431506409
"1500","Kazakhstan",2012,1.408676972
"1501","Kazakhstan",2013,1.439445441
"1502","Kazakhstan",2014,1.472676743
"1503","Kazakhstan",2015,1.461484685
"1504","Kazakhstan",2016,1.42204614
"1505","Kiribati",1985,1.953236399
"1506","Kiribati",1986,2.339495679
"1507","Kiribati",1987,2.625565983
"1508","Kiribati",1988,2.694521292
"1509","Kiribati",1989,2.518031264
"1510","Kiribati",1990,2.166593208
"1511","Kiribati",1991,1.763076768
"1512","Kiribati",1992,1.440056138
"1513","Kiribati",1993,1.262575913
"1514","Kiribati",1994,1.249442069
"1515","Kiribati",1995,1.371774285
"1516","Kiribati",1996,1.502866057
"1517","Kiribati",1997,1.605404991
"1518","Kiribati",1998,1.689233534
"1519","Kiribati",1999,1.721455625
"1520","Kiribati",2000,1.72076038
"1521","Kiribati",2001,1.705627967
"1522","Kiribati",2002,1.71481272
"1523","Kiribati",2003,1.761300198
"1524","Kiribati",2004,1.835793348
"1525","Kiribati",2005,1.950112929
"1526","Kiribati",2006,2.074196076
"1527","Kiribati",2007,2.152561716
"1528","Kiribati",2008,2.186468687
"1529","Kiribati",2009,2.138689009
"1530","Kiribati",2010,2.051051135
"1531","Kiribati",2011,1.933415426
"1532","Kiribati",2012,1.85266743
"1533","Kiribati",2013,1.786724609
"1534","Kiribati",2014,1.75626566
"1535","Kiribati",2015,1.749085489
"1536","Kiribati",2016,1.75311586
"1537","Kuwait",1985,4.900257964
"1538","Kuwait",1986,5.4339695
"1539","Kuwait",1987,5.648889858
"1540","Kuwait",1988,4.826771112
"1541","Kuwait",1989,2.807223431
"1542","Kuwait",1990,0.127867047
"1543","Kuwait",1991,-3.093341271
"1544","Kuwait",1992,3.43691475830009
"1545","Kuwait",1993,3.49965780391513
"1546","Kuwait",1994,3.56240084953016
"1547","Kuwait",1995,3.6251438951452
"1548","Kuwait",1996,1.300848503
"1549","Kuwait",1997,4.994922411
"1550","Kuwait",1998,6.818538527
"1551","Kuwait",1999,6.366487342
"1552","Kuwait",2000,4.675477832
"1553","Kuwait",2001,2.81810223
"1554","Kuwait",2002,1.621313483
