"","Country","Year","gdp","gdp_per_capita"
"1627","Puerto Rico",1994,"39690630000",11871
"1628","Puerto Rico",1995,"42647331000",12636
"1629","Puerto Rico",1996,"45340835000",13328
"1630","Puerto Rico",1997,"48187039000",14037
"1631","Puerto Rico",1998,"54086400000",15610
"1632","Puerto Rico",1999,"57841000000",16560
"1633","Puerto Rico",2000,"61701800000",17569
"1634","Puerto Rico",2001,"69208400000",19649
"1635","Puerto Rico",2002,"71623500000",20325
"1636","Puerto Rico",2003,"74827400000",21264
"1637","Puerto Rico",2004,"80322313000",22874
"1638","Puerto Rico",2005,"83914521300",23944
"1639","Puerto Rico",2006,"87276164400",24943
"1640","Puerto Rico",2007,"89524131600",25625
"1641","Puerto Rico",2008,"93639316000",26840
"1642","Puerto Rico",2009,"96385638000",27661
"1643","Puerto Rico",2010,"98381268000",28267
"1644","Puerto Rico",2011,"100351670000",28876
"1645","Puerto Rico",2012,"101564800000",29247
"1646","Puerto Rico",2013,"102450000000",29510
"1647","Puerto Rico",2014,"102445800000",29515
"1648","Puerto Rico",2015,"103143500000",29728
"1649","Qatar",1995,"8137911978",17559
"1650","Qatar",2001,"17538461538",32510
"1651","Qatar",2004,"31734065934",45517
"1652","Qatar",2005,"44530494505",55899
"1653","Qatar",2006,"60882142857",64762
"1654","Qatar",2007,"79712087912",71460
"1655","Qatar",2008,"115270054945",87961
"1656","Qatar",2009,"97798351648",64911
"1657","Qatar",2010,"125122306346",74055
"1658","Qatar",2011,"167775274725",90490
"1659","Qatar",2012,"186833516484",93270
"1660","Qatar",2013,"198727747253",93066
"1661","Qatar",2014,"206224725275",91587
"1662","Qatar",2015,"164641483516",69937
"1663","Qatar",2016,"152451923077",62484
"1664","Romania",1989,"42105263158",1973
"1665","Romania",1990,"38995454545",1822
"1666","Romania",1991,"28998684211",1351
"1667","Romania",1992,"25121666667",1183
"1668","Romania",1993,"26362894737",1237
"1669","Romania",1994,"30074440483",1406
"1670","Romania",1995,"37662075750",1756
"1671","Romania",1996,"37182938696",1738
"1672","Romania",1997,"35838588170",1677
"1673","Romania",1998,"41976002704",1967
"1674","Romania",1999,"36183003978",1698
"1675","Romania",2000,"37438527800",1758
"1676","Romania",2001,"40716836998",1914
"1677","Romania",2002,"46174557556",2231
"1678","Romania",2003,"59867801205",2898
"1679","Romania",2004,"76216441462",3698
"1680","Romania",2005,"99697566668",4847
"1681","Romania",2006,"123533036668",6018
"1682","Romania",2007,"175933642292",8593
"1683","Romania",2008,"213605065703",10454
"1684","Romania",2009,"172611845342",8465
"1685","Romania",2010,"166658327827",8190
"1686","Romania",2011,"184367381749",9086
"1687","Romania",2012,"171664638717",9015
"1688","Romania",2013,"191549024911",10080
"1689","Romania",2014,"199493490983",10526
"1690","Romania",2015,"177911101680",9431
"1691","Romania",2016,"187805922349",10020
"1692","Russian Federation",1989,"506500173960",3740
"1693","Russian Federation",1990,"516814274022",3789
"1694","Russian Federation",1991,"517962962963",3773
"1695","Russian Federation",1992,"460290556901",3333
"1696","Russian Federation",1993,"435083713851",3160
"1697","Russian Federation",1994,"395077301248",2853
"1698","Russian Federation",1995,"395531066563",2844
"1699","Russian Federation",1996,"391719993757",2813
"1700","Russian Federation",1997,"404926534140",2907
"1701","Russian Federation",1998,"270953116950",1948
"1702","Russian Federation",1999,"195905767669",1412
"1703","Russian Federation",2000,"259708496267",1879
"1704","Russian Federation",2001,"306602673980",2229
"1705","Russian Federation",2002,"345110438692",2527
"1706","Russian Federation",2003,"430347770732",3141
"1707","Russian Federation",2004,"591016690743",4312
"1708","Russian Federation",2005,"764017107992",5611
"1709","Russian Federation",2006,"989930542279",7313
"1710","Russian Federation",2007,"1299705247686",9643
"1711","Russian Federation",2008,"1660844408500",12359
"1712","Russian Federation",2009,"1222643696992",9118
"1713","Russian Federation",2010,"1524916112079",11307
"1714","Russian Federation",2011,"2051661732060",15226
"1715","Russian Federation",2012,"2210256976945",16413
"1716","Russian Federation",2013,"2297128039058",17052
"1717","Russian Federation",2014,"2063662665172",15319
"1718","Russian Federation",2015,"1368400705491",9987
"1719","Saint Vincent and Grenadines",1985,"145641704",1622
"1720","Saint Vincent and Grenadines",1986,"160846667",1771
"1721","Saint Vincent and Grenadines",1987,"175580630",1908
"1722","Saint Vincent and Grenadines",1990,"240365259",2553
"1723","Saint Vincent and Grenadines",1995,"316008481",3293
"1724","Saint Vincent and Grenadines",1996,"331489704",3450
"1725","Saint Vincent and Grenadines",1997,"347770000",3613
"1726","Saint Vincent and Grenadines",1998,"373619852",3874
"1727","Saint Vincent and Grenadines",1999,"390719148",4041
"1728","Saint Vincent and Grenadines",2000,"396270000",4087
"1729","Saint Vincent and Grenadines",2001,"430040370",4418
"1730","Saint Vincent and Grenadines",2002,"461883444",4723
"1731","Saint Vincent and Grenadines",2003,"481806296",4902
"1732","Saint Vincent and Grenadines",2004,"521975111",5286
"1733","Saint Vincent and Grenadines",2005,"550728667",5556
"1734","Saint Vincent and Grenadines",2006,"610930037",6142
"1735","Saint Vincent and Grenadines",2007,"651833333",6539
"1736","Saint Vincent and Grenadines",2008,"695428852",6966
"1737","Saint Vincent and Grenadines",2009,"674922481",6754
"1738","Saint Vincent and Grenadines",2010,"681225963",6809
"1739","Saint Vincent and Grenadines",2011,"676129407",6759
"1740","Saint Vincent and Grenadines",2012,"692933741",6918
"1741","Saint Vincent and Grenadines",2013,"721207148",7183
"1742","Saint Vincent and Grenadines",2014,"725185185",7203
"1743","Saint Vincent and Grenadines",2015,"756666667",7496
"1744","San Marino",1999,"1215640315",48255
"1745","San Marino",2000,"1101897918",43435
"1746","San Marino",2005,"1958711603",69301
"1747","Seychelles",1985,"168887539",2947
"1748","Seychelles",1986,"207850624",3621
"1749","Seychelles",1987,"249267040",4276
"1750","Seychelles",2001,"622262057",8257
"1751","Seychelles",2002,"697518248",9070
"1752","Seychelles",2003,"705704816",9001
"1753","Seychelles",2004,"839319927",10526
"1754","Seychelles",2005,"919103255",11361
"1755","Seychelles",2006,"1016418229",12442
"1756","Seychelles",2007,"1033561654",12554
"1757","Seychelles",2008,"967199594",11667
"1758","Seychelles",2009,"847397850",10157
"1759","Seychelles",2010,"969936525",11563
"1760","Seychelles",2011,"1065826670",13204
"1761","Seychelles",2012,"1059498884",13044
"1762","Seychelles",2013,"1328091524",16090
"1763","Seychelles",2014,"1342997306",16018
"1764","Seychelles",2015,"1375604279",16005
"1765","Singapore",1985,"19138296376",8142
"1766","Singapore",1986,"18569292305",7805
"1767","Singapore",1987,"20897630201",8679
"1768","Singapore",1988,"25337226971",10586
"1769","Singapore",1989,"30423573842",12514
"1770","Singapore",1990,"36152027893",14393
"1771","Singapore",1991,"45474442836",17768
"1772","Singapore",1992,"52156414979",20029
"1773","Singapore",1993,"60644572348",22835
"1774","Singapore",1994,"73777792327",27202
"1775","Singapore",1995,"87890009877",31783
"1776","Singapore",1996,"96403758865",34148
"1777","Singapore",1997,"100163995151",34779
"1778","Singapore",1998,"85707636233",29150
"1779","Singapore",1999,"86283126844",28789
"1780","Singapore",2000,"95833932715",31446
"1781","Singapore",2001,"89286208629",28774
"1782","Singapore",2002,"91941192896",29048
"1783","Singapore",2003,"97001377569",30067
"1784","Singapore",2004,"114188557567",34799
"1785","Singapore",2005,"127417688056",38122
"1786","Singapore",2006,"147797218201",43318
"1787","Singapore",2007,"179981288567",53098
"1788","Singapore",2008,"192225881688",55735
"1789","Singapore",2009,"192408387762",54413
"1790","Singapore",2010,"236421782178",66099
"1791","Singapore",2011,"275966926379",76638
"1792","Singapore",2012,"290673681684",80040
"1793","Singapore",2013,"304454327499",83151
"1794","Singapore",2014,"311539499645",84442
"1795","Singapore",2015,"304097759674",81766
"1796","Slovenia",1995,"21273055398",11291
"1797","Slovenia",1996,"21480023017",11346
"1798","Slovenia",1997,"20749140606",11014
"1799","Slovenia",1998,"22125435372",11767
"1800","Slovenia",1999,"22689994990",12041
"1801","Slovenia",2000,"20342201356",10783
"1802","Slovenia",2001,"20875387068",10979
"1803","Slovenia",2002,"23563576758",12362
"1804","Slovenia",2003,"29697448108",15568
"1805","Slovenia",2004,"34470227454",18067
"1806","Slovenia",2005,"36346974008",19012
"1807","Slovenia",2006,"39587732029",20634
"1808","Slovenia",2007,"48114688201",24964
"1809","Slovenia",2008,"55589849128",28599
"1810","Slovenia",2009,"50244793832",25872
"1811","Slovenia",2010,"48013606745",24689
"1812","Slovenia",2011,"51290792018",26377
"1813","Slovenia",2012,"46352802766",23820
"1814","Slovenia",2013,"48116256926",24697
"1815","Slovenia",2014,"49904928335",25569
"1816","Slovenia",2015,"43072415017",22036
"1817","South Africa",1996,"147607982695",3908
"1818","South Africa",1997,"152586154514",3960
"1819","South Africa",1998,"137774361015",3512
"1820","South Africa",1999,"136631966609",3424
"1821","South Africa",2000,"136361854808",3361
"1822","South Africa",2001,"121600818310",2953
"1823","South Africa",2002,"115748110113",2769
"1824","South Africa",2003,"175256916996",4132
"1825","South Africa",2004,"228937347866",5323
"1826","South Africa",2005,"257671413751",5914
"1827","South Africa",2006,"271811088781",6166
"1828","South Africa",2007,"299033511000",6708
"1829","South Africa",2008,"287099991517",6573
"1830","South Africa",2009,"297216730669",6517
"1831","South Africa",2010,"375298134440",8128
"1832","South Africa",2011,"416878162441",8906
"1833","South Africa",2012,"396332702639",8347
"1834","South Africa",2013,"366829390479",7612
"1835","South Africa",2014,"350904575292",7174
"1836","South Africa",2015,"317741039198",6403
"1837","Spain",1985,"180302412231",5009
"1838","Spain",1986,"250638463467",6919
"1839","Spain",1987,"317882187037",8727
"1840","Spain",1988,"375138723325",10250
"1841","Spain",1989,"413630538018",11258
"1842","Spain",1990,"535101248776",14517
"1843","Spain",1991,"575598537070",15574
"1844","Spain",1992,"629202392004",17005
"1845","Spain",1993,"523649481762",14106
"1846","Spain",1994,"529121577320",14223
"1847","Spain",1995,"612939685081",16444
"1848","Spain",1996,"640998292395",17166
"1849","Spain",1997,"588692045455",15738
"1850","Spain",1998,"617041986858",16473
"1851","Spain",1999,"633194118900",16756
"1852","Spain",2000,"595402616547",15538
"1853","Spain",2001,"625975838926",16169
"1854","Spain",2002,"705145868624",17924
"1855","Spain",2003,"906853273138",22701
"1856","Spain",2004,"1069555500372",26372
"1857","Spain",2005,"1157276458152",28092
"1858","Spain",2006,"1264551499185",30246
"1859","Spain",2007,"1479341637011",34769
"1860","Spain",2008,"1635015380108",37848
"1861","Spain",2009,"1499099749931",34470
"1862","Spain",2010,"1431616749640",32839
"1863","Spain",2011,"1488067258325",34097
"1864","Spain",2012,"1336018949806",30146
"1865","Spain",2013,"1361854206549",30792
"1866","Spain",2014,"1376910811041",31171
"1867","Spain",2015,"1197789902774",27108
"1868","Sri Lanka",1985,"5978460972",431
"1869","Sri Lanka",1986,"6405210564",454
"1870","Sri Lanka",1996,"13897738375",834
"1871","Sri Lanka",1997,"15091913884",900
"1872","Sri Lanka",1998,"15794972847",935
"1873","Sri Lanka",1999,"15656327860",920
"1874","Sri Lanka",2000,"16330814180",953
"1875","Sri Lanka",2001,"15749753805",912
"1876","Sri Lanka",2002,"16536535647",951
"1877","Sri Lanka",2003,"18881765437",1077
"1878","Sri Lanka",2006,"28267410543",1580
"1879","Suriname",1985,"873250000",2706
"1880","Suriname",1986,"891000000",2731
"1881","Suriname",1987,"979850000",2951
"1882","Suriname",1988,"1160900000",3418
"1883","Suriname",1989,"542520000",1560
"1884","Suriname",1990,"388300000",1114
"1885","Suriname",1991,"448300000",1235
"1886","Suriname",1992,"404600000",1093
"1887","Suriname",1995,"693970588",1782
"1888","Suriname",1996,"860630923",2174
"1889","Suriname",1997,"929607500",2314
"1890","Suriname",1998,"945000000",2318
"1891","Suriname",1999,"885444186",2142
"1892","Suriname",2000,"892164394",2129
"1893","Suriname",2001,"763465550",1798
"1894","Suriname",2002,"1078402128",2507
"1895","Suriname",2003,"1271196078",2916
"1896","Suriname",2004,"1484092538",3360
"1897","Suriname",2005,"1793754805",4009
"1898","Suriname",2006,"2626380435",5794
"1899","Suriname",2007,"2936612022",6397
"1900","Suriname",2008,"3532969035",7601
"1901","Suriname",2009,"3875409836",8238
"1902","Suriname",2010,"4368398048",9176
"1903","Suriname",2011,"4422276622",9184
"1904","Suriname",2012,"4980000000",10227
"1905","Suriname",2013,"5145757576",10451
"1906","Suriname",2014,"5240606061",10530
"1907","Sweden",1987,"180429286796",22813
"1908","Sweden",1988,"204068257818",25731
"1909","Sweden",1989,"214875344910",26978
"1910","Sweden",1990,"258154283909",32246
"1911","Sweden",1991,"270362531377",33623
"1912","Sweden",1992,"280312318915",34721
"1913","Sweden",1993,"209950792713",25880
"1914","Sweden",1994,"226079963712",27658
"1915","Sweden",1995,"264051981551",32072
"1916","Sweden",1996,"288103936773",34819
"1917","Sweden",1997,"264477727279",31821
"1918","Sweden",1998,"266800462899",31966
"1919","Sweden",1999,"270847937645",32328
"1920","Sweden",2000,"259802012617",30896
"1921","Sweden",2001,"239917320967",28429
"1922","Sweden",2002,"263926220333",31175
"1923","Sweden",2003,"331108912605",38997
"1924","Sweden",2004,"381705425302",44831
"1925","Sweden",2005,"389042298377",45563
"1926","Sweden",2006,"420032121656",48977
"1927","Sweden",2007,"487816328342",56531
"1928","Sweden",2008,"513965650650",59155
"1929","Sweden",2009,"429657033108",49070
"1930","Sweden",2010,"488377689565",55352
"1931","Sweden",2011,"563109663291",63380
"1932","Sweden",2012,"543880647757",60776
"1933","Sweden",2013,"578742001488",64133
"1934","Sweden",2014,"573817719109",62956
"1935","Sweden",2015,"497918109302",54629
"1936","Sweden",2016,"514459972806",55594
"1937","Switzerland",1995,"342617007104",51774
"1938","Switzerland",1996,"330091688350",49621
"1939","Switzerland",1997,"286519135327",42923
"1940","Switzerland",1998,"295045152021",43872
"1941","Switzerland",1999,"289912492345",42859
"1942","Switzerland",2000,"272055499941",39952
"1943","Switzerland",2001,"278631271391",40582
"1944","Switzerland",2002,"301416810214",43419
"1945","Switzerland",2003,"352914820747",50639
"1946","Switzerland",2004,"394163688621",56123
"1947","Switzerland",2005,"408689353999",57790
"1948","Switzerland",2006,"430921192375",60536
"1949","Switzerland",2007,"479913034322",66807
"1950","Switzerland",2008,"554363487120",76202
"1951","Switzerland",2009,"541506500414",73529
"1952","Switzerland",2010,"583782977866",78474
"1953","Switzerland",2011,"699579638638",93053
"1954","Switzerland",2012,"668043614123",87951
"1955","Switzerland",2013,"688504173431",89634
"1956","Switzerland",2014,"709182559935",90809
"1957","Switzerland",2015,"679289166858",86068
"1958","Thailand",1985,"38900692712",840
"1959","Thailand",1986,"43096746122",911
"1960","Thailand",1987,"50535438696",1045
"1961","Thailand",1990,"85343063966",1666
"1962","Thailand",1991,"98234695722",1891
"1963","Thailand",1992,"111452869378",2120
"1964","Thailand",1994,"146683499006",2784
"1965","Thailand",1995,"169278552851",3114
"1966","Thailand",1996,"183035154107",3324
"1967","Thailand",1997,"150180268649",2689
"1968","Thailand",1998,"113675706127",2005
"1969","Thailand",1999,"126668932160",2203
"1970","Thailand",2000,"126392308498",2169
"1971","Thailand",2002,"134300851255",2305
"1972","Thailand",2003,"152280653544",2531
"1973","Thailand",2004,"172895476153",2849
"1974","Thailand",2005,"189318499954",3094
"1975","Thailand",2006,"221758486880",3598
"1976","Thailand",2007,"262942650544",4461
"1977","Thailand",2008,"291383081232",4921
"1978","Thailand",2009,"281710095725",4736
"1979","Thailand",2010,"341105009515",5707
"1980","Thailand",2011,"370818747397",6153
"1981","Thailand",2012,"397558094270",6584
"1982","Thailand",2013,"420333333333",6917
"1983","Thailand",2014,"407339361696",6662
"1984","Thailand",2015,"401399422443",6552
"1985","Thailand",2016,"411755164833",6713
"1986","Trinidad and Tobago",1985,"7375918367",7317
"1987","Trinidad and Tobago",1986,"4794444444",4516
"1988","Trinidad and Tobago",1987,"4797777778",4449
"1989","Trinidad and Tobago",1988,"4496852073",4104
"1990","Trinidad and Tobago",1989,"4323058824",4040
"1991","Trinidad and Tobago",1990,"5068000000",4656
"1992","Trinidad and Tobago",1991,"5307905882",4817
"1993","Trinidad and Tobago",1992,"5439552941",4803
"1994","Trinidad and Tobago",1993,"4669488516",4066
"1995","Trinidad and Tobago",1994,"4947205860",4254
"1996","Trinidad and Tobago",1995,"5329214163",4637
"1997","Trinidad and Tobago",1996,"5759537726",4982
"1998","Trinidad and Tobago",1997,"5737751332",4937
"1999","Trinidad and Tobago",1998,"6043694330",5175
"2000","Trinidad and Tobago",1999,"6808982521",5803
"2001","Trinidad and Tobago",2000,"8154338233",6920
"2002","Trinidad and Tobago",2001,"8824873259",7458
"2003","Trinidad and Tobago",2002,"9008273721",7578
"2004","Trinidad and Tobago",2003,"11305459802",9465
"2005","Trinidad and Tobago",2004,"13280275123",11066
"2006","Trinidad and Tobago",2005,"15982282462",13258
"2007","Trinidad and Tobago",2006,"18369070085",15190
"2008","Trinidad and Tobago",2007,"21642304046",17827
"2009","Trinidad and Tobago",2008,"27870257894",22857
"2010","Trinidad and Tobago",2009,"19175196446",15652
"2011","Trinidad and Tobago",2010,"22157948396",18000
"2012","Trinidad and Tobago",2011,"25433011405",20557
"2013","Turkey",2009,"644639902581",9773
"2014","Turkey",2010,"771901768698",11525
"2015","Turkey",2011,"832523681194",12237
"2016","Turkey",2012,"873982246102",12671
"2017","Turkey",2013,"950579413279",13603
"2018","Turkey",2014,"934185915467",13170
"2019","Turkey",2015,"859796872794",11961
"2020","Turkmenistan",1987,"2331358820",815
"2021","Turkmenistan",1988,"3010982414",1029
"2022","Turkmenistan",1989,"3006988217",1003
"2023","Turkmenistan",1990,"3189539641",1036
"2024","Turkmenistan",1991,"3208098919",1014
"2025","Turkmenistan",1992,"3200539816",984
"2026","Turkmenistan",1993,"3179225949",954
"2027","Turkmenistan",1994,"2561118608",748
"2028","Turkmenistan",1995,"2482228440",650
"2029","Turkmenistan",1996,"2379281768",608
"2030","Turkmenistan",1997,"2450084970",612
"2031","Turkmenistan",1998,"2605688065",636
"2032","Turkmenistan",1999,"2450686660",619
"2033","Turkmenistan",2000,"2904662605",721
"2034","Turkmenistan",2001,"3534803922",863
"2035","Turkmenistan",2002,"4461978499",1077
"2036","Turkmenistan",2003,"5977560877",1431
"2037","Turkmenistan",2004,"6838351088",1624
"2038","Turkmenistan",2005,"8104355717",1906
"2039","Turkmenistan",2006,"10277598152",2397
"2040","Turkmenistan",2007,"12664165103",2916
"2041","Turkmenistan",2008,"19271523179",4368
"2042","Turkmenistan",2009,"20214385965",4508
"2043","Turkmenistan",2010,"22583157895",4962
"2044","Turkmenistan",2011,"29233333333",6319
"2045","Turkmenistan",2012,"35164210526",7498
"2046","Turkmenistan",2013,"39197543860",8255
"2047","Turkmenistan",2014,"43524210526",9046
"2048","Turkmenistan",2015,"35799628571",7326
"2049","Ukraine",1987,"64087694038",1353
"2050","Ukraine",1988,"74703517903",1571
"2051","Ukraine",1989,"82709161099",1732
"2052","Ukraine",1990,"81456918679",1698
"2053","Ukraine",1991,"77464561150",1607
"2054","Ukraine",1992,"73942235330",1525
"2055","Ukraine",1993,"65648559903",1349
"2056","Ukraine",1994,"52549555149",1081
"2057","Ukraine",1995,"48213868178",996
"2058","Ukraine",1996,"44558077827",925
"2059","Ukraine",1997,"50150399792",1046
"2060","Ukraine",1998,"41883241472",879
"2061","Ukraine",1999,"31580639045",666
"2062","Ukraine",2000,"31261527363",663
"2063","Ukraine",2001,"38009344577",812
"2064","Ukraine",2002,"42392896031",920
"2065","Ukraine",2003,"50132953288",1097
"2066","Ukraine",2004,"64883060726",1432
"2067","Ukraine",2005,"86142018069",1917
"2068","Ukraine",2006,"107753069307",2418
"2069","Ukraine",2007,"142719009901",3229
"2070","Ukraine",2008,"179992405832",4104
"2071","Ukraine",2009,"117227769792",2691
"2072","Ukraine",2010,"136013155905",3141
"2073","Ukraine",2011,"163159671670",3788
"2074","Ukraine",2012,"175781379051",4096
"2075","Ukraine",2014,"133503411376",3299
"2076","Ukraine",2015,"91030959455",2256
"2077","United Arab Emirates",2005,"180617018380",42196
"2078","United Arab Emirates",2006,"222116541865",45110
"2079","United Arab Emirates",2007,"257916133424",45285
"2080","United Arab Emirates",2008,"315474615739",48457
"2081","United Arab Emirates",2009,"253547358747",34960
"2082","United Arab Emirates",2010,"289787338325",36964
"2083","United Kingdom",1985,"489285164271",9231
"2084","United Kingdom",1986,"601452653181",11323
"2085","United Kingdom",1987,"745162608269",13996
"2086","United Kingdom",1988,"910122732124",17072
"2087","United Kingdom",1989,"926884816754",17349
"2088","United Kingdom",1990,"1093169389205",20411
"2089","United Kingdom",1991,"1142797178131",21201
"2090","United Kingdom",1992,"1179659529660",21815
"2091","United Kingdom",1993,"1061388722256",19553
"2092","United Kingdom",1994,"1140489745944",20927
"2093","United Kingdom",1995,"1335218557677",24389
"2094","United Kingdom",1996,"1408781591264",25609
"2095","United Kingdom",1997,"1552483628029",28091
"2096","United Kingdom",1998,"1638511096390",29508
"2097","United Kingdom",1999,"1665623685488",29832
"2098","United Kingdom",2000,"1647951278560",29358
"2099","United Kingdom",2001,"1621510004318",29179
"2100","United Kingdom",2002,"1768408273381",31630
"2101","United Kingdom",2003,"2038395102041",36289
"2102","United Kingdom",2004,"2398555474185",42486
"2103","United Kingdom",2005,"2520701818182",44372
"2104","United Kingdom",2006,"2692612695492",47163
"2105","United Kingdom",2007,"3074359743898",53576
"2106","United Kingdom",2008,"2890564338235",50111
"2107","United Kingdom",2009,"2382825985356",41074
"2108","United Kingdom",2010,"2441173394730",41798
"2109","United Kingdom",2011,"2619700404733",44491
"2110","United Kingdom",2012,"2662085168499",44585
"2111","United Kingdom",2013,"2739818680930",45594
"2112","United Kingdom",2014,"3022827781881",49906
"2113","United Kingdom",2015,"2885570309161",47240
"2114","United States",1985,"4346734000000",19693
"2115","United States",1986,"4590155000000",20588
"2116","United States",1987,"4870217000000",21631
"2117","United States",1988,"5252629000000",23103
"2118","United States",1989,"5657693000000",24654
"2119","United States",1990,"5979589000000",26004
"2120","United States",1991,"6174043000000",26503
"2121","United States",1992,"6539299000000",27760
"2122","United States",1993,"6878718000000",28891
"2123","United States",1994,"7308755000000",30375
"2124","United States",1995,"7664060000000",31518
"2125","United States",1996,"8100201000000",32928
"2126","United States",1997,"8608515000000",34644
"2127","United States",1998,"9089168000000",36164
"2128","United States",1999,"9660624000000",38072
"2129","United States",2000,"10284779000000",39218
"2130","United States",2001,"10621824000000",40018
"2131","United States",2002,"10977514000000",40845
"2132","United States",2003,"11510670000000",42468
"2133","United States",2004,"12274928000000",44867
"2134","United States",2005,"13093726000000",47423
"2135","United States",2006,"13855888000000",49666
"2136","United States",2007,"14477635000000",51585
"2137","United States",2008,"14718582000000",52128
"2138","United States",2009,"14418739000000",50563
"2139","United States",2010,"14964372000000",51989
"2140","United States",2011,"15517926000000",53452
"2141","United States",2012,"16155255000000",55170
"2142","United States",2013,"16691517000000",56520
"2143","United States",2014,"17427609000000",58531
"2144","United States",2015,"18120714000000",60387
"2145","Uruguay",1985,"4732017873",1729
"2146","Uruguay",1986,"5880112788",2132
"2147","Uruguay",1987,"7367494080",2651
"2148","Uruguay",1988,"8213515459",2934
"2149","Uruguay",1989,"8438951476",2992
"2150","Uruguay",1990,"9298839655",3281
"2151","Uruguay",1993,"15002106518",5180
"2152","Uruguay",1994,"17474647792",5984
"2153","Uruguay",1995,"19297663097",6555
"2154","Uruguay",1996,"20515543039",6914
"2155","Uruguay",1997,"23969823010",8012
"2156","Uruguay",1998,"25385928198",8420
"2157","Uruguay",1999,"23983945191",7903
"2158","Uruguay",2000,"22823255802",7483
"2159","Uruguay",2001,"20898788417",6827
"2160","Uruguay",2002,"13606494599",4439
"2161","Uruguay",2003,"12045631093",3929
"2162","Uruguay",2004,"13686329890",4463
"2163","Uruguay",2005,"17362857684",5655
"2164","Uruguay",2006,"19579457966",6362
"2165","Uruguay",2007,"23410572634",7581
"2166","Uruguay",2008,"30366213119",9793
"2167","Uruguay",2009,"31660911277",10166
"2168","Uruguay",2010,"40284481652",12882
"2169","Uruguay",2012,"51264390116",16264
"2170","Uruguay",2013,"57531233351",18179
"2171","Uruguay",2014,"57236013086",18012
"2172","Uruguay",2015,"53274304222",16696
"2173","Uzbekistan",1990,"13360607918",778
"2174","Uzbekistan",1991,"13677622222",788
"2175","Uzbekistan",1992,"12941297376",709
"2176","Uzbekistan",1993,"13099013836",708
"2177","Uzbekistan",1994,"12899156991",674
"2178","Uzbekistan",1995,"13350468917",681
"2179","Uzbekistan",1996,"13948892216",703
"2180","Uzbekistan",1997,"14744603774",724
"2181","Uzbekistan",1998,"14988971211",719
"2182","Uzbekistan",1999,"17078465982",801
"2183","Uzbekistan",2000,"13760374488",632
"2184","Uzbekistan",2001,"11401351420",513
"2185","Uzbekistan",2002,"9687951055",428
"2186","Uzbekistan",2003,"10128112401",441
"2187","Uzbekistan",2004,"12030023548",516
"2188","Uzbekistan",2005,"14307509839",606
"2189","Uzbekistan",2009,"33689223673",1332
"2190","Uzbekistan",2010,"39332770929",1533
"2191","Uzbekistan",2011,"45915191189",1767
"2192","Uzbekistan",2012,"51821573338",1964
"2193","Uzbekistan",2013,"57690453461",2150
"2194","Uzbekistan",2014,"63067077179",2309
