"","Country","Year","country.year","gdp_for_year....","gdp_per_capita....","male_suicide_rate","male_population","female_suicide_rate","female_population","population","total_suicide_rate"
"1689","Romania",2014,"Romania2014","199,493,490,983",10526,0.000204443151755401,9234841,3.32393575398183e-05,9717396,18952236,0.000116608932054244
"1690","Romania",2015,"Romania2015","177,911,101,680",9431,0.000205350183003251,9189181,3.54531198125264e-05,9674748,18863928,0.000118162028608252
"1691","Romania",2016,"Romania2016","187,805,922,349",10020,0.000204097594404448,8054970,3.62051549388546e-05,8589937,16644906,0.000117393273353421
"1692","Russian Federation",1989,"Russian Federation1989","506,500,173,960",3740,0.000467387561142142,62847201,0.00011776033426138,72596601,135443801,0.00027998328251287
"1693","Russian Federation",1990,"Russian Federation1990","516,814,274,022",3789,0.000477790548341599,63389701,0.00011975317778405,73008501,136398201,0.000286140137581433
"1694","Russian Federation",1991,"Russian Federation1991","517,962,962,963",3773,0.000482496161062234,63880301,0.000115268237881328,73402701,137283001,0.000286138849776456
"1695","Russian Federation",1992,"Russian Federation1992","460,290,556,901",3333,0.000571802860151846,64349101,0.000123763381170026,73769801,138118901,0.000332496129548555
"1696","Russian Federation",1993,"Russian Federation1993","435,083,713,851",3160,0.000712388267067543,64222001,0.000137428745332448,73470801,137692801,0.000405591284325751
"1697","Russian Federation",1994,"Russian Federation1994","395,077,301,248",2853,0.00078931249262528,64655001,0.000140731928758515,73821201,138476201,0.000443549140981994
"1698","Russian Federation",1995,"Russian Federation1995","395,531,066,563",2844,0.000768306054615269,64968901,0.000143473530880762,74118201,139087101,0.000435331526537461
"1699","Russian Federation",1996,"Russian Federation1996","391,719,993,757",2813,0.000735306767532751,65043601,0.000130488082414042,74229001,139272601,0.00041294554411316
"1700","Russian Federation",1997,"Russian Federation1997","404,926,534,140",2907,0.000695744009376255,65042601,0.000127894977574333,74240601,139283201,0.000393062477075035
"1701","Russian Federation",1998,"Russian Federation1998","270,953,116,950",1948,0.000654997757739532,64959001,0.000120976602636937,74163101,139122101,0.000370314994020972
"1702","Russian Federation",1999,"Russian Federation1999","195,905,767,669",1412,0.000726983453781833,64741501,0.000133961821097273,73976301,138717801,0.000410725945691714
"1703","Russian Federation",2000,"Russian Federation2000","259,708,496,267",1879,0.000737373996770798,64446265,0.000123374052012765,73759432,138205696,0.000409679207432956
"1704","Russian Federation",2001,"Russian Federation2001","306,602,673,980",2229,0.000748720077135046,64046633,0.000122586117121555,73474878,137521510,0.000414182479526294
"1705","Russian Federation",2002,"Russian Federation2002","345,110,438,692",2527,0.000723723201947428,63515996,0.000123955000366336,73074906,136590901,0.000402845281765877
"1706","Russian Federation",2003,"Russian Federation2003","430,347,770,732",3141,0.000677936052731051,63421911,0.000114826553817885,73597959,137019869,0.000375463794962466
"1707","Russian Federation",2004,"Russian Federation2004","591,016,690,743",4312,0.000645513369545536,63352677,0.000111273855172038,73719024,137071700,0.000358184804011331
"1708","Russian Federation",2005,"Russian Federation2005","764,017,107,992",5611,0.000610324110136097,62817443,0.000101779609310823,73344750,136162192,0.000336385595202521
"1709","Russian Federation",2006,"Russian Federation2006","989,930,542,279",7313,0.000567593645934449,62347421,9.90000786604111e-05,73010043,135357463,0.000314833028452964
"1710","Russian Federation",2007,"Russian Federation2007","1,299,705,247,686",9643,0.000545166510886762,62015915,0.000100902860711544,72763051,134778965,0.000305314705451255
"1711","Russian Federation",2008,"Russian Federation2008","1,660,844,408,500",12359,0.000506335448051605,61791052,9.54061524350354e-05,72594899,134385950,0.00028434520126546
"1712","Russian Federation",2009,"Russian Federation2009","1,222,643,696,992",9118,0.000501826911875095,61622841,8.95082502842777e-05,72462594,134085434,0.000278993764527771
"1713","Russian Federation",2010,"Russian Federation2010","1,524,916,112,079",11307,0.00044497013984303,61941235,7.94791848046549e-05,72924754,134865988,0.000247334413180586
"1714","Russian Federation",2011,"Russian Federation2011","2,051,661,732,060",15226,0.00041147849063273,61901170,7.64503051189471e-05,72844706,134745875,0.000230352135083913
"1715","Russian Federation",2012,"Russian Federation2012","2,210,256,976,945",16413,0.000390871257526877,61887385,7.4950736893524e-05,72781139,134668523,0.00022012567851509
"1716","Russian Federation",2013,"Russian Federation2013","2,297,128,039,058",17052,0.000382889590157986,61936915,6.83869443510962e-05,72777049,134713963,0.000212977180398145
"1717","Russian Federation",2014,"Russian Federation2014","2,063,662,665,172",15319,0.000353375688795608,61936915,6.3976213160278e-05,72777049,134713963,0.000197024862226049
"1718","Russian Federation",2015,"Russian Federation2015","1,368,400,705,491",9987,0.000331085106440719,63010989,6.17771419062026e-05,74007956,137018944,0.000185616669181161
"1719","Saint Vincent and Grenadines",1985,"Saint Vincent and Grenadines1985","145,641,704",1622,6.83355732215667e-05,43901,2.17860177338184e-05,45901,89801,3.34072003652521e-05
"1720","Saint Vincent and Grenadines",1986,"Saint Vincent and Grenadines1986","160,846,667",1771,2.25220152699264e-05,44401,2.15512596711278e-05,46401,90801,1.10130945694431e-05
"1721","Saint Vincent and Grenadines",1987,"Saint Vincent and Grenadines1987","175,580,630",1908,2.21145978460382e-05,45219,2.13588500395139e-05,46819,92037,1.08651955191934e-05
"1722","Saint Vincent and Grenadines",1990,"Saint Vincent and Grenadines1990","240,365,259",2553,0.000128424657534247,46720,2.10868144149463e-05,47423,94142,6.3733508954558e-05
"1723","Saint Vincent and Grenadines",1995,"Saint Vincent and Grenadines1995","316,008,481",3293,0.000166593781887091,48021,2.08528829110625e-05,47955,95975,8.33550403750977e-05
"1724","Saint Vincent and Grenadines",1996,"Saint Vincent and Grenadines1996","331,489,704",3450,0.000166171613734084,48143,4.17066355257121e-05,47954,96096,9.36563436563437e-05
"1725","Saint Vincent and Grenadines",1997,"Saint Vincent and Grenadines1997","347,770,000",3613,8.28448936478678e-05,48283,2.08446241714262e-05,47974,96256,4.15558510638298e-05
"1726","Saint Vincent and Grenadines",1998,"Saint Vincent and Grenadines1998","373,619,852",3874,0.000227061616265869,48445,2.08307294921468e-05,48006,96450,0.000114048729911871
"1727","Saint Vincent and Grenadines",1999,"Saint Vincent and Grenadines1999","390,719,148",4041,0.000143958868894602,48625,2.0806458324664e-05,48062,96686,7.23993132408001e-05
"1728","Saint Vincent and Grenadines",2000,"Saint Vincent and Grenadines2000","396,270,000",4087,0.000122928148497203,48809,2.07688633201105e-05,48149,96957,6.18831028187753e-05
"1729","Saint Vincent and Grenadines",2001,"Saint Vincent and Grenadines2001","430,040,370",4418,0.000163105529277443,49048,4.14121544673362e-05,48295,97342,9.24575209056728e-05
"1730","Saint Vincent and Grenadines",2002,"Saint Vincent and Grenadines2002","461,883,444",4723,0.000141938885171442,49317,4.1250721887633e-05,48484,97800,8.1799591002045e-05
"1731","Saint Vincent and Grenadines",2003,"Saint Vincent and Grenadines2003","481,806,296",4902,0.000100830846172461,49588,2.05313513735474e-05,48706,98293,5.08683222609952e-05
"1732","Saint Vincent and Grenadines",2004,"Saint Vincent and Grenadines2004","521,975,111",5286,0.000100319014466002,49841,2.04494795607452e-05,48901,98741,5.06375264581076e-05
"1733","Saint Vincent and Grenadines",2005,"Saint Vincent and Grenadines2005","550,728,667",5556,0.000159849741243231,50047,4.07556089906873e-05,49073,99119,9.07999475378081e-05
"1734","Saint Vincent and Grenadines",2006,"Saint Vincent and Grenadines2006","610,930,037",6142,0.000119448149549083,50231,4.06223341593208e-05,49234,99464,7.03772219094346e-05
"1735","Saint Vincent and Grenadines",2007,"Saint Vincent and Grenadines2007","651,833,333",6539,0.00023834114562644,50348,2.02662991711084e-05,49343,99690,0.000120373156786037
"1736","Saint Vincent and Grenadines",2008,"Saint Vincent and Grenadines2008","695,428,852",6966,7.93414658335813e-05,50415,4.04751785967256e-05,49413,99827,5.00866499043345e-05
"1737","Saint Vincent and Grenadines",2009,"Saint Vincent and Grenadines2009","674,922,481",6754,3.96345692713184e-05,50461,2.02150885420878e-05,49468,99928,2.00144103754703e-05
"1738","Saint Vincent and Grenadines",2010,"Saint Vincent and Grenadines2010","681,225,963",6809,0.000118767196500327,50519,2.0188561161246e-05,49533,100051,5.9969415598045e-05
"1739","Saint Vincent and Grenadines",2011,"Saint Vincent and Grenadines2011","676,129,407",6759,9.90020592428323e-05,50504,4.03754920763097e-05,49535,100038,5.99772086607089e-05
"1740","Saint Vincent and Grenadines",2012,"Saint Vincent and Grenadines2012","692,933,741",6918,0.000158221589335865,50562,8.0633781522769e-05,49607,100168,0.000109815509943295
"1741","Saint Vincent and Grenadines",2013,"Saint Vincent and Grenadines2013","721,207,148",7183,1.97363227283493e-05,50668,2.01077776884099e-05,49732,100399,9.96025856831243e-06
"1742","Saint Vincent and Grenadines",2014,"Saint Vincent and Grenadines2014","725,185,185",7203,5.90539556307947e-05,50801,2.0049321330473e-05,49877,100677,2.97982657409339e-05
"1743","Saint Vincent and Grenadines",2015,"Saint Vincent and Grenadines2015","756,666,667",7496,5.89147895760099e-05,50921,3.99768134482e-05,50029,100949,3.9623968538569e-05
"1744","San Marino",1999,"San Marino1999","1,215,640,315",48255,0.000244937949052907,12248,7.72439363509964e-05,12946,25193,0.000119080697019013
"1745","San Marino",2000,"San Marino2000","1,101,897,918",43435,0.00016246953696182,12310,7.65638159405865e-05,13061,25370,7.88332676389436e-05
"1746","San Marino",2005,"San Marino2005","1,958,711,603",69301,0.000144896037093386,13803,6.91419484201065e-05,14463,28265,7.07588890854414e-05
"1747","Seychelles",1985,"Seychelles1985","168,887,539",2947,0.00027971049963288,28601,6.96839831364761e-05,28701,57301,0.000157065321722134
"1748","Seychelles",1986,"Seychelles1986","207,850,624",3621,7.01729763867934e-05,28501,3.46008788623231e-05,28901,57401,3.48425985610007e-05
"1749","Seychelles",1987,"Seychelles1987","249,267,040",4276,0.000138403515449292,28901,3.40124485561716e-05,29401,58301,6.86094578137596e-05
"1750","Seychelles",2001,"Seychelles2001","622,262,057",8257,0.000160432097114896,37399,5.26787125322657e-05,37966,75364,9.28825433894167e-05
"1751","Seychelles",2002,"Seychelles2002","697,518,248",9070,0.000157368793768196,38127,2.57871528404549e-05,38779,76905,7.80183343085625e-05
"1752","Seychelles",2003,"Seychelles2003","705,704,816",9001,0.000180138449265292,38859,7.58629409533443e-05,39545,78403,0.000114791525834471
"1753","Seychelles",2004,"Seychelles2004","839,319,927",10526,0.000176861466939539,39579,2.49016385278151e-05,40158,79736,8.77897060298987e-05
"1754","Seychelles",2005,"Seychelles2005","919,103,255",11361,0.00012404485461943,40308,4.92683647829729e-05,40594,80901,7.41647198427708e-05
"1755","Seychelles",2006,"Seychelles2006","1,016,418,229",12442,0.000219490781387182,41004,2.45766669124333e-05,40689,81692,0.00011016990647799
"1756","Seychelles",2007,"Seychelles2007","1,033,561,654",12554,0.00014382625788048,41717,4.92416781563916e-05,40616,82332,8.50216197833163e-05
"1757","Seychelles",2008,"Seychelles2008","967,199,594",11667,0.0001179106237472,42405,2.46931871496654e-05,40497,82901,6.03129033425411e-05
"1758","Seychelles",2009,"Seychelles2009","847,397,850",10157,0.000116381918905079,42962,2.47102720600954e-05,40469,83430,5.99304806424548e-05
"1759","Seychelles",2010,"Seychelles2010","969,936,525",11563,0.000161700161700162,43290,2.46323619971919e-05,40597,83886,8.34465822664092e-05
"1760","Seychelles",2011,"Seychelles2011","1,065,826,670",13204,0.000150837146161195,39778,2.44253926381867e-05,40941,80718,7.43328625585371e-05
"1761","Seychelles",2012,"Seychelles2012","1,059,498,884",13044,0.000100573267625465,39772,2.41231244270758e-05,41454,81225,4.92459218220991e-05
"1762","Seychelles",2013,"Seychelles2013","1,328,091,524",16090,0.00024414658561,40959,2.40477106579454e-05,41584,82542,0.000121150444622132
"1763","Seychelles",2014,"Seychelles2014","1,342,997,306",16018,7.24200362100181e-05,41425,7.07180236669652e-05,42422,83846,5.96331369415357e-05
"1764","Seychelles",2015,"Seychelles2015","1,375,604,279",16005,0.00016481446600113,42472,4.59992180132938e-05,43479,85950,9.30773705642816e-05
"1765","Singapore",1985,"Singapore1985","19,138,296,376",8142,0.000159805756521288,1195201,0.000116852664370584,1155301,2350501,0.000138268394695429
"1766","Singapore",1986,"Singapore1986","18,569,292,305",7805,0.000158769404804925,1209301,0.000116239216889558,1170001,2379301,0.000137435322390904
"1767","Singapore",1987,"Singapore1987","20,897,630,201",8679,0.000140557211279553,1223701,0.000110632454495014,1184101,2407801,0.000125425647717565
"1768","Singapore",1988,"Singapore1988","25,337,226,971",10586,0.000182599204660659,1210301,0.000124249747063015,1183101,2393401,0.000153338283054114
"1769","Singapore",1989,"Singapore1989","30,423,573,842",12514,0.000175738202149376,1229101,0.000149750291389109,1202001,2431101,0.000162477823833728
"1770","Singapore",1990,"Singapore1990","36,152,027,893",14393,0.000159017429727285,1270301,0.000124043395857112,1241501,2511801,0.000141332852403514
"1771","Singapore",1991,"Singapore1991","45,474,442,836",17768,0.000137738808528354,1292301,9.47118431635018e-05,1267001,2559301,0.000116047311355718
"1772","Singapore",1992,"Singapore1992","52,156,414,979",20029,0.000122685268090171,1312301,9.13524105036692e-05,1291701,2604001,0.000106758791567284
"1773","Singapore",1993,"Singapore1993","60,644,572,348",22835,0.00012652532265829,1335701,7.80243329866427e-05,1320101,2655801,0.00010204077790467
"1774","Singapore",1994,"Singapore1994","73,777,792,327",27202,0.000140265741157567,1361701,9.4039175091318e-05,1350501,2712201,0.000116879243094446
"1775","Singapore",1995,"Singapore1995","87,890,009,877",31783,0.000163792363235181,1385901,0.000100768376998422,1379401,2765301,0.000131992864429586
"1776","Singapore",1996,"Singapore1996","96,403,758,865",34148,0.000108234218849591,1413601,6.24334427574014e-05,1409501,2823101,8.50128989363115e-05
"1777","Singapore",1997,"Singapore1997","100,163,995,151",34779,0.000136805460551764,1440001,7.49999479167028e-05,1440001,2880001,0.000105555518904334
"1778","Singapore",1998,"Singapore1998","85,707,636,233",29150,0.00013693021532106,1467901,8.76179531223575e-05,1472301,2940201,0.000111897111796098
"1779","Singapore",1999,"Singapore1999","86,283,126,844",28789,0.000125786079361649,1494601,6.05656834837381e-05,1502501,2997101,9.2756300171399e-05
"1780","Singapore",2000,"Singapore2000","95,833,932,715",31446,0.000135072718539422,1517701,6.92855289329179e-05,1529901,3047601,0.00010171935236929
"1781","Singapore",2001,"Singapore2001","89,286,208,629",28774,0.000123768711917631,1543201,7.43684611049743e-05,1559801,3103001,9.86142124994481e-05
"1782","Singapore",2002,"Singapore2002","91,941,192,896",29048,0.000122804706792627,1571601,8.15762540309651e-05,1593601,3165201,0.000101731296053552
"1783","Singapore",2003,"Singapore2003","97,001,377,569",30067,0.000126249921093799,1600001,7.37916161655294e-05,1626201,3226201,9.94978304203613e-05
"1784","Singapore",2004,"Singapore2004","114,188,557,567",34799,0.000126839402229295,1624101,7.90441808699808e-05,1657301,3281401,0.000102395287866372
"1785","Singapore",2005,"Singapore2005","127,417,688,056",38122,0.000145672058950641,1654401,7.10900052784329e-05,1688001,3342401,0.000107707004635291
"1786","Singapore",2006,"Singapore2006","147,797,218,201",43318,0.00013753845296511,1686801,8.23140210341308e-05,1725101,3411901,0.000109323218932788
"1787","Singapore",2007,"Singapore2007","179,981,288,567",53098,0.000118103120725845,1676501,7.70532502170041e-05,1713101,3389601,9.7061571553702e-05
"1788","Singapore",2008,"Singapore2008","192,225,881,688",55735,0.000122072819958437,1703901,6.47564098817135e-05,1745001,3448901,9.27831793374179e-05
"1789","Singapore",2009,"Singapore2009","192,408,387,762",54413,0.000135321023325101,1744001,6.41704903908876e-05,1792101,3536101,9.89790732787327e-05
"1790","Singapore",2010,"Singapore2010","236,421,782,178",66099,0.000112372240424381,1762001,5.51024602697486e-05,1814801,3576801,8.30350919718486e-05
"1791","Singapore",2011,"Singapore2011","275,966,926,379",76638,0.000111738085926588,1772001,6.1238962633844e-05,1828901,3600901,8.58118565325734e-05
"1792","Singapore",2012,"Singapore2012","290,673,681,684",80040,0.000136671631282344,1785301,8.12435242140908e-05,1846301,3631601,0.000108216734162151
"1793","Singapore",2013,"Singapore2013","304,454,327,499",83151,0.000136819828863978,1797985,6.06394619079536e-05,1863473,3661457,9.77752845383682e-05
"1794","Singapore",2014,"Singapore2014","311,539,499,645",84442,0.000138682997740738,1809883,5.63983082635759e-05,1879489,3689371,9.64934131048355e-05
"1795","Singapore",2015,"Singapore2015","304,097,759,674",81766,0.000120146348127061,1822777,5.90611388253161e-05,1896340,3719116,8.87307629017218e-05
"1796","Slovenia",1995,"Slovenia1995","21,273,055,398",11291,0.000479067707869786,910101,0.000133483793527268,973901,1884001,0.000299893683708236
"1797","Slovenia",1996,"Slovenia1996","21,480,023,017",11346,0.000507293155570264,918601,0.000146741768351187,974501,1893101,0.000321166171271369
"1798","Slovenia",1997,"Slovenia1997","20,749,140,606",11014,0.000520935794113865,909901,0.00012422985192007,974001,1883901,0.000315303192683692
"1799","Slovenia",1998,"Slovenia1998","22,125,435,372",11767,0.000526489121611277,907901,0.000139859996030444,972401,1880301,0.000326011633243826
"1800","Slovenia",1999,"Slovenia1999","22,689,994,990",12041,0.000498845732506612,910101,0.000141640006527757,974301,1884401,0.000313627513464491
"1801","Slovenia",2000,"Slovenia2000","20,342,201,356",10783,0.000476357206439384,911081,0.000159933730023662,975404,1886484,0.000312221041895929
"1802","Slovenia",2001,"Slovenia2001","20,875,387,068",10979,0.000496231874052035,926986,0.00012623852307086,974346,1901331,0.000306101357417514
"1803","Slovenia",2002,"Slovenia2002","23,563,576,758",12362,0.000466747469185526,929839,0.000110623208134493,976287,1906125,0.000283821889959997
"1804","Slovenia",2003,"Slovenia2003","29,697,448,108",15568,0.000473496541113136,931369,0.000125995931253342,976222,1907590,0.00029513679564267
"1805","Slovenia",2004,"Slovenia2004","34,470,227,454",18067,0.000398394395417713,931238,0.000146422479024724,976626,1907863,0.000268887231420705
"1806","Slovenia",2005,"Slovenia2005","36,346,974,008",19012,0.000419599132971179,934225,0.000115589907466699,977594,1911818,0.000263623420220962
"1807","Slovenia",2006,"Slovenia2006","39,587,732,029",20634,0.000442723687207201,939638,0.000117474722504275,978934,1918571,0.000276247269452108
"1808","Slovenia",2007,"Slovenia2007","48,114,688,201",24964,0.000354477119873401,947875,0.000102097178136093,979459,1927333,0.000225700488706415
"1809","Slovenia",2008,"Slovenia2008","55,589,849,128",28599,0.000337375612206976,963318,8.66955923960826e-05,980442,1943759,0.000210417032152649
"1810","Slovenia",2009,"Slovenia2009","50,244,793,832",25872,0.000365493650719273,960345,9.98274411374624e-05,981694,1942038,0.000230685496370308
"1811","Slovenia",2010,"Slovenia2010","48,013,606,745",24689,0.000350663242584045,961036,8.03057718502856e-05,983740,1944775,0.000213392294738466
"1812","Slovenia",2011,"Slovenia2011","51,290,792,018",26377,0.000362522657666104,959940,9.03899258904169e-05,984623,1944562,0.000224215016029317
"1813","Slovenia",2012,"Slovenia2012","46,352,802,766",23820,0.000375752415588417,960739,8.22125529433616e-05,985251,1945989,0.000226619986032809
"1814","Slovenia",2013,"Slovenia2013","48,116,256,926",24697,0.000375017400391846,962622,8.82660887774234e-05,985656,1948277,0.00022943349431318
"1815","Slovenia",2014,"Slovenia2014","49,904,928,335",25569,0.000337878805152755,964843,6.48465719974264e-05,986945,1951787,0.00019930453476737
"1816","Slovenia",2015,"Slovenia2015","43,072,415,017",22036,0.000344453064391001,966750,9.21160784059667e-05,987884,1954633,0.000216408911545032
"1817","South Africa",1996,"South Africa1996","147,607,982,695",3908,6.16963308759071e-06,18477598,1.60654591798448e-06,19296056,37773653,3.81218093997951e-06
"1818","South Africa",1997,"South Africa1997","152,586,154,514",3960,4.40512478418206e-06,18841691,1.16831521022461e-06,19686468,38528158,2.72527952153851e-06
"1819","South Africa",1998,"South Africa1998","137,774,361,015",3512,7.19339446224346e-06,19184267,2.19471041868441e-06,20048203,39232469,4.61352559789189e-06
"1820","South Africa",1999,"South Africa1999","136,631,966,609",3424,1.12739536925427e-05,19514006,2.99114092706539e-06,20393556,39907561,7.01621429583231e-06
"1821","South Africa",2000,"South Africa2000","136,361,854,808",3361,1.0586215195171e-05,19837118,2.84591863672972e-06,20731443,40568560,6.60610088206237e-06
"1822","South Africa",2001,"South Africa2001","121,600,818,310",2953,1.55419592928776e-05,20139031,3.46849866747883e-06,21046570,41185600,9.34792743094674e-06
"1823","South Africa",2002,"South Africa2002","115,748,110,113",2769,9.29457001924905e-06,20442043,2.24699881709556e-06,21361827,41803869,5.66933170707238e-06
"1824","South Africa",2003,"South Africa2003","175,256,916,996",4132,9.35292375530302e-06,20742177,2.95296471659336e-06,21673134,42415310,6.05913289328782e-06
"1825","South Africa",2004,"South Africa2004","228,937,347,866",5323,1.40257929101661e-05,21032679,4.09589919937458e-06,21973197,43005875,8.92901260583583e-06
"1826","South Africa",2005,"South Africa2005","257,671,413,751",5914,1.68005359652546e-05,21308844,4.58277331019782e-06,22257265,43566108,1.05357127609379e-05
"1827","South Africa",2006,"South Africa2006","271,811,088,781",6166,1.93862193106409e-05,21561708,4.35219933286113e-06,22517351,44079058,1.16835527655786e-05
"1828","South Africa",2007,"South Africa2007","299,033,511,000",6708,1.4398247265594e-05,21808210,4.61148724987458e-06,22769227,44577436,9.37694128482401e-06
"1829","South Africa",2008,"South Africa2008","287,099,991,517",6573,1.65093873946783e-05,21018345,4.23612084646696e-06,22662243,43680587,1.01189116345895e-05
"1830","South Africa",2009,"South Africa2009","297,216,730,669",6517,1.25906741369541e-05,22318106,3.99331116086672e-06,23288944,45607049,8.17856029229166e-06
"1831","South Africa",2010,"South Africa2010","375,298,134,440",8128,1.32748684526911e-05,22599094,4.02933218102916e-06,23577108,46176201,8.53253389121379e-06
"1832","South Africa",2011,"South Africa2011","416,878,162,441",8906,1.23966462357715e-05,22909422,3.18027306745162e-06,23897319,46806740,7.66983558350785e-06
"1833","South Africa",2012,"South Africa2012","396,332,702,639",8347,1.60911575260215e-05,23242579,4.74389583328779e-06,24241679,47484257,1.02770903628122e-05
"1834","South Africa",2013,"South Africa2013","366,829,390,479",7612,1.98388887238003e-05,23590031,4.9181653861146e-06,24602670,48192700,1.22010179965015e-05
"1835","South Africa",2014,"South Africa2014","350,904,575,292",7174,1.92136247655938e-05,23941344,4.88570904873763e-06,24970787,48912130,1.18784440587642e-05
"1836","South Africa",2015,"South Africa2015","317,741,039,198",6403,1.55627874483896e-05,24288708,4.18331540690596e-06,25338754,49627461,9.73251482682138e-06
"1837","Spain",1985,"Spain1985","180,302,412,231",5009,0.000103876931153038,17617001,3.73231753360623e-05,18380001,35997001,6.98669314146476e-05
"1838","Spain",1986,"Spain1986","250,638,463,467",6919,0.000114641126751414,17733601,3.91575692473758e-05,18489401,36223001,7.60842537590963e-05
"1839","Spain",1987,"Spain1987","317,882,187,037",8727,0.00011328804169494,17813001,4.23366818174321e-05,18612701,36425701,7.70060677761562e-05
"1840","Spain",1988,"Spain1988","375,138,723,325",10250,0.000120161549410278,17900901,4.33773323539648e-05,18696401,36597301,8.09076057275371e-05
"1841","Spain",1989,"Spain1989","413,630,538,018",11258,0.00012317517562894,17974401,4.12980900938884e-05,18766001,36740401,8.13273649354018e-05
"1842","Spain",1990,"Spain1990","535,101,248,776",14517,0.000118427174024352,18036401,4.27622819249784e-05,18825001,36861401,7.97582273120872e-05
"1843","Spain",1991,"Spain1991","575,598,537,070",15574,0.000118322904422573,18086101,4.122509319494e-05,18872001,36958101,7.89272154432394e-05
"1844","Spain",1992,"Spain1992","629,202,392,004",17005,0.000116523013073661,18065101,3.60692425950188e-05,18935801,37000901,7.53224901199028e-05
"1845","Spain",1993,"Spain1993","523,649,481,762",14106,0.000126004053424615,18126401,3.97458351234313e-05,18995701,37122101,8.18380403630711e-05
"1846","Spain",1994,"Spain1994","529,121,577,320",14223,0.000133795093420084,18162101,3.90210577689692e-05,19041001,37203101,8.52617097698388e-05
"1847","Spain",1995,"Spain1995","612,939,685,081",16444,0.000132420837048107,18192001,3.93013766329001e-05,19083301,37275301,8.47209791813619e-05
"1848","Spain",1996,"Spain1996","640,998,292,395",17166,0.000134587721636804,18218601,4.54959029893475e-05,19122601,37341201,8.89366145454186e-05
"1849","Spain",1997,"Spain1997","588,692,045,455",15738,0.000138507487817836,18244501,4.42577153906362e-05,19160501,37405001,9.02018422616805e-05
"1850","Spain",1998,"Spain1998","617,041,986,858",16473,0.000136871546765093,18265301,3.97528322069423e-05,19193601,37458901,8.70821063330181e-05
"1851","Spain",1999,"Spain1999","633,194,118,900",16756,0.000130816784314091,18438001,4.18577135394511e-05,19351272,37789272,8.52358309522343e-05
"1852","Spain",2000,"Spain2000","595,402,616,547",15538,0.000137625643504064,18717442,4.18312795535439e-05,19602556,38319997,8.85960403389384e-05
"1853","Spain",2001,"Spain2001","625,975,838,926",16169,0.000128458531963637,18924395,3.84049591717384e-05,19789111,38713505,8.24001856716409e-05
"1854","Spain",2002,"Spain2002","705,145,868,624",17924,0.000132762516840738,19252422,4.07204411786009e-05,20088191,39340612,8.57383713298614e-05
"1855","Spain",2003,"Spain2003","906,853,273,138",22701,0.000135469828630922,19568933,4.06798790399254e-05,20378625,39947557,8.70891804472549e-05
"1856","Spain",2004,"Spain2004","1,069,555,500,372",26372,0.000133338863980029,19889175,4.15161625130343e-05,20666650,40555824,8.65227149619744e-05
"1857","Spain",2005,"Spain2005","1,157,276,458,152",28092,0.000127062636542295,20234115,3.95966560576253e-05,20961366,41195480,8.25333264717391e-05
"1858","Spain",2006,"Spain2006","1,264,551,499,185",30246,0.000122213497009611,20562377,3.46410437158205e-05,21246473,41808849,7.76869030764277e-05
"1859","Spain",2007,"Spain2007","1,479,341,637,011",34769,0.000117569625887152,20957794,3.71476273111023e-05,21589535,42547328,7.67380738926778e-05
"1860","Spain",2008,"Spain2008","1,635,015,380,108",37848,0.000125794450458226,21280748,3.567723652703e-05,21918738,43199485,8.0047250563288e-05
"1861","Spain",2009,"Spain2009","1,499,099,749,931",34470,0.000124534170061005,21415809,3.46104169472534e-05,22074279,43490087,7.88685476761635e-05
"1862","Spain",2010,"Spain2010","1,431,616,749,640",32839,0.000115254387298995,21422178,3.11637753357886e-05,22173180,43595357,7.24618449620679e-05
"1863","Spain",2011,"Spain2011","1,488,067,258,325",34097,0.000113804866699743,21405060,3.35469168697057e-05,22237513,43642572,7.28875465909754e-05
"1864","Spain",2012,"Spain2012","1,336,018,949,806",30146,0.000125043151359068,21792477,3.6224189377221e-05,22526384,44318860,7.98757007738917e-05
"1865","Spain",2013,"Spain2013","1,361,854,206,549",30792,0.000134202755955374,21713414,4.26841480090821e-05,22514213,44227626,8.75923116470235e-05
"1866","Spain",2014,"Spain2014","1,376,910,811,041",31171,0.000135667021521249,21663334,4.32707363342107e-05,22509439,44172772,8.85613427203527e-05
"1867","Spain",2015,"Spain2015","1,197,789,902,774",27108,0.000123852734388529,21654750,4.10087440938976e-05,22531780,44186529,8.15859512296157e-05
"1868","Sri Lanka",1985,"Sri Lanka1985","5,978,460,972",431,0.000557852916321638,7061001,0.000254708614669127,6796001,13857001,0.000409107280861133
"1869","Sri Lanka",1986,"Sri Lanka1986","6,405,210,564",454,0.000536564243442329,7184601,0.000215706653986431,6916801,14101401,0.000379111267029425
"1870","Sri Lanka",1996,"Sri Lanka1996","13,897,738,375",834,0.000446891676046319,8344304,0.000140912441148599,8310125,16654428,0.000294156004637325
"1871","Sri Lanka",1997,"Sri Lanka1997","15,091,913,884",900,0.000523152257441903,8393350,0.000178714996228255,8382061,16775410,0.000350989931095574
"1872","Sri Lanka",1998,"Sri Lanka1998","15,794,972,847",935,0.000498382301043049,8441311,0.000155267347194107,8456382,16897692,0.000326612652189423
"1873","Sri Lanka",1999,"Sri Lanka1999","15,656,327,860",920,0.000503322256787664,8487604,0.000158097949238721,8532685,17020288,0.00033019417767784
