"","Country","Year","population_density"
"2326","Seychelles",2004,179.2934783
"2327","Seychelles",2005,180.126087
"2328","Seychelles",2006,183.9130435
"2329","Seychelles",2007,184.8543478
"2330","Seychelles",2008,189.0347826
"2331","Seychelles",2009,189.7782609
"2332","Seychelles",2010,195.1521739
"2333","Seychelles",2011,190.0891304
"2334","Seychelles",2012,191.9630435
"2335","Seychelles",2013,195.5413043
"2336","Seychelles",2014,198.6065217
"2337","Seychelles",2015,203.0847826
"2338","Seychelles",2016,205.8195652
"2339","Singapore",1985,4083.51791
"2340","Singapore",1986,4079.661194
"2341","Singapore",1987,4141.476119
"2342","Singapore",1988,4247.922388
"2343","Singapore",1989,4374.479104
"2344","Singapore",1990,4547.958209
"2345","Singapore",1991,4679.228358
"2346","Singapore",1992,4821.937313
"2347","Singapore",1993,4945.479104
"2348","Singapore",1994,5103.056716
"2349","Singapore",1995,5260.456716
"2350","Singapore",1996,5478.662687
"2351","Singapore",1997,5665.728358
"2352","Singapore",1998,5861.51194
"2353","Singapore",1999,5908.541791
"2354","Singapore",2000,6011.771642
"2355","Singapore",2001,6176.137313
"2356","Singapore",2002,6186.592593
"2357","Singapore",2003,5989.557762
"2358","Singapore",2004,6047.407704
"2359","Singapore",2005,6191.236438
"2360","Singapore",2006,6342.024356
"2361","Singapore",2007,6602.300719
"2362","Singapore",2008,6913.422857
"2363","Singapore",2009,7125.104286
"2364","Singapore",2010,7231.81228
"2365","Singapore",2011,7363.193022
"2366","Singapore",2012,7524.698463
"2367","Singapore",2013,7636.721687
"2368","Singapore",2014,7714.702232
"2369","Singapore",2015,7806.772752
"2370","Singapore",2016,7908.720563
"2371","Slovenia",1985,96.4071996
"2372","Slovenia",1986,97.61489573
"2373","Slovenia",1987,98.79721946
"2374","Slovenia",1988,99.06633565
"2375","Slovenia",1989,99.12368421
"2376","Slovenia",1990,99.21355511
"2377","Slovenia",1991,99.2765144
"2378","Slovenia",1992,99.13098312
"2379","Slovenia",1993,98.89503476
"2380","Slovenia",1994,98.7806852
"2381","Slovenia",1995,98.8019861
"2382","Slovenia",1996,98.74021847
"2383","Slovenia",1997,98.60754717
"2384","Slovenia",1998,98.39270109
"2385","Slovenia",1999,98.46300894
"2386","Slovenia",2000,98.75496524
"2387","Slovenia",2001,98.91062562
"2388","Slovenia",2002,99.03326713
"2389","Slovenia",2003,99.09299901
"2390","Slovenia",2004,99.15650447
"2391","Slovenia",2005,99.32840119
"2392","Slovenia",2006,99.64587885
"2393","Slovenia",2007,100.2046673
"2394","Slovenia",2008,100.3323706
"2395","Slovenia",2009,101.2453735
"2396","Slovenia",2010,101.6858269
"2397","Slovenia",2011,101.8982937
"2398","Slovenia",2012,102.1140519
"2399","Slovenia",2013,102.2816783
"2400","Slovenia",2014,102.3823237
"2401","Slovenia",2015,102.4461087
"2402","Slovenia",2016,102.5241808
"2403","South Africa",1985,27.80514883
"2404","South Africa",1986,28.4318715
"2405","South Africa",1987,29.04174381
"2406","South Africa",1988,29.65199367
"2407","South Africa",1989,30.28702157
"2408","South Africa",1990,30.9626862
"2409","South Africa",1991,31.68590542
"2410","South Africa",1992,32.44625296
"2411","South Africa",1993,33.22108088
"2412","South Africa",1994,33.97843606
"2413","South Africa",1995,34.69500614
"2414","South Africa",1996,35.36301511
"2415","South Africa",1997,35.98828117
"2416","South Africa",1998,36.57775763
"2417","South Africa",1999,37.14380219
"2418","South Africa",2000,37.69573156
"2419","South Africa",2001,38.23706897
"2420","South Africa",2002,38.76560931
"2421","South Africa",2003,39.27880619
"2422","South Africa",2004,39.77231285
"2423","South Africa",2005,40.24481778
"2424","South Africa",2006,40.69325607
"2425","South Africa",2007,41.12405592
"2426","South Africa",2008,41.55679216
"2427","South Africa",2009,42.01734249
"2428","South Africa",2010,42.52336018
"2429","South Africa",2011,43.08296664
"2430","South Africa",2012,43.68860761
"2431","South Africa",2013,44.3226768
"2432","South Africa",2014,44.95921242
"2433","South Africa",2015,45.57883174
"2434","South Africa",2016,46.17585917
"2435","Spain",1985,77.02529233
"2436","Spain",1986,77.25577447
"2437","Spain",1987,77.45638115
"2438","Spain",1988,77.62081331
"2439","Spain",1989,77.74259971
"2440","Spain",1990,77.82180442
"2441","Spain",1991,78.02013455
"2442","Spain",1992,78.40318156
"2443","Spain",1993,78.81079209
"2444","Spain",1994,79.18690533
"2445","Spain",1995,79.53718164
"2446","Spain",1996,79.86915746
"2447","Spain",1997,80.20460716
"2448","Spain",1998,80.53721969
"2449","Spain",1999,80.86431804
"2450","Spain",2000,81.29832465
"2451","Spain",2001,81.94337639
"2452","Spain",2002,83.02251924
"2453","Spain",2003,84.50881393
"2454","Spain",2004,85.98480508
"2455","Spain",2005,87.4654972
"2456","Spain",2006,88.97614934
"2457","Spain",2007,90.61490052
"2458","Spain",2008,92.12932237
"2459","Spain",2009,92.97506517
"2460","Spain",2010,93.15193096
"2461","Spain",2011,93.50783588
"2462","Spain",2012,93.50683713
"2463","Spain",2013,93.2009456
"2464","Spain",2014,92.92273645
"2465","Spain",2015,92.95268301
"2466","Spain",2016,93.04926587
"2467","Sri Lanka",1985,258.009823
"2468","Sri Lanka",1986,261.7239834
"2469","Sri Lanka",1987,265.4751236
"2470","Sri Lanka",1988,269.2104768
"2471","Sri Lanka",1989,272.8546165
"2472","Sri Lanka",1990,276.3468825
"2473","Sri Lanka",1991,279.694355
"2474","Sri Lanka",1992,282.8996492
"2475","Sri Lanka",1993,285.8966034
"2476","Sri Lanka",1994,288.603859
"2477","Sri Lanka",1995,290.9762558
"2478","Sri Lanka",1996,292.9695423
"2479","Sri Lanka",1997,294.6341094
"2480","Sri Lanka",1998,296.1361984
"2481","Sri Lanka",1999,297.705358
"2482","Sri Lanka",2000,299.5046723
"2483","Sri Lanka",2001,301.5955031
"2484","Sri Lanka",2002,303.9276033
"2485","Sri Lanka",2003,306.4153564
"2486","Sri Lanka",2004,308.922628
"2487","Sri Lanka",2005,311.3468027
"2488","Sri Lanka",2006,313.6684899
"2489","Sri Lanka",2007,315.9111625
"2490","Sri Lanka",2008,318.0646149
"2491","Sri Lanka",2009,320.1257535
"2492","Sri Lanka",2010,322.0914208
"2493","Sri Lanka",2011,323.951794
"2494","Sri Lanka",2012,325.7056291
"2495","Sri Lanka",2013,328.2570563
"2496","Sri Lanka",2014,331.2230904
"2497","Sri Lanka",2015,334.3326423
"2498","Sri Lanka",2016,338.1119439
"2499","Suriname",1985,2.381217949
"2500","Suriname",1986,2.415814103
"2501","Suriname",1987,2.459320513
"2502","Suriname",1988,2.508916667
"2503","Suriname",1989,2.560846154
"2504","Suriname",1990,2.612
"2505","Suriname",1991,2.661641026
"2506","Suriname",1992,2.710019231
"2507","Suriname",1993,2.756660256
"2508","Suriname",1994,2.801519231
"2509","Suriname",1995,2.844384615
"2510","Suriname",1996,2.884846154
"2511","Suriname",1997,2.922782051
"2512","Suriname",1998,2.958717949
"2513","Suriname",1999,2.993608974
"2514","Suriname",2000,3.028141026
"2515","Suriname",2001,3.062435897
"2516","Suriname",2002,3.096435897
"2517","Suriname",2003,3.130333333
"2518","Suriname",2004,3.164294872
"2519","Suriname",2005,3.198371795
"2520","Suriname",2006,3.232737179
"2521","Suriname",2007,3.267339744
"2522","Suriname",2008,3.302230769
"2523","Suriname",2009,3.337301282
"2524","Suriname",2010,3.372455128
"2525","Suriname",2011,3.407621795
"2526","Suriname",2012,3.442801282
"2527","Suriname",2013,3.477820513
"2528","Suriname",2014,3.512358974
"2529","Suriname",2015,3.546205128
"2530","Suriname",2016,3.579282051
"2531","Sweden",1985,20.34991958
"2532","Sweden",1986,20.39730224
"2533","Sweden",1987,20.46547741
"2534","Sweden",1988,20.55975289
"2535","Sweden",1989,20.69738266
"2536","Sweden",1990,20.85791051
"2537","Sweden",1991,21.0005727
"2538","Sweden",1992,21.12410928
"2539","Sweden",1993,21.24716333
"2540","Sweden",1994,21.39870595
"2541","Sweden",1995,21.51128089
"2542","Sweden",1996,21.54554272
"2543","Sweden",1997,21.55788371
"2544","Sweden",1998,21.56985427
"2545","Sweden",1999,21.58666959
"2546","Sweden",2000,21.62136034
"2547","Sweden",2001,21.6794853
"2548","Sweden",2002,21.75015353
"2549","Sweden",2003,21.83123507
"2550","Sweden",2004,21.91726617
"2551","Sweden",2005,22.00509821
"2552","Sweden",2006,22.12922211
"2553","Sweden",2007,22.29393186
"2554","Sweden",2008,22.46828727
"2555","Sweden",2009,22.66051323
"2556","Sweden",2010,22.85452552
"2557","Sweden",2011,23.02776478
"2558","Sweden",2012,23.36960279
"2559","Sweden",2013,23.56846615
"2560","Sweden",2014,23.80523434
"2561","Sweden",2015,24.05829958
"2562","Sweden",2016,24.36248803
"2563","Switzerland",1985,163.686538
"2564","Switzerland",1986,164.5405692
"2565","Switzerland",1987,165.5773271
"2566","Switzerland",1988,166.7987089
"2567","Switzerland",1989,168.1528034
"2568","Switzerland",1990,169.8884152
"2569","Switzerland",1991,172.0250492
"2570","Switzerland",1992,173.9321554
"2571","Switzerland",1993,175.5234175
"2572","Switzerland",1994,176.928209
"2573","Switzerland",1995,178.1144773
"2574","Switzerland",1996,178.9073546
"2575","Switzerland",1997,179.3433877
"2576","Switzerland",1998,179.8816178
"2577","Switzerland",1999,180.7461354
"2578","Switzerland",2000,181.7693092
"2579","Switzerland",2001,182.9277613
"2580","Switzerland",2002,184.3214688
"2581","Switzerland",2003,185.6987632
"2582","Switzerland",2004,186.9844383
"2583","Switzerland",2005,188.19563
"2584","Switzerland",2006,189.3851783
"2585","Switzerland",2007,191.0901107
"2586","Switzerland",2008,193.5336272
"2587","Switzerland",2009,195.9669706
"2588","Switzerland",2010,198.018747
"2589","Switzerland",2011,200.2327615
"2590","Switzerland",2012,202.3701995
"2591","Switzerland",2013,204.7106438
"2592","Switzerland",2014,207.2236258
"2593","Switzerland",2015,209.5960066
"2594","Switzerland",2016,211.8974034
"2595","Thailand",1985,101.8643328
"2596","Thailand",1986,103.7336158
"2597","Thailand",1987,105.6282292
"2598","Thailand",1988,107.4836736
"2599","Thailand",1989,109.2115837
"2600","Thailand",1990,110.7534322
"2601","Thailand",1991,112.0757913
"2602","Thailand",1992,113.2100413
"2603","Thailand",1993,114.2416
"2604","Thailand",1994,115.2922664
"2605","Thailand",1995,116.4473566
"2606","Thailand",1996,117.7385973
"2607","Thailand",1997,119.1323103
"2608","Thailand",1998,120.5685823
"2609","Thailand",1999,121.9570769
"2610","Thailand",2000,123.232048
"2611","Thailand",2001,124.3776977
"2612","Thailand",2002,125.4147938
"2613","Thailand",2003,126.3578305
"2614","Thailand",2004,127.2333203
"2615","Thailand",2005,128.061755
"2616","Thailand",2006,128.8421461
"2617","Thailand",2007,129.5692126
"2618","Thailand",2008,130.2545753
"2619","Thailand",2009,130.9124606
"2620","Thailand",2010,131.5524046
"2621","Thailand",2011,132.1813502
"2622","Thailand",2012,132.7956683
"2623","Thailand",2013,133.3810899
"2624","Thailand",2014,133.9168353
"2625","Thailand",2015,134.3882245
"2626","Thailand",2016,134.7912741
"2627","Trinidad and Tobago",1985,228.2510721
"2628","Trinidad and Tobago",1986,230.8091618
"2629","Trinidad and Tobago",1987,232.9916179
"2630","Trinidad and Tobago",1988,234.8719298
"2631","Trinidad and Tobago",1989,236.5738791
"2632","Trinidad and Tobago",1990,238.1871345
"2633","Trinidad and Tobago",1991,239.7479532
"2634","Trinidad and Tobago",1992,241.2255361
"2635","Trinidad and Tobago",1993,242.5744639
"2636","Trinidad and Tobago",1994,243.7267057
"2637","Trinidad and Tobago",1995,244.6395712
"2638","Trinidad and Tobago",1996,245.2951267
"2639","Trinidad and Tobago",1997,245.7461988
"2640","Trinidad and Tobago",1998,246.1095517
"2641","Trinidad and Tobago",1999,246.5448343
"2642","Trinidad and Tobago",2000,247.1703704
"2643","Trinidad and Tobago",2001,248.0272904
"2644","Trinidad and Tobago",2002,249.0910331
"2645","Trinidad and Tobago",2003,250.3025341
"2646","Trinidad and Tobago",2004,251.5662768
"2647","Trinidad and Tobago",2005,252.8136452
"2648","Trinidad and Tobago",2006,254.0241715
"2649","Trinidad and Tobago",2007,255.2163743
"2650","Trinidad and Tobago",2008,256.4077973
"2651","Trinidad and Tobago",2009,257.6253411
"2652","Trinidad and Tobago",2010,258.8888889
"2653","Trinidad and Tobago",2011,260.1925926
"2654","Trinidad and Tobago",2012,261.5181287
"2655","Trinidad and Tobago",2013,262.8163743
"2656","Trinidad and Tobago",2014,264.0337232
"2657","Trinidad and Tobago",2015,265.1251462
"2658","Trinidad and Tobago",2016,266.0744639
"2659","Turkey",1985,63.84091447
"2660","Turkey",1986,65.13323155
"2661","Turkey",1987,66.39668152
"2662","Turkey",1988,67.63471278
"2663","Turkey",1989,68.85442225
"2664","Turkey",1990,70.0618466
"2665","Turkey",1991,71.25570859
"2666","Turkey",1992,72.43594325
"2667","Turkey",1993,73.61164326
"2668","Turkey",1994,74.79455323
"2669","Turkey",1995,75.99285501
"2670","Turkey",1996,77.21009836
"2671","Turkey",1997,78.4435365
"2672","Turkey",1998,79.68710939
"2673","Turkey",1999,80.93152034
"2674","Turkey",2000,82.16951132
"2675","Turkey",2001,83.40562868
"2676","Turkey",2002,84.64204098
"2677","Turkey",2003,85.86697894
"2678","Turkey",2004,87.06502475
"2679","Turkey",2005,88.22863714
"2680","Turkey",2006,89.3460559
"2681","Turkey",2007,90.42953237
"2682","Turkey",2008,91.52454036
"2683","Turkey",2009,92.69283292
"2684","Turkey",2010,93.97621454
"2685","Turkey",2011,95.38278783
"2686","Turkey",2012,96.89054091
"2687","Turkey",2013,98.47242571
"2688","Turkey",2014,100.0878708
"2689","Turkey",2015,101.7001312
"2690","Turkey",2016,103.3125346
"2691","Turkmenistan",1985,6.903194093
"2692","Turkmenistan",1986,7.074364267
"2693","Turkmenistan",1987,7.250694784
"2694","Turkmenistan",1988,7.43492435
"2695","Turkmenistan",1989,7.630640734
"2696","Turkmenistan",1990,7.839393101
"2697","Turkmenistan",1991,8.063296661
"2698","Turkmenistan",1992,8.298774286
"2699","Turkmenistan",1993,8.534864767
"2700","Turkmenistan",1994,8.756833997
"2701","Turkmenistan",1995,8.954184666
"2702","Turkmenistan",1996,9.12336731
"2703","Turkmenistan",1997,9.267580278
"2704","Turkmenistan",1998,9.391775371
"2705","Turkmenistan",1999,9.503823974
"2706","Turkmenistan",2000,9.610220671
"2707","Turkmenistan",2001,9.712255017
"2708","Turkmenistan",2002,9.809975954
"2709","Turkmenistan",2003,9.907307471
"2710","Turkmenistan",2004,10.00872045
"2711","Turkmenistan",2005,10.11776435
"2712","Turkmenistan",2006,10.23579044
"2713","Turkmenistan",2007,10.36353712
"2714","Turkmenistan",2008,10.50318558
"2715","Turkmenistan",2009,10.65679995
"2716","Turkmenistan",2010,10.82546337
"2717","Turkmenistan",2011,11.01028025
"2718","Turkmenistan",2012,11.20983764
"2719","Turkmenistan",2013,11.41931139
"2720","Turkmenistan",2014,11.63203243
"2721","Turkmenistan",2015,11.84279361
"2722","Turkmenistan",2016,12.0497606
"2723","Ukraine",1985,87.88642444
"2724","Ukraine",1986,88.19711746
"2725","Ukraine",1987,88.53542763
"2726","Ukraine",1988,88.92897212
"2727","Ukraine",1989,89.36394235
"2728","Ukraine",1990,89.56934496
"2729","Ukraine",1991,89.75657202
"2730","Ukraine",1992,90.01513075
"2731","Ukraine",1993,90.06509019
"2732","Ukraine",1994,89.61947182
"2733","Ukraine",1995,88.91395357
"2734","Ukraine",1996,88.12840079
"2735","Ukraine",1997,87.32908432
"2736","Ukraine",1998,86.55206525
"2737","Ukraine",1999,85.7397946
"2738","Ukraine",2000,84.88107016
"2739","Ukraine",2001,84.03187193
"2740","Ukraine",2002,83.20243726
"2741","Ukraine",2003,82.53003418
"2742","Ukraine",2004,81.90630718
"2743","Ukraine",2005,81.30268563
"2744","Ukraine",2006,80.75764637
"2745","Ukraine",2007,80.28127319
"2746","Ukraine",2008,79.84913347
"2747","Ukraine",2009,79.49544293
"2748","Ukraine",2010,79.18024581
"2749","Ukraine",2011,78.89611959
"2750","Ukraine",2012,78.70140855
"2751","Ukraine",2013,78.52240558
"2752","Ukraine",2014,78.15074833
"2753","Ukraine",2015,77.94719225
"2754","Ukraine",2016,77.68931796
"2755","United Arab Emirates",1985,19.58676429
"2756","United Arab Emirates",1986,20.72962546
"2757","United Arab Emirates",1987,21.97575331
"2758","United Arab Emirates",1988,23.31524923
"2759","United Arab Emirates",1989,24.72603492
"2760","United Arab Emirates",1990,26.1922557
"2761","United Arab Emirates",1991,27.73903126
"2762","United Arab Emirates",1992,29.38100535
"2763","United Arab Emirates",1993,31.08145593
"2764","United Arab Emirates",1994,32.78915798
"2765","United Arab Emirates",1995,34.48070966
"2766","United Arab Emirates",1996,36.20135173
"2767","United Arab Emirates",1997,38.01760068
"2768","United Arab Emirates",1998,39.96261616
"2769","United Arab Emirates",1999,42.07493664
"2770","United Arab Emirates",2000,44.42304985
"2771","United Arab Emirates",2001,46.83232892
"2772","United Arab Emirates",2002,49.38372289
"2773","United Arab Emirates",2003,52.6884258
"2774","United Arab Emirates",2004,57.56027879
"2775","United Arab Emirates",2005,64.4827091
"2776","United Arab Emirates",2006,73.81064489
"2777","United Arab Emirates",2007,85.10373134
"2778","United Arab Emirates",2008,97.07516193
"2779","United Arab Emirates",2009,107.9469586
"2780","United Arab Emirates",2010,116.4557026
"2781","United Arab Emirates",2011,122.1131371
"2782","United Arab Emirates",2012,125.3231907
"2783","United Arab Emirates",2013,126.8130527
"2784","United Arab Emirates",2014,127.7227119
"2785","United Arab Emirates",2015,128.8975218
"2786","United Arab Emirates",2016,130.521149
"2787","United Kingdom",1985,233.746406
"2788","United Kingdom",1986,234.288414
"2789","United Kingdom",1987,234.7871285
"2790","United Kingdom",1988,235.3090853
"2791","United Kingdom",1989,235.9224197
"2792","United Kingdom",1990,236.6287191
"2793","United Kingdom",1991,237.3616211
"2794","United Kingdom",1992,238.0043897
"2795","United Kingdom",1993,238.5756789
"2796","United Kingdom",1994,239.1838342
"2797","United Kingdom",1995,239.8174265
"2798","United Kingdom",1996,240.4288431
"2799","United Kingdom",1997,241.0488736
"2800","United Kingdom",1998,241.7523292
"2801","United Kingdom",1999,242.5596908
"2802","United Kingdom",2000,243.4279089
"2803","United Kingdom",2001,244.366854
"2804","United Kingdom",2002,245.4035423
"2805","United Kingdom",2003,246.5489067
"2806","United Kingdom",2004,247.9556277
"2807","United Kingdom",2005,249.6639772
"2808","United Kingdom",2006,251.5058901
"2809","United Kingdom",2007,253.4719258
"2810","United Kingdom",2008,255.4747034
"2811","United Kingdom",2009,257.4144174
"2812","United Kingdom",2010,259.4401893
"2813","United Kingdom",2011,261.4761212
"2814","United Kingdom",2012,263.3005415
"2815","United Kingdom",2013,265.0693424
"2816","United Kingdom",2014,267.0737817
"2817","United Kingdom",2015,269.2053941
"2818","United Kingdom",2016,271.134481
"2819","United States",1985,25.97718518
"2820","United States",1986,26.21836977
"2821","United States",1987,26.45376768
"2822","United States",1988,26.69506145
"2823","United States",1989,26.94836532
"2824","United States",1990,27.25451361
"2825","United States",1991,27.62114913
"2826","United States",1992,28.00689161
"2827","United States",1993,28.37865871
"2828","United States",1994,28.72880764
"2829","United States",1995,29.07295151
"2830","United States",1996,29.41316481
"2831","United States",1997,29.76942797
"2832","United States",1998,30.11848507
"2833","United States",1999,30.46634116
"2834","United States",2000,30.79730133
"2835","United States",2001,31.10362839
"2836","United States",2002,31.39354993
"2837","United States",2003,31.66453462
"2838","United States",2004,31.95894507
"2839","United States",2005,32.2548766
"2840","United States",2006,32.56739985
"2841","United States",2007,32.87861136
"2842","United States",2008,33.24368685
"2843","United States",2009,33.53639923
"2844","United States",2010,33.81701299
"2845","United States",2011,34.06909052
"2846","United States",2012,34.32588336
"2847","United States",2013,34.57089595
"2848","United States",2014,34.83195535
"2849","United States",2015,35.09621718
"2850","United States",2016,35.35487985
"2851","Uruguay",1985,17.20893612
"2852","Uruguay",1986,17.31823792
"2853","Uruguay",1987,17.42638556
"2854","Uruguay",1988,17.53570449
"2855","Uruguay",1989,17.64932008
"2856","Uruguay",1990,17.76933493
"2857","Uruguay",1991,17.89538338
"2858","Uruguay",1992,18.02568278
"2859","Uruguay",1993,18.15881042
"2860","Uruguay",1994,18.29280654
"2861","Uruguay",1995,18.42534567
"2862","Uruguay",1996,18.55807908
"2863","Uruguay",1997,18.68934979
"2864","Uruguay",1998,18.81006742
"2865","Uruguay",1999,18.90822763
"2866","Uruguay",2000,18.97637413
"2867","Uruguay",2001,19.00984459
"2868","Uruguay",2002,19.01367272
"2869","Uruguay",2003,19.0014684
"2870","Uruguay",2004,18.9926637
"2871","Uruguay",2005,19.00132556
"2872","Uruguay",2006,19.0323563
"2873","Uruguay",2007,19.08205348
"2874","Uruguay",2008,19.14537767
"2875","Uruguay",2009,19.21354702
"2876","Uruguay",2010,19.28016798
"2877","Uruguay",2011,19.34421209
"2878","Uruguay",2012,19.40793624
"2879","Uruguay",2013,19.4720889
"2880","Uruguay",2014,19.53802994
"2881","Uruguay",2015,19.60662781
"2882","Uruguay",2016,19.6777854
"2883","Uzbekistan",1985,42.56770099
"2884","Uzbekistan",1986,43.64240009
"2885","Uzbekistan",1987,44.73407851
"2886","Uzbekistan",1988,45.8420898
"2887","Uzbekistan",1989,46.96550776
"2888","Uzbekistan",1990,48.21344617
"2889","Uzbekistan",1991,49.25246827
"2890","Uzbekistan",1992,50.42078044
"2891","Uzbekistan",1993,51.5796897
"2892","Uzbekistan",1994,52.6022567
"2893","Uzbekistan",1995,53.56135402
"2894","Uzbekistan",1996,54.59567466
"2895","Uzbekistan",1997,55.63469676
"2896","Uzbekistan",1998,56.53737659
"2897","Uzbekistan",1999,57.15009403
"2898","Uzbekistan",2000,57.94640339
"2899","Uzbekistan",2001,58.68464974
"2900","Uzbekistan",2002,59.40726375
"2901","Uzbekistan",2003,60.10260931
"2902","Uzbekistan",2004,60.80007052
"2903","Uzbekistan",2005,61.51151857
"2904","Uzbekistan",2006,62.26669017
"2905","Uzbekistan",2007,63.15937941
"2906","Uzbekistan",2008,64.18147626
"2907","Uzbekistan",2009,65.27362482
"2908","Uzbekistan",2010,67.14245416
"2909","Uzbekistan",2011,68.96897038
"2910","Uzbekistan",2012,69.99177245
"2911","Uzbekistan",2013,71.093559
"2912","Uzbekistan",2014,72.30300893
"2913","Uzbekistan",2015,73.57522332
"2914","Uzbekistan",2016,74.86577339
