"","Country","Year","percent_of_gdp_spent_on_education"
"1605","Poland",2014,4.91107
"1606","Poland",2015,4.81454
"1607","Portugal",1985,3.26217
"1608","Portugal",1986,3.04895
"1609","Portugal",1987,3.15767
"1610","Portugal",1988,3.38719
"1611","Portugal",1989,3.4749
"1612","Portugal",1990,3.56937
"1613","Portugal",1991,4.07093
"1614","Portugal",1992,4.33704
"1615","Portugal",1993,4.84047
"1616","Portugal",1994,4.67084
"1617","Portugal",1995,4.61286
"1618","Portugal",1996,5.06512
"1619","Portugal",1997,4.43328477753855
"1620","Portugal",1998,4.49818131505359
"1621","Portugal",1999,5.04535
"1622","Portugal",2000,5.16177
"1623","Portugal",2001,5.33506
"1624","Portugal",2002,5.25588
"1625","Portugal",2003,5.27827
"1626","Portugal",2004,5.0423
"1627","Portugal",2005,5.07076
"1628","Portugal",2006,4.90802
"1629","Portugal",2007,4.92191
"1630","Portugal",2008,4.70213
"1631","Portugal",2009,5.56214
"1632","Portugal",2010,5.40289
"1633","Portugal",2011,5.12129
"1634","Portugal",2012,4.9464
"1635","Portugal",2013,5.27787
"1636","Portugal",2014,5.12325
"1637","Portugal",2015,4.88294
"1638","Puerto Rico",2013,6.48108
"1639","Puerto Rico",2014,6.07266
"1640","Qatar",1998,3.57767
"1641","Qatar",1999,4.3453
"1642","Qatar",2000,3.72598
"1643","Qatar",2001,3.20019
"1644","Qatar",2002,3.84656
"1645","Qatar",2003,3.37394
"1646","Qatar",2004,3.46259
"1647","Qatar",2005,3.97188
"1648","Qatar",2006,3.79309267365662
"1649","Qatar",2007,3.8061427785059
"1650","Qatar",2008,4.22755
"1651","Qatar",2009,3.41315
"1652","Qatar",2010,4.53966
"1653","Qatar",2011,4.01224
"1654","Qatar",2012,3.50744
"1655","Qatar",2013,4.07384
"1656","Qatar",2014,3.60535
"1657","Romania",1996,3.21978
"1658","Romania",1997,3.35302113786671
"1659","Romania",1998,3.35203956588096
"1660","Romania",1999,3.3510579938952
"1661","Romania",2000,2.85443
"1662","Romania",2001,3.24046
"1663","Romania",2002,3.4959
"1664","Romania",2003,3.42195
"1665","Romania",2004,3.25867
"1666","Romania",2005,3.45668
"1667","Romania",2006,3.34418698999491
"1668","Romania",2007,4.11774
"1669","Romania",2008,3.3422238460234
"1670","Romania",2009,4.03672
"1671","Romania",2010,3.48629
"1672","Romania",2011,3.04409
"1673","Romania",2012,2.94604
"1674","Romania",2013,3.33731598609462
"1675","Romania",2014,3.12851
"1676","Romania",2015,3.10645
"1677","Russian Federation",2000,2.93981
"1678","Russian Federation",2001,3.10602
"1679","Russian Federation",2002,3.83902
"1680","Russian Federation",2003,3.67854
"1681","Russian Federation",2004,3.54787
"1682","Russian Federation",2005,3.77193
"1683","Russian Federation",2006,3.86626
"1684","Russian Federation",2007,3.70919965779466
"1685","Russian Federation",2008,4.10175
"1686","Russian Federation",2009,3.79931631178704
"1687","Russian Federation",2010,3.84437463878324
"1688","Russian Federation",2011,3.88943296577943
"1689","Russian Federation",2012,3.78973
"1690","Russian Federation",2013,3.97954961977183
"1691","Russian Federation",2014,4.02460794676803
"1692","Russian Federation",2015,3.82025
"1693","San Marino",1990,2.17574
"1694","San Marino",1991,2.37778
"1695","San Marino",1992,2.66322
"1696","San Marino",1993,2.58936
"1697","San Marino",1994,2.44976
"1698","San Marino",1995,2.28959
"1699","San Marino",1996,2.28578
"1700","San Marino",1997,2.39119682878521
"1701","San Marino",1998,2.38801828785211
"1702","San Marino",1999,2.38483974691902
"1703","San Marino",2000,2.38166120598592
"1704","San Marino",2001,2.37848266505282
"1705","San Marino",2002,2.37530412411972
"1706","San Marino",2003,2.37212558318662
"1707","San Marino",2004,2.36894704225352
"1708","San Marino",2005,2.36576850132042
"1709","San Marino",2006,2.36258996038733
"1710","San Marino",2007,2.35941141945423
"1711","San Marino",2008,2.35623287852113
"1712","San Marino",2009,2.35305433758803
"1713","San Marino",2010,2.3098
"1714","San Marino",2011,2.38292
"1715","Seychelles",1985,10.23305
"1716","Seychelles",1986,9.7136
"1717","Seychelles",1987,9.09418268839528
"1718","Seychelles",1988,8.29189
"1719","Seychelles",1989,8.22952
"1720","Seychelles",1990,8.45330800809631
"1721","Seychelles",1991,8.23968311466336
"1722","Seychelles",1992,8.02605822123036
"1723","Seychelles",1993,7.81243332779735
"1724","Seychelles",1994,9.02171
"1725","Seychelles",1995,7.70369
"1726","Seychelles",1996,7.77922
"1727","Seychelles",1997,6.95793375406544
"1728","Seychelles",1998,5.99207
"1729","Seychelles",1999,5.261
"1730","Seychelles",2000,6.31705907376653
"1731","Seychelles",2001,6.10343418033352
"1732","Seychelles",2002,5.19333
"1733","Seychelles",2003,5.37493
"1734","Seychelles",2004,5.46255950003462
"1735","Seychelles",2005,5.24893460660161
"1736","Seychelles",2006,4.77012
"1737","Seychelles",2007,4.82168481973571
"1738","Seychelles",2008,4.6080599263027
"1739","Seychelles",2009,4.39443503286969
"1740","Seychelles",2010,4.18081013943674
"1741","Seychelles",2011,3.60644
"1742","Seychelles",2012,2.61393
"1743","Seychelles",2013,3.60813
"1744","Seychelles",2014,4.08368
"1745","Seychelles",2015,3.11268567227188
"1746","Seychelles",2016,4.41832
"1747","Singapore",1988,3.65584
"1748","Singapore",1989,3.91051609946358
"1749","Singapore",1990,3.87161076548016
"1750","Singapore",1991,3.83270543149675
"1751","Singapore",1992,3.79380009751333
"1752","Singapore",1993,3.7548947635299
"1753","Singapore",1994,3.71598942954648
"1754","Singapore",1995,3.67708409556307
"1755","Singapore",1996,3.63817876157965
"1756","Singapore",1997,3.59927342759623
"1757","Singapore",1998,3.56036809361281
"1758","Singapore",1999,3.52146275962939
"1759","Singapore",2000,3.32136
"1760","Singapore",2001,3.55138
"1761","Singapore",2002,3.90063
"1762","Singapore",2003,4.00778
"1763","Singapore",2004,3.67701
"1764","Singapore",2005,3.21966
"1765","Singapore",2006,2.86787
"1766","Singapore",2007,2.96336
"1767","Singapore",2008,2.77936
"1768","Singapore",2009,3.03184
"1769","Singapore",2010,3.10836
"1770","Singapore",2011,3.07419
"1771","Singapore",2012,3.10851
"1772","Singapore",2013,2.89769
"1773","Slovenia",1995,4.92384
"1774","Slovenia",1996,5.49536591589451
"1775","Slovenia",1997,5.49030566642908
"1776","Slovenia",1998,5.48524541696365
"1777","Slovenia",1999,5.48018516749822
"1778","Slovenia",2000,5.47512491803279
"1779","Slovenia",2001,5.75709
"1780","Slovenia",2002,5.65512
"1781","Slovenia",2003,5.69128
"1782","Slovenia",2004,5.63518
"1783","Slovenia",2005,5.58241
"1784","Slovenia",2006,5.57559
"1785","Slovenia",2007,5.10509
"1786","Slovenia",2008,5.10609
"1787","Slovenia",2009,5.56859
"1788","Slovenia",2010,5.56251
"1789","Slovenia",2011,5.56563
"1790","Slovenia",2012,5.64783
"1791","Slovenia",2013,5.43782
"1792","Slovenia",2014,5.29444
"1793","Slovenia",2015,4.91156
"1794","South Africa",1987,5.16433
"1795","South Africa",1988,5.29059
"1796","South Africa",1989,4.85255
"1797","South Africa",1990,5.12579
"1798","South Africa",1991,5.73735
"1799","South Africa",1992,5.27613170135713
"1800","South Africa",1993,5.88602
"1801","South Africa",1994,5.80609
"1802","South Africa",1995,5.33120534450895
"1803","South Africa",1996,5.57575
"1804","South Africa",1997,5.36792110661017
"1805","South Africa",1998,5.38627898766077
"1806","South Africa",1999,5.87523
"1807","South Africa",2000,5.44358
"1808","South Africa",2001,5.15948
"1809","South Africa",2002,5.06622
"1810","South Africa",2003,4.86485
"1811","South Africa",2004,5.06891
"1812","South Africa",2005,5.0632
"1813","South Africa",2006,5.07257
"1814","South Africa",2007,4.97414
"1815","South Africa",2008,4.866
"1816","South Africa",2009,5.24869
"1817","South Africa",2010,5.72174
"1818","South Africa",2011,5.96275
"1819","South Africa",2012,6.37164
"1820","South Africa",2013,6.01354
"1821","South Africa",2014,6.04662
"1822","South Africa",2015,5.95619
"1823","South Africa",2016,5.94059
"1824","Spain",1987,3.1367
"1825","Spain",1988,3.33737
"1826","Spain",1989,3.56145
"1827","Spain",1990,3.64349
"1828","Spain",1991,3.75254
"1829","Spain",1992,3.84761
"1830","Spain",1993,4.25645
"1831","Spain",1994,4.49689
"1832","Spain",1995,4.44671
"1833","Spain",1996,4.46852
"1834","Spain",1997,4.04645761316874
"1835","Spain",1998,4.30296
"1836","Spain",1999,4.27052
"1837","Spain",2000,4.17637
"1838","Spain",2001,4.11988
"1839","Spain",2002,4.13603
"1840","Spain",2003,4.16717
"1841","Spain",2004,4.14829
"1842","Spain",2005,4.13003
"1843","Spain",2006,4.16759
"1844","Spain",2007,4.23332
"1845","Spain",2008,4.50094
"1846","Spain",2009,4.86771
"1847","Spain",2010,4.81912
"1848","Spain",2011,4.86633
"1849","Spain",2012,4.43188
"1850","Spain",2013,4.32834
"1851","Spain",2014,4.2799
"1852","Spain",2015,4.27701
"1853","Sri Lanka",1985,2.57614
"1854","Sri Lanka",1986,2.80542
"1855","Sri Lanka",1987,2.64433
"1856","Sri Lanka",1988,2.82636
"1857","Sri Lanka",1989,2.75516
"1858","Sri Lanka",1990,2.41093
"1859","Sri Lanka",1991,2.91558
"1860","Sri Lanka",1992,2.73181032444832
"1861","Sri Lanka",1993,2.7041737273323
"1862","Sri Lanka",1994,3.10853
"1863","Sri Lanka",1995,2.9576
"1864","Sri Lanka",1996,3.3436
"1865","Sri Lanka",1997,2.59362733886825
"1866","Sri Lanka",1998,3.05142
"1867","Sri Lanka",1999,2.53835414463622
"1868","Sri Lanka",2000,2.5107175475202
"1869","Sri Lanka",2001,2.48308095040419
"1870","Sri Lanka",2002,2.45544435328818
"1871","Sri Lanka",2003,2.42780775617216
"1872","Sri Lanka",2004,2.40017115905615
"1873","Sri Lanka",2005,2.37253456194014
"1874","Sri Lanka",2006,2.34489796482412
"1875","Sri Lanka",2007,2.31726136770811
"1876","Sri Lanka",2008,2.28962477059209
"1877","Sri Lanka",2009,2.0559
"1878","Sri Lanka",2010,1.71774
"1879","Sri Lanka",2011,1.80861
"1880","Sri Lanka",2012,1.49617
"1881","Sri Lanka",2013,1.62107
"1882","Sri Lanka",2014,1.93288
"1883","Sri Lanka",2015,2.22875
"1884","Sri Lanka",2016,3.47508
"1885","Sweden",1990,5.28673
"1886","Sweden",1991,5.52166
"1887","Sweden",1992,5.3337
"1888","Sweden",1993,5.58579
"1889","Sweden",1994,6.02197547096534
"1890","Sweden",1995,6.2239
"1891","Sweden",1996,6.92501
"1892","Sweden",1997,6.22408435211437
"1893","Sweden",1998,7.16734
"1894","Sweden",1999,6.93026
"1895","Sweden",2000,6.81885
"1896","Sweden",2001,6.68601
"1897","Sweden",2002,7.00104
"1898","Sweden",2003,6.85764
"1899","Sweden",2004,6.72268
"1900","Sweden",2005,6.55951
"1901","Sweden",2006,6.41067
"1902","Sweden",2007,6.21507
"1903","Sweden",2008,6.39073
"1904","Sweden",2009,6.85779
"1905","Sweden",2010,6.62199
"1906","Sweden",2011,6.49112
"1907","Sweden",2012,7.65619
"1908","Sweden",2013,7.71774
"1909","Sweden",2014,7.68125
"1910","Sweden",2015,7.55132
"1911","Switzerland",1985,4.29915
"1912","Switzerland",1986,4.33565
"1913","Switzerland",1987,4.29062
"1914","Switzerland",1988,4.357
"1915","Switzerland",1989,4.26674
"1916","Switzerland",1990,4.52294
"1917","Switzerland",1991,4.68063
"1918","Switzerland",1992,4.68998200869667
"1919","Switzerland",1993,5.09206
"1920","Switzerland",1994,5.0553
"1921","Switzerland",1995,5.05943
"1922","Switzerland",1996,5.07192
"1923","Switzerland",1997,4.80751434918632
"1924","Switzerland",1998,4.88702
"1925","Switzerland",1999,4.89023
"1926","Switzerland",2000,4.7814
"1927","Switzerland",2001,4.95981
"1928","Switzerland",2002,5.31429
"1929","Switzerland",2003,5.52376
"1930","Switzerland",2004,5.44573
"1931","Switzerland",2005,5.2041
"1932","Switzerland",2006,4.96158
"1933","Switzerland",2007,4.68738
"1934","Switzerland",2008,4.86799
"1935","Switzerland",2009,5.04118
"1936","Switzerland",2010,4.92605
"1937","Switzerland",2011,4.96986
"1938","Switzerland",2012,5.03337
"1939","Switzerland",2013,5.04048
"1940","Switzerland",2014,5.05123
"1941","Switzerland",2015,5.10465
"1942","Thailand",1986,3.40798
"1943","Thailand",1987,3.11582
"1944","Thailand",1988,2.75342
"1945","Thailand",1989,2.50243
"1946","Thailand",1990,3.36668084313136
"1947","Thailand",1991,3.0886
"1948","Thailand",1992,3.04541
"1949","Thailand",1993,3.50465082121406
"1950","Thailand",1994,3.40523
"1951","Thailand",1995,3.14498
"1952","Thailand",1996,3.49961
"1953","Thailand",1997,4.5772
"1954","Thailand",1998,4.6257
"1955","Thailand",1999,4.83267
"1956","Thailand",2000,5.25346
"1957","Thailand",2001,4.81786
"1958","Thailand",2002,3.86492
"1959","Thailand",2003,3.72561
"1960","Thailand",2004,4.03089
"1961","Thailand",2005,3.93859
"1962","Thailand",2006,4.05038
"1963","Thailand",2007,3.60314
"1964","Thailand",2008,3.5085
"1965","Thailand",2009,3.86194
"1966","Thailand",2010,3.50844
"1967","Thailand",2011,4.80556
"1968","Thailand",2012,4.53671
"1969","Thailand",2013,4.12402
"1970","Trinidad and Tobago",1985,5.76775
"1971","Trinidad and Tobago",1986,4.67597482463842
"1972","Trinidad and Tobago",1987,4.55455503288042
"1973","Trinidad and Tobago",1988,4.43313524112241
"1974","Trinidad and Tobago",1989,4.19987
"1975","Trinidad and Tobago",1990,3.65413
"1976","Trinidad and Tobago",1991,4.06887586584841
"1977","Trinidad and Tobago",1992,3.94745607409041
"1978","Trinidad and Tobago",1993,3.82603628233241
"1979","Trinidad and Tobago",1994,3.43181
"1980","Trinidad and Tobago",1995,3.55855
"1981","Trinidad and Tobago",1996,3.24877
"1982","Trinidad and Tobago",1997,3.32521
"1983","Trinidad and Tobago",1998,2.43892
"1984","Trinidad and Tobago",1999,2.75612
"1985","Trinidad and Tobago",2000,2.75565
"1986","Trinidad and Tobago",2001,3.06529
"1987","Trinidad and Tobago",2002,3.54301
"1988","Trinidad and Tobago",2003,3.1366
"1989","Turkey",1985,1.73811
"1990","Turkey",1986,1.50957
"1991","Turkey",1987,1.62653766986372
"1992","Turkey",1988,1.71595899605592
"1993","Turkey",1989,1.80538032224811
"1994","Turkey",1990,1.89480164844028
"1995","Turkey",1991,1.98422297463247
"1996","Turkey",1992,2.07364430082464
"1997","Turkey",1993,3.36547
"1998","Turkey",1994,3.42483
"1999","Turkey",1995,2.25111
"2000","Turkey",1996,2.43132960559339
"2001","Turkey",1997,2.52075093178559
"2002","Turkey",1998,0
"2003","Turkey",1999,2.88664
"2004","Turkey",2000,2.52908
"2005","Turkey",2001,2.65434
"2006","Turkey",2002,2.74894
"2007","Turkey",2003,2.87663
"2008","Turkey",2004,3.0202
"2009","Turkey",2005,3.23612154132306
"2010","Turkey",2006,2.75063
"2011","Turkey",2007,3.41496419370742
"2012","Turkey",2008,3.50438551989961
"2013","Turkey",2009,3.59380684609181
"2014","Turkey",2010,3.68322817228398
"2015","Turkey",2011,3.77264949847617
"2016","Turkey",2012,4.419
"2017","Turkey",2013,4.3641
"2018","Turkey",2014,4.37116
"2019","Turkey",2015,4.29187
"2020","Turkmenistan",2012,3.04925
"2021","Ukraine",1997,5.45601
"2022","Ukraine",1998,4.44884
"2023","Ukraine",1999,3.61808
"2024","Ukraine",2000,4.16623
"2025","Ukraine",2001,4.68049
"2026","Ukraine",2002,5.43333
"2027","Ukraine",2003,5.60241
"2028","Ukraine",2004,5.30832
"2029","Ukraine",2005,6.05848
"2030","Ukraine",2006,6.20873
"2031","Ukraine",2007,6.1512
"2032","Ukraine",2008,6.42993
"2033","Ukraine",2009,7.31088
"2034","Ukraine",2010,6.05653988355172
"2035","Ukraine",2011,6.16237
"2036","Ukraine",2012,6.69233
"2037","Ukraine",2013,6.67166
"2038","Ukraine",2014,5.87494
"2039","Ukraine",2015,6.57181441048039
"2040","Ukraine",2016,5.01437
"2041","United Arab Emirates",1997,1.10944
"2042","United Kingdom",1985,4.59409
"2043","United Kingdom",1986,4.38084
"2044","United Kingdom",1987,4.37181
"2045","United Kingdom",1988,4.26831
"2046","United Kingdom",1989,4.12511
"2047","United Kingdom",1990,4.05552
"2048","United Kingdom",1991,4.12248
"2049","United Kingdom",1992,4.33449
"2050","United Kingdom",1993,4.39895112320922
"2051","United Kingdom",1994,4.85083
"2052","United Kingdom",1995,4.83926
"2053","United Kingdom",1996,4.40784
"2054","United Kingdom",1997,4.59272471633241
"2055","United Kingdom",1998,4.22992
"2056","United Kingdom",1999,4.02541
"2057","United Kingdom",2000,4.07179
"2058","United Kingdom",2001,4.14389
"2059","United Kingdom",2002,4.69248
"2060","United Kingdom",2003,4.84832
"2061","United Kingdom",2004,4.77278
"2062","United Kingdom",2005,4.97698
"2063","United Kingdom",2006,5.02086
"2064","United Kingdom",2007,4.9534
"2065","United Kingdom",2008,4.93553
"2066","United Kingdom",2009,5.13067
"2067","United Kingdom",2010,5.77046
"2068","United Kingdom",2011,5.67333
"2069","United Kingdom",2012,5.31937569054442
"2070","United Kingdom",2013,5.61871
"2071","United Kingdom",2014,5.69342
"2072","United Kingdom",2015,5.63148
"2073","United Kingdom",2016,5.54179
"2074","United States",2010,5.42001
"2075","United States",2011,5.2239
"2076","United States",2012,5.19486
"2077","United States",2013,4.94379
"2078","United States",2014,4.98948
"2079","Uruguay",1985,2.56679
"2080","Uruguay",1986,3.10283
"2081","Uruguay",1987,2.39416217319879
"2082","Uruguay",1988,2.41802508409607
"2083","Uruguay",1989,2.44188799499336
"2084","Uruguay",1990,2.46575090589064
"2085","Uruguay",1991,2.47908
"2086","Uruguay",1992,2.41153
"2087","Uruguay",1993,2.53733963858249
"2088","Uruguay",1994,2.27172
"2089","Uruguay",1995,2.5214
"2090","Uruguay",1996,2.86987
"2091","Uruguay",1997,2.63279128217164
"2092","Uruguay",1998,2.24337
"2093","Uruguay",1999,2.68051710396621
"2094","Uruguay",2000,2.42255
"2095","Uruguay",2001,2.80096
"2096","Uruguay",2002,2.3222
"2097","Uruguay",2003,2.06821
"2098","Uruguay",2004,2.49954
"2099","Uruguay",2005,2.71475
"2100","Uruguay",2006,2.88026
"2101","Uruguay",2007,2.8714203911445
"2102","Uruguay",2008,2.89528330204178
"2103","Uruguay",2009,2.91914621293907
"2104","Uruguay",2010,2.94300912383635
"2105","Uruguay",2011,4.35527
"2106","Uzbekistan",2013,7.28354
"2107","Uzbekistan",2014,7.31866
"2108","Uzbekistan",2015,7.07882
"2109","Uzbekistan",2016,6.91097
