"","Country","Year","unemployment_rate"
"1","Albania",1991,22.3239994
"2","Albania",1992,22.64699936
"3","Albania",1993,24.82600021
"4","Albania",1994,24.58300018
"5","Albania",1995,23.86100006
"6","Albania",1996,23.39800072
"7","Albania",1997,23.19499969
"8","Albania",1998,23.03300095
"9","Albania",1999,23.29000092
"10","Albania",2000,22.72999954
"11","Albania",2001,22.68000031
"12","Albania",2002,21.48800087
"13","Albania",2003,20.15299988
"14","Albania",2004,18.81800079
"15","Albania",2005,17.46299934
"16","Albania",2006,16.04000092
"17","Albania",2007,13.5
"18","Albania",2008,13.05000019
"19","Albania",2009,13.76000023
"20","Albania",2010,14.19999981
"21","Albania",2011,13.97999954
"22","Albania",2012,13.43999958
"23","Albania",2013,15.64000034
"24","Albania",2014,17.48999977
"25","Albania",2015,17.07999992
"26","Albania",2016,15.22000027
"27","Argentina",1991,5.440000057
"28","Argentina",1992,6.360000134
"29","Argentina",1993,10.10000038
"30","Argentina",1994,11.76000023
"31","Argentina",1995,18.79999924
"32","Argentina",1996,17.11000061
"33","Argentina",1997,14.81999969
"34","Argentina",1998,12.64999962
"35","Argentina",1999,14.05000019
"36","Argentina",2000,15
"37","Argentina",2001,17.31999969
"38","Argentina",2002,19.59000015
"39","Argentina",2003,15.35999966
"40","Argentina",2004,13.52000046
"41","Argentina",2005,11.51000023
"42","Argentina",2006,10.07999992
"43","Argentina",2007,8.470000267
"44","Argentina",2008,7.840000153
"45","Argentina",2009,8.649999619
"46","Argentina",2010,7.710000038
"47","Argentina",2011,7.179999828
"48","Argentina",2012,7.21999979
"49","Argentina",2013,7.099999905
"50","Argentina",2014,7.269999981
"51","Argentina",2015,7.151000023
"52","Argentina",2016,8.696000099
"53","Armenia",1991,1.978999972
"54","Armenia",1992,1.799999952
"55","Armenia",1993,5.300000191
"56","Armenia",1994,6.599999905
"57","Armenia",1995,6.699999809
"58","Armenia",1996,9.300000191
"59","Armenia",1997,10.80000019
"60","Armenia",1998,9.399999619
"61","Armenia",1999,11.19999981
"62","Armenia",2000,11.94299984
"63","Armenia",2001,12.73900032
"64","Armenia",2002,13.72599983
"65","Armenia",2003,14.52900028
"66","Armenia",2004,15.32299995
"67","Armenia",2005,16.06599998
"68","Armenia",2006,16.82799911
"69","Armenia",2007,17.51799965
"70","Armenia",2008,17.98500061
"71","Armenia",2009,18.73999977
"72","Armenia",2010,19.01000023
"73","Armenia",2011,18.44000053
"74","Armenia",2012,17.30999947
"75","Armenia",2013,16.18000031
"76","Armenia",2014,17.5
"77","Armenia",2015,18.26000023
"78","Armenia",2016,18.04000092
"79","Australia",1991,9.579999924
"80","Australia",1992,10.72999954
"81","Australia",1993,10.86999989
"82","Australia",1994,9.720000267
"83","Australia",1995,8.470000267
"84","Australia",1996,8.510000229
"85","Australia",1997,8.359999657
"86","Australia",1998,7.679999828
"87","Australia",1999,6.869999886
"88","Australia",2000,6.28000021
"89","Australia",2001,6.739999771
"90","Australia",2002,6.369999886
"91","Australia",2003,5.929999828
"92","Australia",2004,5.389999866
"93","Australia",2005,5.03000021
"94","Australia",2006,4.78000021
"95","Australia",2007,4.380000114
"96","Australia",2008,4.230000019
"97","Australia",2009,5.559999943
"98","Australia",2010,5.210000038
"99","Australia",2011,5.079999924
"100","Australia",2012,5.21999979
"101","Australia",2013,5.659999847
"102","Australia",2014,6.070000172
"103","Australia",2015,6.059999943
"104","Australia",2016,5.71999979
"105","Austria",1991,3.420000076
"106","Austria",1992,3.589999914
"107","Austria",1993,4.25
"108","Austria",1994,3.529999971
"109","Austria",1995,4.349999905
"110","Austria",1996,5.28000021
"111","Austria",1997,5.150000095
"112","Austria",1998,5.519999981
"113","Austria",1999,4.699999809
"114","Austria",2000,4.690000057
"115","Austria",2001,4.010000229
"116","Austria",2002,4.849999905
"117","Austria",2003,4.78000021
"118","Austria",2004,5.829999924
"119","Austria",2005,5.630000114
"120","Austria",2006,5.239999771
"121","Austria",2007,4.860000134
"122","Austria",2008,4.130000114
"123","Austria",2009,5.300000191
"124","Austria",2010,4.820000172
"125","Austria",2011,4.559999943
"126","Austria",2012,4.869999886
"127","Austria",2013,5.329999924
"128","Austria",2014,5.619999886
"129","Austria",2015,5.71999979
"130","Austria",2016,6.010000229
"131","Azerbaijan",1991,9.126999855
"132","Azerbaijan",1992,7.781000137
"133","Azerbaijan",1993,7.790999889
"134","Azerbaijan",1994,8.404000282
"135","Azerbaijan",1995,8.390000343
"136","Azerbaijan",1996,11.54199982
"137","Azerbaijan",1997,12.0710001
"138","Azerbaijan",1998,11.92500019
"139","Azerbaijan",1999,12.27700043
"140","Azerbaijan",2000,11.80000019
"141","Azerbaijan",2001,10.89999962
"142","Azerbaijan",2002,10
"143","Azerbaijan",2003,9.25
"144","Azerbaijan",2004,8
"145","Azerbaijan",2005,7.300000191
"146","Azerbaijan",2006,6.619999886
"147","Azerbaijan",2007,6.539999962
"148","Azerbaijan",2008,6.050000191
"149","Azerbaijan",2009,5.739999771
"150","Azerbaijan",2010,5.630000114
"151","Azerbaijan",2011,5.420000076
"152","Azerbaijan",2012,5.190000057
"153","Azerbaijan",2013,4.96999979
"154","Azerbaijan",2014,4.909999847
"155","Azerbaijan",2015,4.960000038
"156","Azerbaijan",2016,5
"157","Bahrain",1991,1.279000044
"158","Bahrain",1992,1.274999976
"159","Bahrain",1993,1.282999992
"160","Bahrain",1994,1.299999952
"161","Bahrain",1995,1.300999999
"162","Bahrain",1996,1.30400002
"163","Bahrain",1997,1.315999985
"164","Bahrain",1998,1.315999985
"165","Bahrain",1999,1.317000031
"166","Bahrain",2000,1.31400001
"167","Bahrain",2001,1.355999947
"168","Bahrain",2002,1.353999972
"169","Bahrain",2003,1.33099997
"170","Bahrain",2004,1.307999969
"171","Bahrain",2005,1.274999976
"172","Bahrain",2006,1.271000028
"173","Bahrain",2007,1.243999958
"174","Bahrain",2008,1.207999945
"175","Bahrain",2009,1.175999999
"176","Bahrain",2010,1.129999995
"177","Bahrain",2011,1.230000019
"178","Bahrain",2012,1.200000048
"179","Bahrain",2013,1.207000017
"180","Bahrain",2014,1.213000059
"181","Bahrain",2015,1.208999991
"182","Bahrain",2016,1.215000033
"183","Barbados",1991,22.96100044
"184","Barbados",1992,22.94000053
"185","Barbados",1993,24.54000092
"186","Barbados",1994,22.97999954
"187","Barbados",1995,19.65999985
"188","Barbados",1996,14.71000004
"189","Barbados",1997,14.60999966
"190","Barbados",1998,12.39999962
"191","Barbados",1999,10.60999966
"192","Barbados",2000,9.350000381
"193","Barbados",2001,9.850000381
"194","Barbados",2002,10.31999969
"195","Barbados",2003,11
"196","Barbados",2004,9.75
"197","Barbados",2005,9.06000042
"198","Barbados",2006,8.720000267
"199","Barbados",2007,7.449999809
"200","Barbados",2008,8.069999695
"201","Barbados",2009,10.02000046
"202","Barbados",2010,10.68999958
"203","Barbados",2011,11.14000034
"204","Barbados",2012,11.57999992
"205","Barbados",2013,11.55000019
"206","Barbados",2014,12.17000008
"207","Barbados",2015,11.35000038
"208","Barbados",2016,9.720000267
"209","Belarus",1991,0.832000017
"210","Belarus",1992,0.588999987
"211","Belarus",1993,0.602999985
"212","Belarus",1994,0.619000018
"213","Belarus",1995,0.630999982
"214","Belarus",1996,0.896000028
"215","Belarus",1997,0.902999997
"216","Belarus",1998,0.893999994
"217","Belarus",1999,0.927999973
"218","Belarus",2000,0.907999992
"219","Belarus",2001,0.899999976
"220","Belarus",2002,0.916999996
"221","Belarus",2003,0.908999979
"222","Belarus",2004,0.899999976
"223","Belarus",2005,0.880999982
"224","Belarus",2006,0.875
"225","Belarus",2007,0.879000008
"226","Belarus",2008,0.870999992
"227","Belarus",2009,0.899999976
"228","Belarus",2010,1.149999976
"229","Belarus",2011,0.680000007
"230","Belarus",2012,0.620000005
"231","Belarus",2013,0.50999999
"232","Belarus",2014,0.49000001
"233","Belarus",2015,0.493000001
"234","Belarus",2016,0.488000005
"235","Belgium",1991,6.989999771
"236","Belgium",1992,6.699999809
"237","Belgium",1993,8.079999924
"238","Belgium",1994,9.649999619
"239","Belgium",1995,9.340000153
"240","Belgium",1996,9.479999542
"241","Belgium",1997,8.960000038
"242","Belgium",1998,9.319999695
"243","Belgium",1999,8.649999619
"244","Belgium",2000,6.590000153
"245","Belgium",2001,6.179999828
"246","Belgium",2002,6.909999847
"247","Belgium",2003,7.679999828
"248","Belgium",2004,7.360000134
"249","Belgium",2005,8.43999958
"250","Belgium",2006,8.25
"251","Belgium",2007,7.460000038
"252","Belgium",2008,6.980000019
"253","Belgium",2009,7.909999847
"254","Belgium",2010,8.289999962
"255","Belgium",2011,7.139999866
"256","Belgium",2012,7.539999962
"257","Belgium",2013,8.430000305
"258","Belgium",2014,8.520000458
"259","Belgium",2015,8.479999542
"260","Belgium",2016,7.829999924
"261","Belize",1991,3.799999952
"262","Belize",1992,6.784999847
"263","Belize",1993,9.770000458
"264","Belize",1994,11.10000038
"265","Belize",1995,12.47999954
"266","Belize",1996,13.81999969
"267","Belize",1997,12.68000031
"268","Belize",1998,14.31000042
"269","Belize",1999,12.84000015
"270","Belize",2000,10.95499992
"271","Belize",2001,9.069999695
"272","Belize",2002,10.03999996
"273","Belize",2003,10.28199959
"274","Belize",2004,10.52499962
"275","Belize",2005,11.01000023
"276","Belize",2006,9.390000343
"277","Belize",2007,8.510000229
"278","Belize",2008,8.180000305
"279","Belize",2009,9.902000427
"280","Belize",2010,11.41600037
"281","Belize",2011,12.93099976
"282","Belize",2012,14.27000046
"283","Belize",2013,11.68000031
"284","Belize",2014,11.56999969
"285","Belize",2015,9.970000267
"286","Belize",2016,7.909999847
"287","Bosnia and Herzegovina",1991,17.54999924
"288","Bosnia and Herzegovina",1992,18.48900032
"289","Bosnia and Herzegovina",1993,20.35099983
"290","Bosnia and Herzegovina",1994,24.1970005
"291","Bosnia and Herzegovina",1995,26.42300034
"292","Bosnia and Herzegovina",1996,26.07500076
"293","Bosnia and Herzegovina",1997,26.1779995
"294","Bosnia and Herzegovina",1998,26.34499931
"295","Bosnia and Herzegovina",1999,26.99099922
"296","Bosnia and Herzegovina",2000,26.0739994
"297","Bosnia and Herzegovina",2001,26.42399979
"298","Bosnia and Herzegovina",2002,27.71999931
"299","Bosnia and Herzegovina",2003,28.23999977
"300","Bosnia and Herzegovina",2004,29.5189991
"301","Bosnia and Herzegovina",2005,30.06999969
"302","Bosnia and Herzegovina",2006,31.10000038
"303","Bosnia and Herzegovina",2007,28.93000031
"304","Bosnia and Herzegovina",2008,23.29999924
"305","Bosnia and Herzegovina",2009,24.03000069
"306","Bosnia and Herzegovina",2010,27.20000076
"307","Bosnia and Herzegovina",2011,27.60000038
"308","Bosnia and Herzegovina",2012,28.04999924
"309","Bosnia and Herzegovina",2013,27.45000076
"310","Bosnia and Herzegovina",2014,27.52000046
"311","Bosnia and Herzegovina",2015,27.69400024
"312","Bosnia and Herzegovina",2016,25.05999947
"313","Brazil",1991,5.645999908
"314","Brazil",1992,6.420000076
"315","Brazil",1993,6.03000021
"316","Brazil",1994,6.097000122
"317","Brazil",1995,5.949999809
"318","Brazil",1996,6.769999981
"319","Brazil",1997,7.679999828
"320","Brazil",1998,8.899999619
"321","Brazil",1999,9.609999657
"322","Brazil",2000,9.795000076
"323","Brazil",2001,9.350000381
"324","Brazil",2002,9.109999657
"325","Brazil",2003,9.729999542
"326","Brazil",2004,8.890000343
"327","Brazil",2005,9.31000042
"328","Brazil",2006,8.390000343
"329","Brazil",2007,8.090000153
"330","Brazil",2008,7.626999855
"331","Brazil",2009,8.279999733
"332","Brazil",2010,7.256999969
"333","Brazil",2011,6.690000057
"334","Brazil",2012,7.190000057
"335","Brazil",2013,6.989999771
"336","Brazil",2014,6.670000076
"337","Brazil",2015,8.43999958
"338","Brazil",2016,11.60999966
"339","Bulgaria",1991,21.24399948
"340","Bulgaria",1992,21.48600006
"341","Bulgaria",1993,21.38999939
"342","Bulgaria",1994,20.17000008
"343","Bulgaria",1995,15.90999985
"344","Bulgaria",1996,13.75
"345","Bulgaria",1997,13.69999981
"346","Bulgaria",1998,12.19999981
"347","Bulgaria",1999,14.10000038
"348","Bulgaria",2000,16.21999931
"349","Bulgaria",2001,19.92000008
"350","Bulgaria",2002,18.11000061
"351","Bulgaria",2003,13.72999954
"352","Bulgaria",2004,12.03999996
"353","Bulgaria",2005,10.07999992
"354","Bulgaria",2006,8.949999809
"355","Bulgaria",2007,6.880000114
"356","Bulgaria",2008,5.610000134
"357","Bulgaria",2009,6.820000172
"358","Bulgaria",2010,10.27999973
"359","Bulgaria",2011,11.26000023
"360","Bulgaria",2012,12.27000046
"361","Bulgaria",2013,12.93999958
"362","Bulgaria",2014,11.42000008
"363","Bulgaria",2015,9.140000343
"364","Bulgaria",2016,7.570000172
"365","Cabo Verde",1991,11.83399963
"366","Cabo Verde",1992,11.77900028
"367","Cabo Verde",1993,11.73099995
"368","Cabo Verde",1994,11.67700005
"369","Cabo Verde",1995,11.63199997
"370","Cabo Verde",1996,11.58699989
"371","Cabo Verde",1997,11.56000042
"372","Cabo Verde",1998,11.54100037
"373","Cabo Verde",1999,11.52999973
"374","Cabo Verde",2000,11.51399994
"375","Cabo Verde",2001,11.47200012
"376","Cabo Verde",2002,11.42800045
"377","Cabo Verde",2003,11.38099957
"378","Cabo Verde",2004,11.31400013
"379","Cabo Verde",2005,11.23900032
"380","Cabo Verde",2006,11.13700008
"381","Cabo Verde",2007,11.02700043
"382","Cabo Verde",2008,10.90799999
"383","Cabo Verde",2009,10.78299999
"384","Cabo Verde",2010,10.67000008
"385","Cabo Verde",2011,10.57699966
"386","Cabo Verde",2012,10.50699997
"387","Cabo Verde",2013,10.42500019
"388","Cabo Verde",2014,10.34799957
"389","Cabo Verde",2015,10.27499962
"390","Cabo Verde",2016,10.32499981
"391","Canada",1991,10.31999969
"392","Canada",1992,11.19999981
"393","Canada",1993,11.38000011
"394","Canada",1994,10.39999962
"395","Canada",1995,9.489999771
"396","Canada",1996,9.619999886
"397","Canada",1997,9.100000381
"398","Canada",1998,8.279999733
"399","Canada",1999,7.579999924
"400","Canada",2000,6.829999924
"401","Canada",2001,7.21999979
"402","Canada",2002,7.659999847
"403","Canada",2003,7.570000172
"404","Canada",2004,7.190000057
"405","Canada",2005,6.760000229
"406","Canada",2006,6.320000172
"407","Canada",2007,6.039999962
"408","Canada",2008,6.139999866
"409","Canada",2009,8.340000153
"410","Canada",2010,8.06000042
"411","Canada",2011,7.510000229
"412","Canada",2012,7.289999962
"413","Canada",2013,7.070000172
"414","Canada",2014,6.909999847
"415","Canada",2015,6.909999847
"416","Canada",2016,7
"417","Chile",1991,5.230000019
"418","Chile",1992,4.349999905
"419","Chile",1993,4.489999771
"420","Chile",1994,5.869999886
"421","Chile",1995,4.699999809
"422","Chile",1996,6.329999924
"423","Chile",1997,6.119999886
"424","Chile",1998,6.340000153
"425","Chile",1999,9.81000042
"426","Chile",2000,9.159999847
"427","Chile",2001,9.130000114
"428","Chile",2002,8.93999958
"429","Chile",2003,8.5
"430","Chile",2004,8.81000042
"431","Chile",2005,8
"432","Chile",2006,7.690000057
"433","Chile",2007,7.139999866
"434","Chile",2008,7.800000191
"435","Chile",2009,9.68999958
"436","Chile",2010,8.420000076
"437","Chile",2011,7.340000153
"438","Chile",2012,6.659999847
"439","Chile",2013,6.210000038
"440","Chile",2014,6.659999847
"441","Chile",2015,6.510000229
"442","Chile",2016,6.739999771
"443","Colombia",1991,10.11999989
"444","Colombia",1992,9.43999958
"445","Colombia",1993,7.800000191
"446","Colombia",1994,8.25
"447","Colombia",1995,8.720000267
"448","Colombia",1996,11.81000042
"449","Colombia",1997,12.14000034
"450","Colombia",1998,15
"451","Colombia",1999,20.05999947
"452","Colombia",2000,20.52000046
"453","Colombia",2001,15.03999996
"454","Colombia",2002,15.63000011
"455","Colombia",2003,14.18999958
"456","Colombia",2004,13.72000027
"457","Colombia",2005,11.86999989
"458","Colombia",2006,12.69999981
"459","Colombia",2007,11.19999981
"460","Colombia",2008,11.27000046
"461","Colombia",2009,12.06999969
"462","Colombia",2010,10.88000011
"463","Colombia",2011,10.18999958
"464","Colombia",2012,9.81000042
"465","Colombia",2013,9.18999958
"466","Colombia",2014,8.529999733
"467","Colombia",2015,8.239999771
"468","Colombia",2016,8.350000381
"469","Costa Rica",1991,5.369999886
"470","Costa Rica",1992,3.930000067
"471","Costa Rica",1993,3.950000048
"472","Costa Rica",1994,4.039999962
"473","Costa Rica",1995,5.179999828
"474","Costa Rica",1996,6.159999847
"475","Costa Rica",1997,5.679999828
"476","Costa Rica",1998,5.329999924
"477","Costa Rica",1999,5.889999866
"478","Costa Rica",2000,5.079999924
"479","Costa Rica",2001,5.909999847
"480","Costa Rica",2002,6.329999924
"481","Costa Rica",2003,6.559999943
"482","Costa Rica",2004,6.389999866
"483","Costa Rica",2005,6.570000172
"484","Costa Rica",2006,5.739999771
"485","Costa Rica",2007,4.489999771
"486","Costa Rica",2008,4.78000021
"487","Costa Rica",2009,7.710000038
"488","Costa Rica",2010,8.920000076
"489","Costa Rica",2011,10.18000031
"490","Costa Rica",2012,9.899999619
"491","Costa Rica",2013,8.960000038
"492","Costa Rica",2014,9.119999886
"493","Costa Rica",2015,9.260000229
"494","Costa Rica",2016,8.979999542
"495","Croatia",1991,11.14000034
"496","Croatia",1992,10.85900021
"497","Croatia",1993,10.65600014
"498","Croatia",1994,11.64900017
"499","Croatia",1995,10.9289999
"500","Croatia",1996,9.949999809
"501","Croatia",1997,9.909999847
"502","Croatia",1998,11.39000034
"503","Croatia",1999,13.56000042
"504","Croatia",2000,16.05999947
"505","Croatia",2001,15.81999969
"506","Croatia",2002,15.05000019
"507","Croatia",2003,13.92000008
"508","Croatia",2004,13.65999985
"509","Croatia",2005,12.60000038
"510","Croatia",2006,11.13000011
"511","Croatia",2007,9.909999847
"512","Croatia",2008,8.529999733
"513","Croatia",2009,9.199999809
"514","Croatia",2010,11.61999989
"515","Croatia",2011,13.68000031
"516","Croatia",2012,15.93000031
"517","Croatia",2013,17.25
"518","Croatia",2014,17.29000092
"519","Croatia",2015,16.18000031
"520","Croatia",2016,13.10000038
"521","Cuba",1991,9.19299984
"522","Cuba",1992,9.050999641
"523","Cuba",1993,8.914999962
"524","Cuba",1994,8.461999893
"525","Cuba",1995,8.270000458
"526","Cuba",1996,7.610000134
"527","Cuba",1997,7.099999905
"528","Cuba",1998,6.230000019
"529","Cuba",1999,6.260000229
"530","Cuba",2000,5.449999809
"531","Cuba",2001,4.079999924
"532","Cuba",2002,3.309999943
"533","Cuba",2003,2.329999924
"534","Cuba",2004,1.850000024
"535","Cuba",2005,1.950000048
"536","Cuba",2006,1.899999976
"537","Cuba",2007,1.789999962
"538","Cuba",2008,1.580000043
"539","Cuba",2009,1.669999957
"540","Cuba",2010,2.5
"541","Cuba",2011,3.180000067
"542","Cuba",2012,3.460000038
"543","Cuba",2013,3.289999962
"544","Cuba",2014,2.700000048
"545","Cuba",2015,2.400000095
"546","Cuba",2016,2.489000082
"547","Cyprus",1991,2.792000055
"548","Cyprus",1992,2.089999914
"549","Cyprus",1993,3.323999882
"550","Cyprus",1994,3.111999989
"551","Cyprus",1995,3.405999899
"552","Cyprus",1996,4.840000153
"553","Cyprus",1997,5.092000008
"554","Cyprus",1998,5.112999916
"555","Cyprus",1999,5.699999809
"556","Cyprus",2000,4.980000019
"557","Cyprus",2001,3.970000029
"558","Cyprus",2002,3.309999943
"559","Cyprus",2003,4.130000114
"560","Cyprus",2004,4.320000172
"561","Cyprus",2005,5.309999943
"562","Cyprus",2006,4.539999962
"563","Cyprus",2007,3.910000086
"564","Cyprus",2008,3.650000095
"565","Cyprus",2009,5.360000134
"566","Cyprus",2010,6.260000229
"567","Cyprus",2011,7.869999886
"568","Cyprus",2012,11.78999996
"569","Cyprus",2013,15.88000011
"570","Cyprus",2014,16.07999992
"571","Cyprus",2015,14.92000008
"572","Cyprus",2016,12.94999981
"573","Czech Republic",1991,2.269999981
"574","Czech Republic",1992,3.295000076
"575","Czech Republic",1993,4.320000172
"576","Czech Republic",1994,4.300000191
"577","Czech Republic",1995,4.019999981
"578","Czech Republic",1996,3.890000105
"579","Czech Republic",1997,4.269999981
"580","Czech Republic",1998,5.900000095
"581","Czech Republic",1999,8.489999771
"582","Czech Republic",2000,8.760000229
"583","Czech Republic",2001,7.989999771
"584","Czech Republic",2002,7.019999981
"585","Czech Republic",2003,7.539999962
"586","Czech Republic",2004,8.210000038
"587","Czech Republic",2005,7.929999828
"588","Czech Republic",2006,7.150000095
"589","Czech Republic",2007,5.320000172
"590","Czech Republic",2008,4.389999866
"591","Czech Republic",2009,6.659999847
"592","Czech Republic",2010,7.28000021
"593","Czech Republic",2011,6.710000038
"594","Czech Republic",2012,6.980000019
"595","Czech Republic",2013,6.949999809
"596","Czech Republic",2014,6.110000134
"597","Czech Republic",2015,5.050000191
"598","Czech Republic",2016,3.950000048
"599","Denmark",1991,9.100000381
"600","Denmark",1992,9.029999733
"601","Denmark",1993,10.72000027
"602","Denmark",1994,8.039999962
"603","Denmark",1995,6.989999771
"604","Denmark",1996,6.840000153
"605","Denmark",1997,5.400000095
"606","Denmark",1998,5.039999962
"607","Denmark",1999,5.139999866
"608","Denmark",2000,4.480000019
"609","Denmark",2001,4.159999847
"610","Denmark",2002,4.269999981
"611","Denmark",2003,5.400000095
"612","Denmark",2004,5.199999809
"613","Denmark",2005,4.829999924
"614","Denmark",2006,3.900000095
"615","Denmark",2007,3.799999952
"616","Denmark",2008,3.430000067
"617","Denmark",2009,6.010000229
"618","Denmark",2010,7.460000038
"619","Denmark",2011,7.570000172
"620","Denmark",2012,7.53000021
"621","Denmark",2013,7
"622","Denmark",2014,6.590000153
"623","Denmark",2015,6.170000076
"624","Denmark",2016,6.179999828
"625","Ecuador",1991,5.809999943
"626","Ecuador",1992,8.899999619
"627","Ecuador",1993,8.329999924
"628","Ecuador",1994,7.130000114
"629","Ecuador",1995,6.849999905
"630","Ecuador",1996,10.38000011
"631","Ecuador",1997,9.170000076
"632","Ecuador",1998,11.48999977
"633","Ecuador",1999,14.42000008
"634","Ecuador",2000,8.979999542
"635","Ecuador",2001,10.71000004
"636","Ecuador",2002,9.069999695
"637","Ecuador",2003,11.43999958
"638","Ecuador",2004,8.550000191
"639","Ecuador",2005,7.739999771
"640","Ecuador",2006,7.690000057
"641","Ecuador",2007,6.070000172
"642","Ecuador",2008,7.309999943
"643","Ecuador",2009,6.46999979
"644","Ecuador",2010,4.090000153
"645","Ecuador",2011,3.460000038
"646","Ecuador",2012,3.230000019
"647","Ecuador",2013,3.079999924
"648","Ecuador",2014,3.480000019
"649","Ecuador",2015,3.619999886
"650","Ecuador",2016,4.599999905
"651","El Salvador",1991,7.53000021
"652","El Salvador",1992,7.880000114
"653","El Salvador",1993,9.93999958
"654","El Salvador",1994,7.679999828
"655","El Salvador",1995,7.650000095
"656","El Salvador",1996,7.679999828
"657","El Salvador",1997,7.980000019
"658","El Salvador",1998,7.099999905
"659","El Salvador",1999,6.679999828
"660","El Salvador",2000,6.960000038
"661","El Salvador",2001,6.960000038
"662","El Salvador",2002,5.730000019
"663","El Salvador",2003,6.260000229
"664","El Salvador",2004,6.050000191
"665","El Salvador",2005,7.21999979
"666","El Salvador",2006,6.570000172
"667","El Salvador",2007,6.409999847
"668","El Salvador",2008,5.880000114
"669","El Salvador",2009,7.329999924
"670","El Salvador",2010,4.889999866
"671","El Salvador",2011,4.300000191
"672","El Salvador",2012,3.849999905
"673","El Salvador",2013,3.690000057
"674","El Salvador",2014,4.159999847
"675","El Salvador",2015,4
"676","El Salvador",2016,4.420000076
"677","Estonia",1991,1.470000029
"678","Estonia",1992,3.680000067
"679","Estonia",1993,6.539999962
"680","Estonia",1994,7.559999943
"681","Estonia",1995,9.659999847
"682","Estonia",1996,9.920000076
"683","Estonia",1997,10.36999989
"684","Estonia",1998,9.510000229
"685","Estonia",1999,11.56999969
"686","Estonia",2000,13.35999966
"687","Estonia",2001,13.13000011
"688","Estonia",2002,10.02999973
"689","Estonia",2003,11.28999996
"690","Estonia",2004,10.25
"691","Estonia",2005,8.029999733
"692","Estonia",2006,5.909999847
"693","Estonia",2007,4.590000153
"694","Estonia",2008,5.449999809
"695","Estonia",2009,13.55000019
"696","Estonia",2010,16.70999908
"697","Estonia",2011,12.32999992
"698","Estonia",2012,10.02000046
"699","Estonia",2013,8.630000114
"700","Estonia",2014,7.349999905
"701","Estonia",2015,6.190000057
"702","Estonia",2016,6.760000229
"703","Fiji",1991,5.929999828
"704","Fiji",1992,5.349999905
"705","Fiji",1993,5.880000114
"706","Fiji",1994,5.699999809
"707","Fiji",1995,5.400000095
"708","Fiji",1996,5.78000021
"709","Fiji",1997,6.144000053
"710","Fiji",1998,6.639999866
"711","Fiji",1999,7.197999954
"712","Fiji",2000,7.522999763
"713","Fiji",2001,7.951000214
"714","Fiji",2002,8.329999924
"715","Fiji",2003,8.220000267
"716","Fiji",2004,4.699999809
"717","Fiji",2005,4.619999886
"718","Fiji",2006,6.631000042
"719","Fiji",2007,8.569999695
"720","Fiji",2008,8.93999958
"721","Fiji",2009,8.720000267
"722","Fiji",2010,8.909999847
"723","Fiji",2011,9.020000458
"724","Fiji",2012,9
"725","Fiji",2013,7.578999996
"726","Fiji",2014,6.170000076
"727","Fiji",2015,6.098999977
"728","Fiji",2016,6.237999916
"729","Finland",1991,6.5
"730","Finland",1992,11.59000015
"731","Finland",1993,16.20000076
"732","Finland",1994,16.43000031
"733","Finland",1995,17
"734","Finland",1996,15.56999969
"735","Finland",1997,14.97000027
"736","Finland",1998,13.21000004
"737","Finland",1999,11.68999958
"738","Finland",2000,11.13000011
"739","Finland",2001,10.28999996
"740","Finland",2002,10.42000008
"741","Finland",2003,10.47000027
"742","Finland",2004,10.35999966
"743","Finland",2005,8.380000114
"744","Finland",2006,7.71999979
"745","Finland",2007,6.849999905
"746","Finland",2008,6.369999886
"747","Finland",2009,8.25
"748","Finland",2010,8.390000343
"749","Finland",2011,7.78000021
"750","Finland",2012,7.690000057
"751","Finland",2013,8.18999958
"752","Finland",2014,8.659999847
"753","Finland",2015,9.380000114
"754","Finland",2016,8.819999695
"755","France",1991,9.130000114
"756","France",1992,10.21000004
"757","France",1993,11.31999969
"758","France",1994,12.59000015
"759","France",1995,11.84000015
"760","France",1996,12.36999989
"761","France",1997,12.56999969
"762","France",1998,12.06999969
"763","France",1999,11.97999954
"764","France",2000,10.22000027
"765","France",2001,8.609999657
"766","France",2002,8.699999809
"767","France",2003,8.31000042
"768","France",2004,8.909999847
"769","France",2005,8.489999771
"770","France",2006,8.449999809
"771","France",2007,7.659999847
"772","France",2008,7.059999943
"773","France",2009,8.739999771
"774","France",2010,8.869999886
"775","France",2011,8.81000042
"776","France",2012,9.399999619
"777","France",2013,9.920000076
"778","France",2014,10.30000019
"779","France",2015,10.35999966
"780","France",2016,10.06000042
"781","Georgia",1991,10.08699989
"782","Georgia",1992,9.395000458
"783","Georgia",1993,9.508999825
"784","Georgia",1994,10.13599968
"785","Georgia",1995,12.04699993
"786","Georgia",1996,14.43299961
"787","Georgia",1997,14.73999977
"788","Georgia",1998,14.55000019
"789","Georgia",1999,13.80000019
"790","Georgia",2000,10.81999969
"791","Georgia",2001,11.15999985
"792","Georgia",2002,12.59000015
"793","Georgia",2003,11.51000023
"794","Georgia",2004,12.61999989
"795","Georgia",2005,13.81000042
"796","Georgia",2006,13.57999992
"797","Georgia",2007,13.27999973
"798","Georgia",2008,16.46999931
"799","Georgia",2009,16.84000015
"800","Georgia",2010,16.29999924
"801","Georgia",2011,15.06000042
"802","Georgia",2012,15.03999996
"803","Georgia",2013,14.56000042
"804","Georgia",2014,12.35000038
"805","Georgia",2015,11.96000004
