"","Country","Year","fertility_rate"
"1","Albania",1985,3.269
"2","Albania",1986,3.217
"3","Albania",1987,3.164
"4","Albania",1988,3.108
"5","Albania",1989,3.046
"6","Albania",1990,2.978
"7","Albania",1991,2.905
"8","Albania",1992,2.829
"9","Albania",1993,2.751
"10","Albania",1994,2.672
"11","Albania",1995,2.591
"12","Albania",1996,2.507
"13","Albania",1997,2.422
"14","Albania",1998,2.334
"15","Albania",1999,2.246
"16","Albania",2000,2.157
"17","Albania",2001,2.068
"18","Albania",2002,1.981
"19","Albania",2003,1.897
"20","Albania",2004,1.821
"21","Albania",2005,1.754
"22","Albania",2006,1.703
"23","Albania",2007,1.668
"24","Albania",2008,1.65
"25","Albania",2009,1.646
"26","Albania",2010,1.653
"27","Albania",2011,1.668
"28","Albania",2012,1.685
"29","Albania",2013,1.7
"30","Albania",2014,1.71
"31","Albania",2015,1.714
"32","Albania",2016,1.713
"33","Antigua and Barbuda",1985,2.092
"34","Antigua and Barbuda",1986,2.082
"35","Antigua and Barbuda",1987,2.07
"36","Antigua and Barbuda",1988,2.062
"37","Antigua and Barbuda",1989,2.058
"38","Antigua and Barbuda",1990,2.061
"39","Antigua and Barbuda",1991,2.073
"40","Antigua and Barbuda",1992,2.096
"41","Antigua and Barbuda",1993,2.128
"42","Antigua and Barbuda",1994,2.166
"43","Antigua and Barbuda",1995,2.208
"44","Antigua and Barbuda",1996,2.248
"45","Antigua and Barbuda",1997,2.281
"46","Antigua and Barbuda",1998,2.304
"47","Antigua and Barbuda",1999,2.316
"48","Antigua and Barbuda",2000,2.316
"49","Antigua and Barbuda",2001,2.305
"50","Antigua and Barbuda",2002,2.288
"51","Antigua and Barbuda",2003,2.268
"52","Antigua and Barbuda",2004,2.246
"53","Antigua and Barbuda",2005,2.224
"54","Antigua and Barbuda",2006,2.203
"55","Antigua and Barbuda",2007,2.183
"56","Antigua and Barbuda",2008,2.164
"57","Antigua and Barbuda",2009,2.146
"58","Antigua and Barbuda",2010,2.13
"59","Antigua and Barbuda",2011,2.115
"60","Antigua and Barbuda",2012,2.102
"61","Antigua and Barbuda",2013,2.089
"62","Antigua and Barbuda",2014,2.076
"63","Antigua and Barbuda",2015,2.063
"64","Antigua and Barbuda",2016,2.051
"65","Argentina",1985,3.093
"66","Argentina",1986,3.073
"67","Argentina",1987,3.056
"68","Argentina",1988,3.037
"69","Argentina",1989,3.016
"70","Argentina",1990,2.989
"71","Argentina",1991,2.954
"72","Argentina",1992,2.913
"73","Argentina",1993,2.866
"74","Argentina",1994,2.815
"75","Argentina",1995,2.762
"76","Argentina",1996,2.711
"77","Argentina",1997,2.664
"78","Argentina",1998,2.623
"79","Argentina",1999,2.589
"80","Argentina",2000,2.561
"81","Argentina",2001,2.537
"82","Argentina",2002,2.516
"83","Argentina",2003,2.495
"84","Argentina",2004,2.474
"85","Argentina",2005,2.452
"86","Argentina",2006,2.432
"87","Argentina",2007,2.413
"88","Argentina",2008,2.396
"89","Argentina",2009,2.382
"90","Argentina",2010,2.37
"91","Argentina",2011,2.358
"92","Argentina",2012,2.347
"93","Argentina",2013,2.335
"94","Argentina",2014,2.322
"95","Argentina",2015,2.308
"96","Argentina",2016,2.293
"97","Armenia",1985,2.559
"98","Armenia",1986,2.578
"99","Armenia",1987,2.591
"100","Armenia",1988,2.592
"101","Armenia",1989,2.578
"102","Armenia",1990,2.544
"103","Armenia",1991,2.484
"104","Armenia",1992,2.4
"105","Armenia",1993,2.297
"106","Armenia",1994,2.179
"107","Armenia",1995,2.056
"108","Armenia",1996,1.938
"109","Armenia",1997,1.832
"110","Armenia",1998,1.747
"111","Armenia",1999,1.685
"112","Armenia",2000,1.648
"113","Armenia",2001,1.635
"114","Armenia",2002,1.637
"115","Armenia",2003,1.648
"116","Armenia",2004,1.665
"117","Armenia",2005,1.681
"118","Armenia",2006,1.694
"119","Armenia",2007,1.702
"120","Armenia",2008,1.706
"121","Armenia",2009,1.703
"122","Armenia",2010,1.693
"123","Armenia",2011,1.68
"124","Armenia",2012,1.664
"125","Armenia",2013,1.648
"126","Armenia",2014,1.634
"127","Armenia",2015,1.622
"128","Armenia",2016,1.612
"129","Aruba",1985,2.332
"130","Aruba",1986,2.32
"131","Aruba",1987,2.307
"132","Aruba",1988,2.291
"133","Aruba",1989,2.272
"134","Aruba",1990,2.249
"135","Aruba",1991,2.221
"136","Aruba",1992,2.187
"137","Aruba",1993,2.149
"138","Aruba",1994,2.108
"139","Aruba",1995,2.064
"140","Aruba",1996,2.021
"141","Aruba",1997,1.978
"142","Aruba",1998,1.939
"143","Aruba",1999,1.903
"144","Aruba",2000,1.872
"145","Aruba",2001,1.846
"146","Aruba",2002,1.823
"147","Aruba",2003,1.803
"148","Aruba",2004,1.787
"149","Aruba",2005,1.774
"150","Aruba",2006,1.766
"151","Aruba",2007,1.763
"152","Aruba",2008,1.764
"153","Aruba",2009,1.769
"154","Aruba",2010,1.776
"155","Aruba",2011,1.783
"156","Aruba",2012,1.791
"157","Aruba",2013,1.796
"158","Aruba",2014,1.8
"159","Aruba",2015,1.801
"160","Aruba",2016,1.8
"161","Australia",1985,1.923
"162","Australia",1986,1.868
"163","Australia",1987,1.845
"164","Australia",1988,1.831
"165","Australia",1989,1.838
"166","Australia",1990,1.902
"167","Australia",1991,1.849
"168","Australia",1992,1.888
"169","Australia",1993,1.859
"170","Australia",1994,1.842
"171","Australia",1995,1.822
"172","Australia",1996,1.796
"173","Australia",1997,1.778
"174","Australia",1998,1.762
"175","Australia",1999,1.755
"176","Australia",2000,1.756
"177","Australia",2001,1.739
"178","Australia",2002,1.756
"179","Australia",2003,1.748
"180","Australia",2004,1.768
"181","Australia",2005,1.807
"182","Australia",2006,1.908
"183","Australia",2007,1.959
"184","Australia",2008,1.984
"185","Australia",2009,1.971
"186","Australia",2010,1.928
"187","Australia",2011,1.926
"188","Australia",2012,1.917
"189","Australia",2013,1.851
"190","Australia",2014,1.821
"191","Australia",2015,1.809
"192","Australia",2016,1.809
"193","Austria",1985,1.47
"194","Austria",1986,1.45
"195","Austria",1987,1.43
"196","Austria",1988,1.45
"197","Austria",1989,1.45
"198","Austria",1990,1.46
"199","Austria",1991,1.51
"200","Austria",1992,1.51
"201","Austria",1993,1.5
"202","Austria",1994,1.47
"203","Austria",1995,1.42
"204","Austria",1996,1.45
"205","Austria",1997,1.39
"206","Austria",1998,1.37
"207","Austria",1999,1.34
"208","Austria",2000,1.36
"209","Austria",2001,1.33
"210","Austria",2002,1.39
"211","Austria",2003,1.38
"212","Austria",2004,1.42
"213","Austria",2005,1.41
"214","Austria",2006,1.41
"215","Austria",2007,1.38
"216","Austria",2008,1.42
"217","Austria",2009,1.39
"218","Austria",2010,1.44
"219","Austria",2011,1.43
"220","Austria",2012,1.44
"221","Austria",2013,1.44
"222","Austria",2014,1.47
"223","Austria",2015,1.49
"224","Austria",2016,1.49
"225","Azerbaijan",1985,2.91
"226","Azerbaijan",1986,2.9
"227","Azerbaijan",1987,2.9026
"228","Azerbaijan",1988,2.8
"229","Azerbaijan",1989,2.8
"230","Azerbaijan",1990,2.74
"231","Azerbaijan",1991,2.87
"232","Azerbaijan",1992,2.74
"233","Azerbaijan",1993,2.7
"234","Azerbaijan",1994,2.52
"235","Azerbaijan",1995,2.29
"236","Azerbaijan",1996,2.06
"237","Azerbaijan",1997,2.07
"238","Azerbaijan",1998,2
"239","Azerbaijan",1999,2.07
"240","Azerbaijan",2000,2
"241","Azerbaijan",2001,1.8
"242","Azerbaijan",2002,1.8
"243","Azerbaijan",2003,1.9
"244","Azerbaijan",2004,2.0535
"245","Azerbaijan",2005,2
"246","Azerbaijan",2006,1.97
"247","Azerbaijan",2007,1.97
"248","Azerbaijan",2008,1.9
"249","Azerbaijan",2009,1.82
"250","Azerbaijan",2010,1.92
"251","Azerbaijan",2011,1.96
"252","Azerbaijan",2012,2
"253","Azerbaijan",2013,1.98
"254","Azerbaijan",2014,1.97
"255","Azerbaijan",2015,1.94
"256","Azerbaijan",2016,1.94
"257","Bahrain",1985,4.36
"258","Bahrain",1986,4.245
"259","Bahrain",1987,4.124
"260","Bahrain",1988,3.997
"261","Bahrain",1989,3.866
"262","Bahrain",1990,3.732
"263","Bahrain",1991,3.599
"264","Bahrain",1992,3.471
"265","Bahrain",1993,3.352
"266","Bahrain",1994,3.244
"267","Bahrain",1995,3.147
"268","Bahrain",1996,3.062
"269","Bahrain",1997,2.987
"270","Bahrain",1998,2.919
"271","Bahrain",1999,2.856
"272","Bahrain",2000,2.795
"273","Bahrain",2001,2.731
"274","Bahrain",2002,2.663
"275","Bahrain",2003,2.59
"276","Bahrain",2004,2.514
"277","Bahrain",2005,2.436
"278","Bahrain",2006,2.363
"279","Bahrain",2007,2.297
"280","Bahrain",2008,2.241
"281","Bahrain",2009,2.197
"282","Bahrain",2010,2.164
"283","Bahrain",2011,2.139
"284","Bahrain",2012,2.118
"285","Bahrain",2013,2.098
"286","Bahrain",2014,2.078
"287","Bahrain",2015,2.056
"288","Bahrain",2016,2.033
"289","Barbados",1985,1.83
"290","Barbados",1986,1.805
"291","Barbados",1987,1.782
"292","Barbados",1988,1.765
"293","Barbados",1989,1.75
"294","Barbados",1990,1.74
"295","Barbados",1991,1.733
"296","Barbados",1992,1.729
"297","Barbados",1993,1.728
"298","Barbados",1994,1.729
"299","Barbados",1995,1.73
"300","Barbados",1996,1.733
"301","Barbados",1997,1.736
"302","Barbados",1998,1.739
"303","Barbados",1999,1.742
"304","Barbados",2000,1.744
"305","Barbados",2001,1.746
"306","Barbados",2002,1.749
"307","Barbados",2003,1.752
"308","Barbados",2004,1.755
"309","Barbados",2005,1.759
"310","Barbados",2006,1.763
"311","Barbados",2007,1.768
"312","Barbados",2008,1.772
"313","Barbados",2009,1.777
"314","Barbados",2010,1.781
"315","Barbados",2011,1.785
"316","Barbados",2012,1.788
"317","Barbados",2013,1.791
"318","Barbados",2014,1.794
"319","Barbados",2015,1.796
"320","Barbados",2016,1.797
"321","Belarus",1985,2.09
"322","Belarus",1986,2.09
"323","Belarus",1987,2.03
"324","Belarus",1988,2.031
"325","Belarus",1989,2.026
"326","Belarus",1990,1.913
"327","Belarus",1991,1.805
"328","Belarus",1992,1.764
"329","Belarus",1993,1.623
"330","Belarus",1994,1.533
"331","Belarus",1995,1.406
"332","Belarus",1996,1.335
"333","Belarus",1997,1.25
"334","Belarus",1998,1.3
"335","Belarus",1999,1.31
"336","Belarus",2000,1.317
"337","Belarus",2001,1.286
"338","Belarus",2002,1.24
"339","Belarus",2003,1.232
"340","Belarus",2004,1.233
"341","Belarus",2005,1.252
"342","Belarus",2006,1.335
"343","Belarus",2007,1.429
"344","Belarus",2008,1.488
"345","Belarus",2009,1.509
"346","Belarus",2010,1.494
"347","Belarus",2011,1.515
"348","Belarus",2012,1.62
"349","Belarus",2013,1.668
"350","Belarus",2014,1.696
"351","Belarus",2015,1.724
"352","Belarus",2016,1.733
"353","Belgium",1985,1.51
"354","Belgium",1986,1.54
"355","Belgium",1987,1.54
"356","Belgium",1988,1.57
"357","Belgium",1989,1.58
"358","Belgium",1990,1.62
"359","Belgium",1991,1.66
"360","Belgium",1992,1.65
"361","Belgium",1993,1.61
"362","Belgium",1994,1.56
"363","Belgium",1995,1.56
"364","Belgium",1996,1.59
"365","Belgium",1997,1.6
"366","Belgium",1998,1.6
"367","Belgium",1999,1.62
"368","Belgium",2000,1.67
"369","Belgium",2001,1.67
"370","Belgium",2002,1.65
"371","Belgium",2003,1.67
"372","Belgium",2004,1.72
"373","Belgium",2005,1.76
"374","Belgium",2006,1.8
"375","Belgium",2007,1.82
"376","Belgium",2008,1.85
"377","Belgium",2009,1.84
"378","Belgium",2010,1.86
"379","Belgium",2011,1.81
"380","Belgium",2012,1.79
"381","Belgium",2013,1.75
"382","Belgium",2014,1.74
"383","Belgium",2015,1.7
"384","Belgium",2016,1.7
"385","Belize",1985,5.019
"386","Belize",1986,4.886
"387","Belize",1987,4.771
"388","Belize",1988,4.671
"389","Belize",1989,4.584
"390","Belize",1990,4.508
"391","Belize",1991,4.436
"392","Belize",1992,4.363
"393","Belize",1993,4.286
"394","Belize",1994,4.201
"395","Belize",1995,4.109
"396","Belize",1996,4.01
"397","Belize",1997,3.908
"398","Belize",1998,3.805
"399","Belize",1999,3.703
"400","Belize",2000,3.6
"401","Belize",2001,3.496
"402","Belize",2002,3.39
"403","Belize",2003,3.282
"404","Belize",2004,3.175
"405","Belize",2005,3.072
"406","Belize",2006,2.977
"407","Belize",2007,2.893
"408","Belize",2008,2.821
"409","Belize",2009,2.762
"410","Belize",2010,2.715
"411","Belize",2011,2.676
"412","Belize",2012,2.642
"413","Belize",2013,2.61
"414","Belize",2014,2.578
"415","Belize",2015,2.544
"416","Belize",2016,2.51
"417","Bosnia and Herzegovina",1985,1.932
"418","Bosnia and Herzegovina",1986,1.9
"419","Bosnia and Herzegovina",1987,1.868
"420","Bosnia and Herzegovina",1988,1.835
"421","Bosnia and Herzegovina",1989,1.803
"422","Bosnia and Herzegovina",1990,1.772
"423","Bosnia and Herzegovina",1991,1.748
"424","Bosnia and Herzegovina",1992,1.73
"425","Bosnia and Herzegovina",1993,1.72
"426","Bosnia and Herzegovina",1994,1.713
"427","Bosnia and Herzegovina",1995,1.706
"428","Bosnia and Herzegovina",1996,1.69
"429","Bosnia and Herzegovina",1997,1.662
"430","Bosnia and Herzegovina",1998,1.619
"431","Bosnia and Herzegovina",1999,1.562
"432","Bosnia and Herzegovina",2000,1.497
"433","Bosnia and Herzegovina",2001,1.432
"434","Bosnia and Herzegovina",2002,1.374
"435","Bosnia and Herzegovina",2003,1.33
"436","Bosnia and Herzegovina",2004,1.301
"437","Bosnia and Herzegovina",2005,1.288
"438","Bosnia and Herzegovina",2006,1.287
"439","Bosnia and Herzegovina",2007,1.291
"440","Bosnia and Herzegovina",2008,1.297
"441","Bosnia and Herzegovina",2009,1.302
"442","Bosnia and Herzegovina",2010,1.306
"443","Bosnia and Herzegovina",2011,1.309
"444","Bosnia and Herzegovina",2012,1.314
"445","Bosnia and Herzegovina",2013,1.322
"446","Bosnia and Herzegovina",2014,1.332
"447","Bosnia and Herzegovina",2015,1.345
"448","Bosnia and Herzegovina",2016,1.36
"449","Brazil",1985,3.488
"450","Brazil",1986,3.358
"451","Brazil",1987,3.232
"452","Brazil",1988,3.113
"453","Brazil",1989,3.005
"454","Brazil",1990,2.909
"455","Brazil",1991,2.827
"456","Brazil",1992,2.756
"457","Brazil",1993,2.694
"458","Brazil",1994,2.638
"459","Brazil",1995,2.586
"460","Brazil",1996,2.535
"461","Brazil",1997,2.482
"462","Brazil",1998,2.426
"463","Brazil",1999,2.365
"464","Brazil",2000,2.3
"465","Brazil",2001,2.232
"466","Brazil",2002,2.163
"467","Brazil",2003,2.096
"468","Brazil",2004,2.033
"469","Brazil",2005,1.975
"470","Brazil",2006,1.926
"471","Brazil",2007,1.884
"472","Brazil",2008,1.851
"473","Brazil",2009,1.824
"474","Brazil",2010,1.805
"475","Brazil",2011,1.79
"476","Brazil",2012,1.777
"477","Brazil",2013,1.765
"478","Brazil",2014,1.753
"479","Brazil",2015,1.74
"480","Brazil",2016,1.726
"481","Bulgaria",1985,1.97
"482","Bulgaria",1986,2.02
"483","Bulgaria",1987,1.96
"484","Bulgaria",1988,1.97
"485","Bulgaria",1989,1.9
"486","Bulgaria",1990,1.82
"487","Bulgaria",1991,1.66
"488","Bulgaria",1992,1.55
"489","Bulgaria",1993,1.46
"490","Bulgaria",1994,1.37
"491","Bulgaria",1995,1.23
"492","Bulgaria",1996,1.23
"493","Bulgaria",1997,1.09
"494","Bulgaria",1998,1.11
"495","Bulgaria",1999,1.23
"496","Bulgaria",2000,1.26
"497","Bulgaria",2001,1.21
"498","Bulgaria",2002,1.23
"499","Bulgaria",2003,1.26
"500","Bulgaria",2004,1.33
"501","Bulgaria",2005,1.37
"502","Bulgaria",2006,1.44
"503","Bulgaria",2007,1.49
"504","Bulgaria",2008,1.56
"505","Bulgaria",2009,1.66
"506","Bulgaria",2010,1.57
"507","Bulgaria",2011,1.51
"508","Bulgaria",2012,1.5
"509","Bulgaria",2013,1.48
"510","Bulgaria",2014,1.53
"511","Bulgaria",2015,1.53
"512","Bulgaria",2016,1.53
"513","Cabo Verde",1985,5.883
"514","Cabo Verde",1986,5.784
"515","Cabo Verde",1987,5.68
"516","Cabo Verde",1988,5.565
"517","Cabo Verde",1989,5.441
"518","Cabo Verde",1990,5.307
"519","Cabo Verde",1991,5.162
"520","Cabo Verde",1992,5.011
"521","Cabo Verde",1993,4.856
"522","Cabo Verde",1994,4.698
"523","Cabo Verde",1995,4.539
"524","Cabo Verde",1996,4.38
"525","Cabo Verde",1997,4.222
"526","Cabo Verde",1998,4.065
"527","Cabo Verde",1999,3.911
"528","Cabo Verde",2000,3.762
"529","Cabo Verde",2001,3.62
"530","Cabo Verde",2002,3.484
"531","Cabo Verde",2003,3.357
"532","Cabo Verde",2004,3.237
"533","Cabo Verde",2005,3.126
"534","Cabo Verde",2006,3.022
"535","Cabo Verde",2007,2.925
"536","Cabo Verde",2008,2.833
"537","Cabo Verde",2009,2.747
"538","Cabo Verde",2010,2.666
"539","Cabo Verde",2011,2.593
"540","Cabo Verde",2012,2.528
"541","Cabo Verde",2013,2.47
"542","Cabo Verde",2014,2.419
"543","Cabo Verde",2015,2.374
"544","Cabo Verde",2016,2.334
"545","Canada",1985,1.67
"546","Canada",1986,1.675
"547","Canada",1987,1.68
"548","Canada",1988,1.68
"549","Canada",1989,1.77
"550","Canada",1990,1.83
"551","Canada",1991,1.7
"552","Canada",1992,1.71
"553","Canada",1993,1.7
"554","Canada",1994,1.6695
"555","Canada",1995,1.639
"556","Canada",1996,1.592
"557","Canada",1997,1.55
"558","Canada",1998,1.53
"559","Canada",1999,1.51
"560","Canada",2000,1.49
"561","Canada",2001,1.505
"562","Canada",2002,1.52
"563","Canada",2003,1.53
"564","Canada",2004,1.53
"565","Canada",2005,1.54
"566","Canada",2006,1.5862
"567","Canada",2007,1.6589
"568","Canada",2008,1.6808
"569","Canada",2009,1.668
"570","Canada",2010,1.6269
"571","Canada",2011,1.61
"572","Canada",2012,1.6142
"573","Canada",2013,1.587
"574","Canada",2014,1.5818
"575","Canada",2015,1.6
"576","Canada",2016,1.6
"577","Chile",1985,2.667
"578","Chile",1986,2.654
"579","Chile",1987,2.637
"580","Chile",1988,2.614
"581","Chile",1989,2.584
"582","Chile",1990,2.547
"583","Chile",1991,2.503
"584","Chile",1992,2.456
"585","Chile",1993,2.408
"586","Chile",1994,2.36
"587","Chile",1995,2.313
"588","Chile",1996,2.269
"589","Chile",1997,2.225
"590","Chile",1998,2.183
"591","Chile",1999,2.144
"592","Chile",2000,2.107
"593","Chile",2001,2.074
"594","Chile",2002,2.046
"595","Chile",2003,2.022
"596","Chile",2004,2.001
"597","Chile",2005,1.982
"598","Chile",2006,1.964
"599","Chile",2007,1.945
"600","Chile",2008,1.925
"601","Chile",2009,1.903
"602","Chile",2010,1.879
"603","Chile",2011,1.856
"604","Chile",2012,1.834
"605","Chile",2013,1.815
"606","Chile",2014,1.798
"607","Chile",2015,1.785
"608","Chile",2016,1.774
"609","Colombia",1985,3.42
"610","Colombia",1986,3.32
"611","Colombia",1987,3.227
"612","Colombia",1988,3.142
"613","Colombia",1989,3.065
"614","Colombia",1990,2.994
"615","Colombia",1991,2.927
"616","Colombia",1992,2.86
"617","Colombia",1993,2.794
"618","Colombia",1994,2.727
"619","Colombia",1995,2.66
"620","Colombia",1996,2.596
"621","Colombia",1997,2.535
"622","Colombia",1998,2.481
"623","Colombia",1999,2.432
"624","Colombia",2000,2.389
"625","Colombia",2001,2.349
"626","Colombia",2002,2.311
"627","Colombia",2003,2.274
"628","Colombia",2004,2.236
"629","Colombia",2005,2.197
"630","Colombia",2006,2.157
"631","Colombia",2007,2.118
"632","Colombia",2008,2.08
"633","Colombia",2009,2.044
"634","Colombia",2010,2.01
"635","Colombia",2011,1.978
"636","Colombia",2012,1.948
"637","Colombia",2013,1.921
"638","Colombia",2014,1.897
"639","Colombia",2015,1.874
"640","Colombia",2016,1.853
"641","Costa Rica",1985,3.411
"642","Costa Rica",1986,3.371
"643","Costa Rica",1987,3.328
"644","Costa Rica",1988,3.281
"645","Costa Rica",1989,3.229
"646","Costa Rica",1990,3.172
"647","Costa Rica",1991,3.11
"648","Costa Rica",1992,3.044
"649","Costa Rica",1993,2.973
"650","Costa Rica",1994,2.899
"651","Costa Rica",1995,2.821
"652","Costa Rica",1996,2.737
"653","Costa Rica",1997,2.649
"654","Costa Rica",1998,2.557
"655","Costa Rica",1999,2.463
"656","Costa Rica",2000,2.373
"657","Costa Rica",2001,2.29
"658","Costa Rica",2002,2.216
"659","Costa Rica",2003,2.155
"660","Costa Rica",2004,2.105
"661","Costa Rica",2005,2.065
"662","Costa Rica",2006,2.034
"663","Costa Rica",2007,2.006
"664","Costa Rica",2008,1.979
"665","Costa Rica",2009,1.951
"666","Costa Rica",2010,1.922
"667","Costa Rica",2011,1.893
"668","Costa Rica",2012,1.866
"669","Costa Rica",2013,1.841
"670","Costa Rica",2014,1.819
"671","Costa Rica",2015,1.8
"672","Costa Rica",2016,1.783
"673","Croatia",1985,1.82
"674","Croatia",1986,1.76
"675","Croatia",1987,1.64
"676","Croatia",1988,1.79
"677","Croatia",1989,1.63
"678","Croatia",1990,1.63
"679","Croatia",1991,1.53
"680","Croatia",1992,1.48
"681","Croatia",1993,1.52
"682","Croatia",1994,1.47
"683","Croatia",1995,1.58
"684","Croatia",1996,1.67
"685","Croatia",1997,1.69
"686","Croatia",1998,1.45
"687","Croatia",1999,1.38
"688","Croatia",2000,1.39
"689","Croatia",2001,1.46
"690","Croatia",2002,1.42
"691","Croatia",2003,1.41
"692","Croatia",2004,1.43
"693","Croatia",2005,1.5
"694","Croatia",2006,1.47
"695","Croatia",2007,1.48
"696","Croatia",2008,1.55
"697","Croatia",2009,1.58
"698","Croatia",2010,1.55
"699","Croatia",2011,1.48
"700","Croatia",2012,1.51
"701","Croatia",2013,1.46
"702","Croatia",2014,1.46
"703","Croatia",2015,1.4
"704","Croatia",2016,1.4
"705","Cuba",1985,1.837
"706","Cuba",1986,1.836
"707","Cuba",1987,1.826
"708","Cuba",1988,1.809
"709","Cuba",1989,1.782
"710","Cuba",1990,1.75
"711","Cuba",1991,1.715
"712","Cuba",1992,1.684
"713","Cuba",1993,1.66
"714","Cuba",1994,1.645
"715","Cuba",1995,1.637
"716","Cuba",1996,1.635
"717","Cuba",1997,1.634
"718","Cuba",1998,1.631
"719","Cuba",1999,1.625
"720","Cuba",2000,1.617
"721","Cuba",2001,1.606
"722","Cuba",2002,1.594
"723","Cuba",2003,1.583
"724","Cuba",2004,1.575
"725","Cuba",2005,1.57
"726","Cuba",2006,1.572
"727","Cuba",2007,1.581
"728","Cuba",2008,1.596
"729","Cuba",2009,1.616
"730","Cuba",2010,1.639
"731","Cuba",2011,1.663
"732","Cuba",2012,1.685
"733","Cuba",2013,1.702
"734","Cuba",2014,1.713
"735","Cuba",2015,1.72
"736","Cuba",2016,1.722
"737","Cyprus",1985,2.458
"738","Cyprus",1986,2.456
"739","Cyprus",1987,2.45
"740","Cyprus",1988,2.442
"741","Cyprus",1989,2.43
"742","Cyprus",1990,2.411
"743","Cyprus",1991,2.381
"744","Cyprus",1992,2.337
"745","Cyprus",1993,2.278
"746","Cyprus",1994,2.206
"747","Cyprus",1995,2.124
"748","Cyprus",1996,2.036
"749","Cyprus",1997,1.946
"750","Cyprus",1998,1.861
"751","Cyprus",1999,1.783
"752","Cyprus",2000,1.716
"753","Cyprus",2001,1.66
"754","Cyprus",2002,1.614
"755","Cyprus",2003,1.576
"756","Cyprus",2004,1.545
"757","Cyprus",2005,1.52
"758","Cyprus",2006,1.498
"759","Cyprus",2007,1.479
"760","Cyprus",2008,1.461
"761","Cyprus",2009,1.443
"762","Cyprus",2010,1.424
"763","Cyprus",2011,1.405
"764","Cyprus",2012,1.388
"765","Cyprus",2013,1.373
"766","Cyprus",2014,1.36
"767","Cyprus",2015,1.35
"768","Cyprus",2016,1.343
"769","Czech Republic",1985,1.95
"770","Czech Republic",1986,1.92
"771","Czech Republic",1987,1.91
"772","Czech Republic",1988,1.94
"773","Czech Republic",1989,1.87
"774","Czech Republic",1990,1.9
"775","Czech Republic",1991,1.86
"776","Czech Republic",1992,1.71
"777","Czech Republic",1993,1.67
"778","Czech Republic",1994,1.44
"779","Czech Republic",1995,1.28
"780","Czech Republic",1996,1.18
"781","Czech Republic",1997,1.17
"782","Czech Republic",1998,1.16
"783","Czech Republic",1999,1.13
"784","Czech Republic",2000,1.15
"785","Czech Republic",2001,1.15
"786","Czech Republic",2002,1.17
"787","Czech Republic",2003,1.18
"788","Czech Republic",2004,1.23
"789","Czech Republic",2005,1.29
"790","Czech Republic",2006,1.34
"791","Czech Republic",2007,1.45
"792","Czech Republic",2008,1.51
"793","Czech Republic",2009,1.51
"794","Czech Republic",2010,1.51
"795","Czech Republic",2011,1.43
"796","Czech Republic",2012,1.45
"797","Czech Republic",2013,1.46
"798","Czech Republic",2014,1.53
"799","Czech Republic",2015,1.57
"800","Czech Republic",2016,1.57
"801","Denmark",1985,1.45
"802","Denmark",1986,1.48
"803","Denmark",1987,1.5
"804","Denmark",1988,1.56
"805","Denmark",1989,1.62
"806","Denmark",1990,1.67
"807","Denmark",1991,1.68
"808","Denmark",1992,1.76
"809","Denmark",1993,1.75
"810","Denmark",1994,1.81
"811","Denmark",1995,1.8
"812","Denmark",1996,1.75
"813","Denmark",1997,1.75
"814","Denmark",1998,1.72
"815","Denmark",1999,1.73
"816","Denmark",2000,1.77
"817","Denmark",2001,1.74
"818","Denmark",2002,1.72
"819","Denmark",2003,1.76
"820","Denmark",2004,1.78
"821","Denmark",2005,1.8
"822","Denmark",2006,1.85
"823","Denmark",2007,1.84
"824","Denmark",2008,1.89
"825","Denmark",2009,1.84
"826","Denmark",2010,1.87
"827","Denmark",2011,1.75
"828","Denmark",2012,1.73
"829","Denmark",2013,1.67
"830","Denmark",2014,1.69
"831","Denmark",2015,1.71
"832","Denmark",2016,1.71
"833","Dominica",1987,3
"834","Dominica",1988,2.80700218818379
"835","Dominica",1989,2.73785557986869
"836","Dominica",1990,2.6687089715536
"837","Dominica",1991,2.59956236323848
"838","Dominica",1992,2.5
"839","Dominica",1993,2.46126914660829
"840","Dominica",1994,2.39212253829319
"841","Dominica",1995,2.3229759299781
"842","Dominica",1996,2.25382932166301
"843","Dominica",1997,1.9
"844","Dominica",1998,2.11553610503279
"845","Dominica",1999,2.04638949671769
"846","Dominica",2000,1.9772428884026
"847","Dominica",2001,1.90809628008751
"848","Dominica",2002,1.9
"849","Dominica",2003,1.9
"850","Ecuador",1985,4.213
"851","Ecuador",1986,4.123
"852","Ecuador",1987,4.034
"853","Ecuador",1988,3.945
"854","Ecuador",1989,3.856
"855","Ecuador",1990,3.767
"856","Ecuador",1991,3.679
"857","Ecuador",1992,3.594
"858","Ecuador",1993,3.514
"859","Ecuador",1994,3.437
"860","Ecuador",1995,3.364
"861","Ecuador",1996,3.294
"862","Ecuador",1997,3.225
"863","Ecuador",1998,3.157
"864","Ecuador",1999,3.09
"865","Ecuador",2000,3.027
"866","Ecuador",2001,2.968
"867","Ecuador",2002,2.914
"868","Ecuador",2003,2.868
"869","Ecuador",2004,2.828
"870","Ecuador",2005,2.793
"871","Ecuador",2006,2.763
"872","Ecuador",2007,2.736
"873","Ecuador",2008,2.71
"874","Ecuador",2009,2.684
"875","Ecuador",2010,2.656
"876","Ecuador",2011,2.628
"877","Ecuador",2012,2.599
"878","Ecuador",2013,2.571
"879","Ecuador",2014,2.542
"880","Ecuador",2015,2.514
