"","Country","Year","Fertility","AgeAtBirth","OutOfWedlock","Marriage","Divorce","TwoParents","SingleParent","OtherParent"
"795","Slovak Republic","2016","1.5",NA,NA,"5.5","1.7","85.6","13.5","1.0"
"796","Slovenia","1990","1.5","25.9","24.5","4.3","0.9",NA,NA,NA
"797","Slovenia","1991","1.4","26.1","26.4","4.1","0.9",NA,NA,NA
"798","Slovenia","1992","1.3","26.2","27.7","4.6","1.0",NA,NA,NA
"799","Slovenia","1993","1.3","26.6","28.0","4.5","1.0",NA,NA,NA
"800","Slovenia","1994","1.3","26.8","28.8","4.2","1.0",NA,NA,NA
"801","Slovenia","1995","1.3","27.1","29.8","4.1","0.8",NA,NA,NA
"802","Slovenia","1996","1.3","27.3","31.9","3.8","1.0",NA,NA,NA
"803","Slovenia","1997","1.3","27.5","32.7","3.8","1.0",NA,NA,NA
"804","Slovenia","1998","1.2","27.8","33.6","3.8","1.0",NA,NA,NA
"805","Slovenia","1999","1.2","28.0","35.4","3.9","1.0",NA,NA,NA
"806","Slovenia","2000","1.3","28.2","37.1","3.6","1.1",NA,NA,NA
"807","Slovenia","2001","1.2","28.5","39.4","3.5","1.1",NA,NA,NA
"808","Slovenia","2002","1.2","28.8","40.2","3.5","1.2",NA,NA,NA
"809","Slovenia","2003","1.2","28.9","42.5","3.4","1.2",NA,NA,NA
"810","Slovenia","2004","1.3","29.2","44.8","3.3","1.2",NA,NA,NA
"811","Slovenia","2005","1.3","29.4","46.7","2.9","1.3","86.5","13.1","0.4"
"812","Slovenia","2006","1.3","29.6","47.2","3.2","1.2","85.9","13.4","0.8"
"813","Slovenia","2007","1.4","29.8","50.8","3.2","1.3","86.7","12.8","0.5"
"814","Slovenia","2008","1.5","29.9","52.8","3.3","1.1","87.1","12.3","0.6"
"815","Slovenia","2009","1.5","30.0","53.6","3.2","1.1","88.3","11.0","0.6"
"816","Slovenia","2010","1.6","30.1","55.7","3.2","1.2","86.4","13.0","0.6"
"817","Slovenia","2011","1.6","30.1","56.8","3.2","1.1","85.7","13.6","0.7"
"818","Slovenia","2012","1.6","30.1","57.6","3.4","1.2","86.4","13.2","0.4"
"819","Slovenia","2013","1.6","30.1","58.0","3.0","1.1","87.2","12.5","0.4"
"820","Slovenia","2014","1.6","30.2","58.3","3.2","1.2","85.9","13.7","0.5"
"821","Slovenia","2015","1.6",NA,NA,"3.1","1.2","85.2","14.3","0.5"
"822","Slovenia","2016","1.6",NA,NA,"3.2","1.2","84.9","14.4","0.8"
"823","Slovenia","2017",NA,NA,NA,NA,NA,"86.4","13.2","0.4"
"824","Spain","1990","1.4","28.9","9.6","5.7","0.6",NA,NA,NA
"825","Spain","1991","1.3","29.0","10.0","5.6","0.7",NA,NA,NA
"826","Spain","1992","1.3","29.2","10.5","5.6","0.7",NA,NA,NA
"827","Spain","1993","1.3","29.5","10.8","5.1","0.7",NA,NA,NA
"828","Spain","1994","1.2","29.7","10.8","5.1","0.8",NA,NA,NA
"829","Spain","1995","1.2","30.0","11.1","5.1","0.8",NA,NA,NA
"830","Spain","1996","1.2","30.2","11.7","4.9","0.8",NA,NA,NA
"831","Spain","1997","1.2","30.4","13.1","5.0","0.9",NA,NA,NA
"832","Spain","1998","1.2","30.5","14.5","5.2","0.9",NA,NA,NA
"833","Spain","1999","1.2","30.7","16.3","5.2","0.9",NA,NA,NA
"834","Spain","2000","1.2","30.7","17.7","5.4","0.9",NA,NA,NA
"835","Spain","2001","1.2","30.8","19.7","5.1","1.0",NA,NA,NA
"836","Spain","2002","1.3","30.8","21.7","5.1","1.0",NA,NA,NA
"837","Spain","2003","1.3","30.8","23.4","5.0","1.1",NA,NA,NA
"838","Spain","2004","1.3","30.9","25.1","5.0","1.2","86.0","13.0","1.0"
"839","Spain","2005","1.3","30.9","26.5","4.7","1.7","87.5","10.8","1.6"
"840","Spain","2006","1.4","30.9","28.4","4.5","2.9","88.2","10.2","1.6"
"841","Spain","2007","1.4","30.8","30.2","4.4","2.8","87.7","11.0","1.3"
"842","Spain","2008","1.5","30.8","33.2","4.2","2.4","87.6","11.1","1.3"
"843","Spain","2009","1.4","31.0","34.5","3.7","2.1","87.0","11.5","1.5"
"844","Spain","2010","1.4","31.2","35.5","3.6","2.2","85.1","13.8","1.1"
"845","Spain","2011","1.3","31.4","37.4","3.4","2.2","85.5","12.7","1.9"
"846","Spain","2012","1.3","31.6","39.0","3.5","2.2","85.2","13.3","1.5"
"847","Spain","2013","1.3","31.7","40.9","3.3","2.0","84.0","14.3","1.7"
"848","Spain","2014","1.3","31.8","42.5","3.4","2.2","82.9","15.6","1.6"
"849","Spain","2015","1.3",NA,NA,"3.6","2.1","82.4","16.3","1.3"
"850","Spain","2016","1.3",NA,NA,"3.7","2.1","82.6","16.5","0.9"
"851","Spain","2017",NA,NA,NA,NA,NA,"82.9","15.3","1.7"
"852","Sweden","1990","2.1","28.6","47.0","4.7","2.3",NA,NA,NA
"853","Sweden","1991","2.1","28.7","48.2","4.3","2.3",NA,NA,NA
"854","Sweden","1992","2.1","28.8","49.5","4.3","2.5",NA,NA,NA
"855","Sweden","1993","2.0","29.0","50.4","3.9","2.5",NA,NA,NA
"856","Sweden","1994","1.9","29.1","51.6","3.9","2.5",NA,NA,NA
"857","Sweden","1995","1.7","29.2","53.0","3.8","2.6",NA,NA,NA
"858","Sweden","1996","1.6","29.4","53.9","3.8","2.4",NA,NA,NA
"859","Sweden","1997","1.5","29.5","54.1","3.7","2.4",NA,NA,NA
"860","Sweden","1998","1.5","29.7","54.7","3.6","2.3",NA,NA,NA
"861","Sweden","1999","1.5","29.8","55.3","4.0","2.4",NA,NA,NA
"862","Sweden","2000","1.5","29.9","55.3","4.5","2.4",NA,NA,NA
"863","Sweden","2001","1.6","30.0","55.5","4.0","2.4",NA,NA,NA
"864","Sweden","2002","1.7","30.1","56.0","4.3","2.4",NA,NA,NA
"865","Sweden","2003","1.7","30.3","56.0","4.4","2.4",NA,NA,NA
"866","Sweden","2004","1.8","30.4","55.4","4.8","2.2","77.8","21.2","1.1"
"867","Sweden","2005","1.8","30.5","55.4","4.9","2.2","78.8","20.2","1.0"
"868","Sweden","2006","1.9","30.6","55.5","5.0","2.2","78.2","19.3","2.6"
"869","Sweden","2007","1.9","30.6","54.8","5.2","2.3","80.4","18.3","1.3"
"870","Sweden","2008","1.9","30.6","54.7","5.5","2.3","80.8","17.8","1.4"
"871","Sweden","2009","1.9","30.7","54.4","5.1","2.4","79.0","18.8","2.3"
"872","Sweden","2010","2.0","30.7","54.2","5.3","2.5","79.1","19.6","1.4"
"873","Sweden","2011","1.9","30.8","54.3","5.0","2.5","79.3","18.9","1.9"
"874","Sweden","2012","1.9","30.9","54.5","5.3","2.5","80.6","18.1","1.3"
"875","Sweden","2013","1.9","30.9","54.4","5.4","2.8","80.2","19.0","0.9"
"876","Sweden","2014","1.9","31.0","54.6","5.5","2.7","80.9","17.9","1.2"
"877","Sweden","2015","1.9",NA,NA,"5.3","2.5","79.5","19.4","1.0"
"878","Sweden","2016","1.9",NA,NA,"5.4","2.4","79.9","19.0","1.0"
"879","Sweden","2017",NA,NA,NA,NA,NA,"80.1","18.8","1.1"
"880","Switzerland","1990","1.6","28.9","6.1","6.9","2.0",NA,NA,NA
"881","Switzerland","1991","1.6","29.0","6.5","7.0","2.0",NA,NA,NA
"882","Switzerland","1992","1.6","29.1","6.2","6.6","2.1",NA,NA,NA
"883","Switzerland","1993","1.5","29.2","6.3","6.2","2.2",NA,NA,NA
"884","Switzerland","1994","1.5","29.4","6.4","6.1","2.2",NA,NA,NA
"885","Switzerland","1995","1.5","29.4","6.8","5.8","2.2",NA,NA,NA
"886","Switzerland","1996","1.5","29.5","7.3","5.7","2.3",NA,NA,NA
"887","Switzerland","1997","1.5","29.6","8.1","5.5","2.4",NA,NA,NA
"888","Switzerland","1998","1.5","29.7","8.8","5.4","2.5",NA,NA,NA
"889","Switzerland","1999","1.5","29.7","10.0","5.7","2.9",NA,NA,NA
"890","Switzerland","2000","1.5","29.8","10.7","5.5","1.5",NA,NA,NA
"891","Switzerland","2001","1.4","30.0","11.2","5.0","2.2",NA,NA,NA
"892","Switzerland","2002","1.4","30.1","11.7","5.5","2.2",NA,NA,NA
"893","Switzerland","2003","1.4","30.2","12.4","5.5","2.3",NA,NA,NA
"894","Switzerland","2004","1.4","30.4","13.3","5.3","2.4",NA,NA,NA
"895","Switzerland","2005","1.4","30.6","13.7","5.4","2.9",NA,NA,NA
"896","Switzerland","2006","1.4","30.7","15.4","5.3","2.8",NA,NA,NA
"897","Switzerland","2007","1.5","30.9","16.2","5.3","2.6","89.1","10.6","0.3"
"898","Switzerland","2008","1.5","31.0","17.1","5.4","2.6","88.6","11.1","0.3"
"899","Switzerland","2009","1.5","31.2","17.9","5.4","2.5","89.5","10.2","0.4"
"900","Switzerland","2010","1.5","31.2","18.6","5.5","2.8","87.7","11.6","0.7"
"901","Switzerland","2011","1.5","31.4","19.3","5.3","2.2","88.5","11.2","0.3"
"902","Switzerland","2012","1.5","31.5","20.2","5.3","2.2","88.6","10.9","0.4"
"903","Switzerland","2013","1.5","31.6","21.1","4.9","2.1","88.8","10.8","0.4"
"904","Switzerland","2014","1.5","31.8","21.7","5.1","2.0","87.5","12.3","0.2"
"905","Switzerland","2015","1.5",NA,NA,"5.0","2.1","87.7","12.1","0.3"
"906","Switzerland","2016","1.5",NA,NA,"5.0","2.0","87.6","12.2","0.2"
"907","Turkey","1990","3.1",NA,NA,NA,NA,NA,NA,NA
"908","Turkey","1991","3.0",NA,NA,NA,NA,NA,NA,NA
"909","Turkey","1992","2.9",NA,NA,NA,NA,NA,NA,NA
"910","Turkey","1993","2.9",NA,NA,NA,NA,NA,NA,NA
"911","Turkey","1994","2.8",NA,NA,NA,NA,NA,NA,NA
"912","Turkey","1995","2.8",NA,NA,NA,NA,NA,NA,NA
"913","Turkey","1996","2.7",NA,NA,NA,NA,NA,NA,NA
"914","Turkey","1997","2.6",NA,NA,NA,NA,NA,NA,NA
"915","Turkey","1998","2.6",NA,NA,NA,NA,NA,NA,NA
"916","Turkey","1999","2.5",NA,NA,NA,NA,NA,NA,NA
"917","Turkey","2000","2.3",NA,NA,NA,NA,NA,NA,NA
"918","Turkey","2001","2.4",NA,NA,NA,NA,NA,NA,NA
"919","Turkey","2002","2.2",NA,NA,NA,NA,NA,NA,NA
"920","Turkey","2003","2.1",NA,NA,"7.1","0.8",NA,NA,NA
"921","Turkey","2004","2.1",NA,NA,"9.2","1.3",NA,NA,NA
"922","Turkey","2005","2.1",NA,NA,"9.5","1.4",NA,NA,NA
"923","Turkey","2006","2.1",NA,NA,"9.2","1.3","91.4","7.0","1.5"
"924","Turkey","2007","2.2",NA,NA,"9.1","1.3","92.7","5.9","1.4"
"925","Turkey","2008","2.2","27.7",NA,"9.0","1.4","92.1","6.3","1.6"
"926","Turkey","2009","2.1","27.7",NA,"8.2","1.6","92.6","5.9","1.5"
"927","Turkey","2010","2.1","27.9","2.6","8.0","1.6",NA,NA,NA
"928","Turkey","2011","2.0","27.9","2.7","8.0","1.6","93.0","5.9","1.2"
"929","Turkey","2012","2.1","28.1","2.6","8.0","1.6","93.4","5.6","1.0"
"930","Turkey","2013","2.1","28.3","2.7","7.9","1.6","91.2","5.5","3.3"
"931","Turkey","2014","2.2","28.4","2.8","7.8","1.7","93.7","5.3","0.9"
"932","Turkey","2015","2.2",NA,NA,"7.7","1.7","93.4","5.7","1.0"
"933","Turkey","2016","2.1",NA,NA,"7.5","1.6",NA,NA,NA
"934","United Kingdom","1990","1.8","27.7","27.9","6.6","2.7",NA,NA,NA
"935","United Kingdom","1991","1.8","27.7","29.8","6.1","2.8",NA,NA,NA
"936","United Kingdom","1992","1.8","27.8","30.8","6.2","2.8",NA,NA,NA
"937","United Kingdom","1993","1.8","28.0","31.8","5.9","2.9",NA,NA,NA
"938","United Kingdom","1994","1.7","28.1","32.0","5.7","2.7",NA,NA,NA
"939","United Kingdom","1995","1.7","28.2","33.5","5.6","2.9",NA,NA,NA
"940","United Kingdom","1996","1.7","28.2","35.5","5.5","3.0",NA,NA,NA
"941","United Kingdom","1997","1.7","28.3","36.8","5.3","2.8",NA,NA,NA
"942","United Kingdom","1998","1.7","28.4","37.6","5.2","2.7",NA,NA,NA
"943","United Kingdom","1999","1.7","28.4","38.8","5.1","2.7",NA,NA,NA
"944","United Kingdom","2000","1.6","28.5","39.5","5.2","2.6",NA,NA,NA
"945","United Kingdom","2001","1.6","28.6","40.1","4.8","2.7",NA,NA,NA
"946","United Kingdom","2002","1.6","28.7","40.6","4.9","2.7",NA,NA,NA
"947","United Kingdom","2003","1.7","28.9","41.5","5.2","2.8",NA,NA,NA
"948","United Kingdom","2004","1.8","29.0","42.3",NA,"2.8",NA,NA,NA
"949","United Kingdom","2005","1.8","29.1","42.9",NA,"2.6","73.3","25.7","1.0"
"950","United Kingdom","2006","1.8","29.2","43.7",NA,"2.4","75.2","23.8","1.0"
"951","United Kingdom","2007","1.9","29.3","44.4","4.5","2.3","77.2","21.7","1.1"
"952","United Kingdom","2008","1.9","29.3","45.4","4.4","2.2","78.1","20.9","1.0"
"953","United Kingdom","2009","1.9","29.4","46.3","4.3","2.0","77.0","22.0","1.1"
"954","United Kingdom","2010","1.9","29.5","46.9","4.5","2.1","77.8","21.2","0.9"
"955","United Kingdom","2011","1.9","29.7","47.3","4.5","2.1","78.9","20.1","1.0"
"956","United Kingdom","2012","1.9","29.8","47.6",NA,"2.0","75.8","24.1","0.2"
"957","United Kingdom","2013","1.8","30.0",NA,"4.3","2.0","76.4","23.4","0.2"
"958","United Kingdom","2014","1.8","30.2",NA,"4.5","1.9","76.1","23.8","0.2"
"959","United Kingdom","2015","1.8",NA,NA,"4.4","1.7","75.3","24.5","0.2"
"960","United Kingdom","2016","1.8",NA,NA,NA,"1.8","76.6","23.2","0.2"
"961","United States","1990","2.1","26.6","28.0",NA,NA,NA,NA,NA
"962","United States","1991","2.1","26.5","29.5","9.2",NA,NA,NA,NA
"963","United States","1992","2.0","26.6","30.1","9.0","4.8",NA,NA,NA
"964","United States","1993","2.0","26.7","31.0","9.1","4.6",NA,NA,NA
"965","United States","1994","2.0","26.8","32.6","8.9","4.6",NA,NA,NA
"966","United States","1995","2.0","26.9","32.2","8.9","4.4",NA,NA,NA
"967","United States","1996","2.0","27.0","32.4","8.8","4.3",NA,NA,NA
"968","United States","1997","2.0","27.1","32.4","8.9","4.3",NA,NA,NA
"969","United States","1998","2.0","27.2","32.8","8.3","4.2",NA,NA,NA
"970","United States","1999","2.0","27.3","33.0","8.6",NA,NA,NA,NA
"971","United States","2000","2.1","27.4","33.2","8.2","4.0",NA,NA,NA
"972","United States","2001","2.0","27.5","33.5","8.2","4.0",NA,NA,NA
"973","United States","2002","2.0","27.7","34.0","8.0","3.9",NA,NA,NA
"974","United States","2003","2.0","27.8","34.6","7.7","3.8",NA,NA,NA
"975","United States","2004","2.0","27.9","35.8","7.8","3.7",NA,NA,NA
"976","United States","2005","2.1","28.0","36.9","7.6","3.6",NA,NA,NA
"977","United States","2006","2.1","27.9","38.5","7.5","3.7",NA,NA,NA
"978","United States","2007","2.1","28.0","39.7","7.3","3.6","70.7","25.8","3.5"
"979","United States","2008","2.1","28.0","40.6","7.1","3.5","69.9","26.3","3.8"
"980","United States","2009","2.0","28.1","41.0","6.8","3.5","69.8","26.2","4.0"
"981","United States","2010","1.9","28.3","40.8","6.8","3.6","69.4","26.6","4.1"
"982","United States","2011","1.9","28.5","40.7","6.8","3.6","68.9","27.2","3.9"
"983","United States","2012","1.9","28.6","40.7","6.8","3.4","68.1","28.3","3.6"
"984","United States","2013","1.9","28.8","40.6","6.8","3.3","68.5","27.8","3.7"
"985","United States","2014","1.9",NA,"40.2","6.9","3.2","68.7","27.5","3.8"
"986","United States","2015","1.8",NA,NA,"6.9","3.1","69.2","26.8","3.9"
"987","United States","2016","1.8",NA,NA,"6.9","3.2","68.7","27.4","3.8"
"988","United States","2017",NA,NA,NA,NA,NA,"68.9","27.1","4.0"
"989","  Brazil","1990","2.9",NA,NA,NA,NA,NA,NA,NA
"990","  Brazil","1991","2.8",NA,NA,NA,NA,NA,NA,NA
"991","  Brazil","1992","2.8",NA,NA,NA,NA,NA,NA,NA
"992","  Brazil","1993","2.7",NA,NA,NA,NA,NA,NA,NA
"993","  Brazil","1994","2.6",NA,NA,NA,NA,NA,NA,NA
"994","  Brazil","1995","2.6",NA,NA,NA,NA,NA,NA,NA
"995","  Brazil","1996","2.5",NA,NA,NA,NA,NA,NA,NA
"996","  Brazil","1997","2.5",NA,NA,NA,NA,NA,NA,NA
"997","  Brazil","1998","2.4",NA,NA,NA,NA,NA,NA,NA
"998","  Brazil","1999","2.4",NA,NA,NA,NA,NA,NA,NA
"999","  Brazil","2000","2.3",NA,NA,NA,NA,NA,NA,NA
"1000","  Brazil","2001","2.2",NA,NA,NA,NA,NA,NA,NA
"1001","  Brazil","2002","2.2",NA,NA,NA,NA,NA,NA,NA
"1002","  Brazil","2003","2.1",NA,NA,NA,NA,NA,NA,NA
"1003","  Brazil","2004","2.0",NA,NA,NA,NA,NA,NA,NA
"1004","  Brazil","2005","2.0",NA,NA,NA,NA,NA,NA,NA
"1005","  Brazil","2006","1.9",NA,NA,NA,NA,NA,NA,NA
"1006","  Brazil","2007","1.9",NA,NA,NA,NA,NA,NA,NA
"1007","  Brazil","2008","1.9",NA,NA,NA,NA,NA,NA,NA
"1008","  Brazil","2009","1.8",NA,NA,NA,NA,NA,NA,NA
"1009","  Brazil","2010","1.8",NA,NA,NA,NA,NA,NA,NA
"1010","  Brazil","2011","1.8",NA,NA,NA,NA,NA,NA,NA
"1011","  Brazil","2012","1.8",NA,NA,NA,NA,NA,NA,NA
"1012","  Brazil","2013","1.8",NA,NA,NA,NA,NA,NA,NA
"1013","  Brazil","2014","1.8",NA,NA,NA,NA,NA,NA,NA
"1014","  Brazil","2015","1.7",NA,NA,NA,NA,NA,NA,NA
"1015","  Brazil","2016","1.7",NA,NA,NA,NA,NA,NA,NA
"1016","  Bulgaria","1990","1.8","23.9","12.4","6.9","1.3",NA,NA,NA
"1017","  Bulgaria","1991","1.7","23.7","15.5","5.7","1.3",NA,NA,NA
"1018","  Bulgaria","1992","1.6","23.7","18.5","5.2","1.1",NA,NA,NA
"1019","  Bulgaria","1993","1.5","23.8","22.1","4.7","0.9",NA,NA,NA
"1020","  Bulgaria","1994","1.4","24.0","24.5","4.5","0.9",NA,NA,NA
"1021","  Bulgaria","1995","1.2","24.1","25.7","4.4","1.3",NA,NA,NA
"1022","  Bulgaria","1996","1.2","24.3","28.1","4.3","1.2",NA,NA,NA
"1023","  Bulgaria","1997","1.1","24.4","30.0","4.2","1.1",NA,NA,NA
"1024","  Bulgaria","1998","1.1","24.5","31.5","4.3","1.3",NA,NA,NA
"1025","  Bulgaria","1999","1.2","24.7","35.1","4.1","1.2",NA,NA,NA
"1026","  Bulgaria","2000","1.3","25.0","38.4","4.3","1.3",NA,NA,NA
"1027","  Bulgaria","2001","1.2","25.1","42.0","4.0","1.3",NA,NA,NA
"1028","  Bulgaria","2002","1.2","25.3","42.8","3.7","1.3",NA,NA,NA
"1029","  Bulgaria","2003","1.2","25.5","46.1","3.9","1.5",NA,NA,NA
"1030","  Bulgaria","2004","1.3","25.6","48.7","4.0","1.9",NA,NA,NA
"1031","  Bulgaria","2005","1.3","25.9","49.0","4.4","1.9","81.9","14.8","3.4"
"1032","  Bulgaria","2006","1.4","26.1","50.8","4.3","2.0","81.9","14.8","3.4"
"1033","  Bulgaria","2007","1.5","26.4","50.2","3.9","2.2","81.7","15.5","2.9"
"1034","  Bulgaria","2008","1.6","26.5","51.1","3.7","1.9","81.2","16.6","2.3"
"1035","  Bulgaria","2009","1.7","26.7","53.4","3.5","1.6","83.0","14.5","2.5"
"1036","  Bulgaria","2010","1.6","27.0","54.1","3.3","1.5","80.9","16.1","3.0"
"1037","  Bulgaria","2011","1.5","27.1","56.1","2.9","1.4","80.2","16.9","2.9"
"1038","  Bulgaria","2012","1.5","27.1","57.4","2.9","1.6","80.3","15.6","4.2"
"1039","  Bulgaria","2013","1.5","27.1","59.1","3.0","1.5","80.2","16.7","3.0"
"1040","  Bulgaria","2014","1.5","27.3","58.8","3.4","1.5","80.7","16.6","2.8"
"1041","  Bulgaria","2015","1.5",NA,NA,"3.9","1.5","81.4","16.5","2.1"
"1042","  Bulgaria","2016","1.5",NA,NA,"3.8","1.5","81.9","16.1","1.9"
"1043","  Bulgaria","2017",NA,NA,NA,NA,NA,"82.3","15.7","2.0"
"1044","  Colombia","1990","3.0",NA,NA,NA,NA,NA,NA,NA
"1045","  Colombia","1991","2.9",NA,NA,NA,NA,NA,NA,NA
"1046","  Colombia","1992","2.9",NA,NA,NA,NA,NA,NA,NA
"1047","  Colombia","1993","2.8",NA,NA,NA,NA,NA,NA,NA
"1048","  Colombia","1994","2.7",NA,NA,NA,NA,NA,NA,NA
"1049","  Colombia","1995","2.7",NA,NA,NA,NA,NA,NA,NA
"1050","  Colombia","1996","2.6",NA,NA,NA,NA,NA,NA,NA
"1051","  Colombia","1997","2.5",NA,NA,NA,NA,NA,NA,NA
"1052","  Colombia","1998","2.5","26.4",NA,NA,NA,NA,NA,NA
"1053","  Colombia","1999","2.4","26.4",NA,NA,NA,NA,NA,NA
"1054","  Colombia","2000","2.4","26.3",NA,NA,NA,NA,NA,NA
"1055","  Colombia","2001","2.3",NA,NA,NA,NA,NA,NA,NA
"1056","  Colombia","2002","2.3",NA,NA,NA,NA,NA,NA,NA
"1057","  Colombia","2003","2.3",NA,NA,NA,NA,NA,NA,NA
"1058","  Colombia","2004","2.2",NA,NA,NA,NA,NA,NA,NA
"1059","  Colombia","2005","2.2",NA,NA,NA,NA,NA,NA,NA
"1060","  Colombia","2006","2.2",NA,NA,NA,NA,NA,NA,NA
"1061","  Colombia","2007","2.1",NA,NA,NA,NA,NA,NA,NA
"1062","  Colombia","2008","2.1",NA,NA,NA,NA,NA,NA,NA
"1063","  Colombia","2009","2.0",NA,NA,NA,NA,NA,NA,NA
"1064","  Colombia","2010","2.0",NA,NA,NA,NA,NA,NA,NA
"1065","  Colombia","2011","2.0",NA,NA,NA,NA,NA,NA,NA
"1066","  Colombia","2012","1.9",NA,NA,NA,NA,NA,NA,NA
"1067","  Colombia","2013","1.9",NA,NA,NA,NA,NA,NA,NA
"1068","  Colombia","2014","1.9",NA,NA,NA,NA,NA,NA,NA
"1069","  Colombia","2015","1.9",NA,NA,NA,NA,NA,NA,NA
"1070","  Colombia","2016","1.9",NA,NA,NA,NA,NA,NA,NA
"1071","  Costa Rica","1990","3.2","27.3","38.5","7.5",NA,NA,NA,NA
"1072","  Costa Rica","1991","3.1","27.2","40.3","7.2",NA,NA,NA,NA
"1073","  Costa Rica","1992","3.0",NA,"40.6","6.6",NA,NA,NA,NA
"1074","  Costa Rica","1993","3.0",NA,"42.1","6.3",NA,NA,NA,NA
"1075","  Costa Rica","1994","2.9","27.0","44.7","6.5",NA,NA,NA,NA
"1076","  Costa Rica","1995","2.8","26.9","45.9","7.1",NA,NA,NA,NA
"1077","  Costa Rica","1996","2.7","26.8","47.1","6.7",NA,NA,NA,NA
"1078","  Costa Rica","1997","2.6","26.8","47.9","6.7",NA,NA,NA,NA
"1079","  Costa Rica","1998","2.6",NA,"49.3","6.7",NA,NA,NA,NA
"1080","  Costa Rica","1999","2.5","26.6","51.1","6.8",NA,NA,NA,NA
"1081","  Costa Rica","2000","2.4","26.5","52.7","6.3",NA,NA,NA,NA
"1082","  Costa Rica","2001","2.3","26.6","53.5","6.0",NA,NA,NA,NA
"1083","  Costa Rica","2002","2.2","26.6","55.3","5.9",NA,NA,NA,NA
"1084","  Costa Rica","2003","2.2","26.5","57.0","6.0",NA,NA,NA,NA
"1085","  Costa Rica","2004","2.1","26.5","58.9","6.1",NA,NA,NA,NA
"1086","  Costa Rica","2005","2.1",NA,"60.2","6.1",NA,NA,NA,NA
"1087","  Costa Rica","2006","2.0","26.5","61.4","6.2",NA,NA,NA,NA
"1088","  Costa Rica","2007","2.0","26.4","63.1","6.0",NA,NA,NA,NA
"1089","  Costa Rica","2008","2.0","26.3","64.6","5.7",NA,NA,NA,NA
"1090","  Costa Rica","2009","2.0","26.5","66.6","5.4",NA,NA,NA,NA
"1091","  Costa Rica","2010","1.9","26.5","67.4","5.3","2.5",NA,NA,NA
"1092","  Costa Rica","2011","1.9","26.6","68.2","5.4",NA,NA,NA,NA
"1093","  Costa Rica","2012","1.9","26.5","69.4","5.6","2.5",NA,NA,NA
"1094","  Costa Rica","2013","1.8","26.7","69.3","5.5","2.8",NA,NA,NA
"1095","  Costa Rica","2014","1.8",NA,"69.4","5.4","2.3",NA,NA,NA
"1096","  Costa Rica","2015","1.8",NA,NA,"5.5","2.1",NA,NA,NA
"1097","  Costa Rica","2016","1.8",NA,NA,"5.5","2.7",NA,NA,NA
"1098","  Croatia","1990","1.7",NA,"7.0","5.8","1.1",NA,NA,NA
"1099","  Croatia","1991","1.6",NA,"7.5","4.6","1.0",NA,NA,NA
"1100","  Croatia","1992","1.4",NA,"7.7","4.8","0.8",NA,NA,NA
"1101","  Croatia","1993","1.4",NA,"7.7","5.0","1.0",NA,NA,NA
"1102","  Croatia","1994","1.4",NA,"7.6","5.2","1.0",NA,NA,NA
"1103","  Croatia","1995","1.5",NA,"7.5","5.3","0.9",NA,NA,NA
"1104","  Croatia","1996","1.6",NA,"7.1","5.4","0.8",NA,NA,NA
"1105","  Croatia","1997","1.7",NA,"7.3","5.4","0.9",NA,NA,NA
"1106","  Croatia","1998","1.5",NA,"8.1","5.3","0.9",NA,NA,NA
"1107","  Croatia","1999","1.4",NA,"8.2","5.3","0.8",NA,NA,NA
"1108","  Croatia","2000","1.4",NA,"9.0","4.9","1.0",NA,NA,NA
"1109","  Croatia","2001","1.5","27.8","9.4","5.1","1.1",NA,NA,NA
"1110","  Croatia","2002","1.4","27.9","9.6","5.3","1.0",NA,NA,NA
"1111","  Croatia","2003","1.4","28.0","10.1","5.2","1.1",NA,NA,NA
"1112","  Croatia","2004","1.4","28.1","10.4","5.3","1.2",NA,NA,NA
"1113","  Croatia","2005","1.5","28.3","10.5","5.1","1.1",NA,NA,NA
"1114","  Croatia","2006","1.5","28.5","11.0","5.1","1.1",NA,NA,NA
"1115","  Croatia","2007","1.5","28.6","11.5","5.4","1.1",NA,NA,NA
"1116","  Croatia","2008","1.6","28.7","12.0","5.4","1.2",NA,NA,NA
"1117","  Croatia","2009","1.6","28.9","12.9","5.2","1.2",NA,NA,NA
"1118","  Croatia","2010","1.6","29.2","13.3","5.0","1.2","90.3","9.0","0.7"
"1119","  Croatia","2011","1.5","29.3","14.0","4.7","1.3","91.0","8.2","0.8"
"1120","  Croatia","2012","1.5","29.4","15.4","4.8","1.3","90.5","9.0","0.6"
"1121","  Croatia","2013","1.5","29.6","16.1","4.5","1.4","90.4","9.3","0.3"
"1122","  Croatia","2014","1.5","29.8","17.4","4.6","1.4","89.9","9.9","0.2"
"1123","  Croatia","2015","1.4",NA,NA,"4.7","1.4","89.5","9.8","0.7"
"1124","  Croatia","2016","1.4",NA,NA,"4.9","1.7","91.6","8.1","0.4"
"1125","  Cyprus","1990","2.4","27.1","0.7","9.7","0.6",NA,NA,NA
"1126","  Cyprus","1991","2.3","27.2","0.8","10.5","0.5",NA,NA,NA
"1127","  Cyprus","1992","2.5","27.4","1.1","8.0","0.7",NA,NA,NA
"1128","  Cyprus","1993","2.2","27.7","0.8","9.7","0.8",NA,NA,NA
"1129","  Cyprus","1994","2.2","27.8","1.0","9.7","0.9",NA,NA,NA
"1130","  Cyprus","1995","2.0","28.1","1.4","10.2","1.2",NA,NA,NA
