"","Country","Year","female_life_expectancy"
"1","Albania",1985,74.15
"2","Albania",1986,74.488
"3","Albania",1987,74.741
"4","Albania",1988,74.902
"5","Albania",1989,74.978
"6","Albania",1990,74.992
"7","Albania",1991,74.981
"8","Albania",1992,74.985
"9","Albania",1993,75.039
"10","Albania",1994,75.158
"11","Albania",1995,75.352
"12","Albania",1996,75.618
"13","Albania",1997,75.931
"14","Albania",1998,76.269
"15","Albania",1999,76.616
"16","Albania",2000,76.953
"17","Albania",2001,77.264
"18","Albania",2002,77.541
"19","Albania",2003,77.782
"20","Albania",2004,77.988
"21","Albania",2005,78.17
"22","Albania",2006,78.344
"23","Albania",2007,78.528
"24","Albania",2008,78.733
"25","Albania",2009,78.962
"26","Albania",2010,79.209
"27","Albania",2011,79.462
"28","Albania",2012,79.705
"29","Albania",2013,79.927
"30","Albania",2014,80.124
"31","Albania",2015,80.297
"32","Albania",2016,80.451
"33","Antigua and Barbuda",1985,72.574
"34","Antigua and Barbuda",1986,72.826
"35","Antigua and Barbuda",1987,73.073
"36","Antigua and Barbuda",1988,73.316
"37","Antigua and Barbuda",1989,73.555
"38","Antigua and Barbuda",1990,73.79
"39","Antigua and Barbuda",1991,74.022
"40","Antigua and Barbuda",1992,74.251
"41","Antigua and Barbuda",1993,74.476
"42","Antigua and Barbuda",1994,74.697
"43","Antigua and Barbuda",1995,74.914
"44","Antigua and Barbuda",1996,75.128
"45","Antigua and Barbuda",1997,75.338
"46","Antigua and Barbuda",1998,75.545
"47","Antigua and Barbuda",1999,75.747
"48","Antigua and Barbuda",2000,75.947
"49","Antigua and Barbuda",2001,76.144
"50","Antigua and Barbuda",2002,76.338
"51","Antigua and Barbuda",2003,76.53
"52","Antigua and Barbuda",2004,76.719
"53","Antigua and Barbuda",2005,76.906
"54","Antigua and Barbuda",2006,77.091
"55","Antigua and Barbuda",2007,77.273
"56","Antigua and Barbuda",2008,77.452
"57","Antigua and Barbuda",2009,77.628
"58","Antigua and Barbuda",2010,77.8
"59","Antigua and Barbuda",2011,77.967
"60","Antigua and Barbuda",2012,78.129
"61","Antigua and Barbuda",2013,78.287
"62","Antigua and Barbuda",2014,78.44
"63","Antigua and Barbuda",2015,78.59
"64","Antigua and Barbuda",2016,78.738
"65","Argentina",1985,74.206
"66","Argentina",1986,74.387
"67","Argentina",1987,74.569
"68","Argentina",1988,74.762
"69","Argentina",1989,74.969
"70","Argentina",1990,75.191
"71","Argentina",1991,75.426
"72","Argentina",1992,75.666
"73","Argentina",1993,75.905
"74","Argentina",1994,76.142
"75","Argentina",1995,76.377
"76","Argentina",1996,76.611
"77","Argentina",1997,76.844
"78","Argentina",1998,77.079
"79","Argentina",1999,77.313
"80","Argentina",2000,77.544
"81","Argentina",2001,77.769
"82","Argentina",2002,77.987
"83","Argentina",2003,78.194
"84","Argentina",2004,78.392
"85","Argentina",2005,78.581
"86","Argentina",2006,78.761
"87","Argentina",2007,78.936
"88","Argentina",2008,79.107
"89","Argentina",2009,79.275
"90","Argentina",2010,79.439
"91","Argentina",2011,79.599
"92","Argentina",2012,79.752
"93","Argentina",2013,79.899
"94","Argentina",2014,80.04
"95","Argentina",2015,80.177
"96","Argentina",2016,80.31
"97","Armenia",1985,72.251
"98","Armenia",1986,71.7
"99","Armenia",1987,71.232
"100","Armenia",1988,70.908
"101","Armenia",1989,70.755
"102","Armenia",1990,70.782
"103","Armenia",1991,70.969
"104","Armenia",1992,71.26
"105","Armenia",1993,71.607
"106","Armenia",1994,71.985
"107","Armenia",1995,72.38
"108","Armenia",1996,72.787
"109","Armenia",1997,73.21
"110","Armenia",1998,73.643
"111","Armenia",1999,74.07
"112","Armenia",2000,74.469
"113","Armenia",2001,74.817
"114","Armenia",2002,75.106
"115","Armenia",2003,75.335
"116","Armenia",2004,75.509
"117","Armenia",2005,75.642
"118","Armenia",2006,75.757
"119","Armenia",2007,75.88
"120","Armenia",2008,76.027
"121","Armenia",2009,76.206
"122","Armenia",2010,76.415
"123","Armenia",2011,76.644
"124","Armenia",2012,76.874
"125","Armenia",2013,77.091
"126","Armenia",2014,77.292
"127","Armenia",2015,77.474
"128","Armenia",2016,77.64
"129","Aruba",1985,75.556
"130","Aruba",1986,75.663
"131","Aruba",1987,75.754
"132","Aruba",1988,75.827
"133","Aruba",1989,75.886
"134","Aruba",1990,75.932
"135","Aruba",1991,75.969
"136","Aruba",1992,76.002
"137","Aruba",1993,76.033
"138","Aruba",1994,76.066
"139","Aruba",1995,76.1
"140","Aruba",1996,76.133
"141","Aruba",1997,76.164
"142","Aruba",1998,76.192
"143","Aruba",1999,76.221
"144","Aruba",2000,76.257
"145","Aruba",2001,76.307
"146","Aruba",2002,76.375
"147","Aruba",2003,76.465
"148","Aruba",2004,76.575
"149","Aruba",2005,76.703
"150","Aruba",2006,76.845
"151","Aruba",2007,76.992
"152","Aruba",2008,77.14
"153","Aruba",2009,77.285
"154","Aruba",2010,77.425
"155","Aruba",2011,77.561
"156","Aruba",2012,77.695
"157","Aruba",2013,77.83
"158","Aruba",2014,77.965
"159","Aruba",2015,78.1
"160","Aruba",2016,78.236
"161","Australia",1985,79.02
"162","Australia",1986,79.2
"163","Australia",1987,79.44
"164","Australia",1988,79.68
"165","Australia",1989,79.92
"166","Australia",1990,80.16
"167","Australia",1991,80.4
"168","Australia",1992,80.4
"169","Australia",1993,80.9
"170","Australia",1994,80.9
"171","Australia",1995,80.8
"172","Australia",1996,81.1
"173","Australia",1997,81.4
"174","Australia",1998,81.5
"175","Australia",1999,81.8
"176","Australia",2000,82
"177","Australia",2001,82.4
"178","Australia",2002,82.6
"179","Australia",2003,82.8
"180","Australia",2004,83
"181","Australia",2005,83.3
"182","Australia",2006,83.5
"183","Australia",2007,83.7
"184","Australia",2008,83.7
"185","Australia",2009,83.9
"186","Australia",2010,84
"187","Australia",2011,84.2
"188","Australia",2012,84.3
"189","Australia",2013,84.3
"190","Australia",2014,84.4
"191","Australia",2015,84.5
"192","Australia",2016,84.6
"193","Austria",1985,77.4
"194","Austria",1986,77.8
"195","Austria",1987,78.2
"196","Austria",1988,78.7
"197","Austria",1989,78.8
"198","Austria",1990,79
"199","Austria",1991,79.1
"200","Austria",1992,79.3
"201","Austria",1993,79.5
"202","Austria",1994,79.8
"203","Austria",1995,80.1
"204","Austria",1996,80.2
"205","Austria",1997,80.7
"206","Austria",1998,81
"207","Austria",1999,81
"208","Austria",2000,81.2
"209","Austria",2001,81.7
"210","Austria",2002,81.7
"211","Austria",2003,81.5
"212","Austria",2004,82.1
"213","Austria",2005,82.2
"214","Austria",2006,82.8
"215","Austria",2007,83.1
"216","Austria",2008,83.3
"217","Austria",2009,83.2
"218","Austria",2010,83.5
"219","Austria",2011,83.8
"220","Austria",2012,83.6
"221","Austria",2013,83.8
"222","Austria",2014,84
"223","Austria",2015,83.7
"224","Austria",2016,83.4
"225","Azerbaijan",1985,68.142
"226","Azerbaijan",1986,68.309
"227","Azerbaijan",1987,68.463
"228","Azerbaijan",1988,68.598
"229","Azerbaijan",1989,68.714
"230","Azerbaijan",1990,68.817
"231","Azerbaijan",1991,68.917
"232","Azerbaijan",1992,69.024
"233","Azerbaijan",1993,69.148
"234","Azerbaijan",1994,69.286
"235","Azerbaijan",1995,69.428
"236","Azerbaijan",1996,69.553
"237","Azerbaijan",1997,69.653
"238","Azerbaijan",1998,69.729
"239","Azerbaijan",1999,69.797
"240","Azerbaijan",2000,69.891
"241","Azerbaijan",2001,70.06
"242","Azerbaijan",2002,70.33
"243","Azerbaijan",2003,70.713
"244","Azerbaijan",2004,71.2
"245","Azerbaijan",2005,71.76
"246","Azerbaijan",2006,72.347
"247","Azerbaijan",2007,72.91
"248","Azerbaijan",2008,73.405
"249","Azerbaijan",2009,73.813
"250","Azerbaijan",2010,74.127
"251","Azerbaijan",2011,74.355
"252","Azerbaijan",2012,74.527
"253","Azerbaijan",2013,74.672
"254","Azerbaijan",2014,74.801
"255","Azerbaijan",2015,74.924
"256","Azerbaijan",2016,75.046
"257","Bahrain",1985,72.705
"258","Bahrain",1986,72.913
"259","Bahrain",1987,73.107
"260","Bahrain",1988,73.292
"261","Bahrain",1989,73.472
"262","Bahrain",1990,73.651
"263","Bahrain",1991,73.831
"264","Bahrain",1992,74.011
"265","Bahrain",1993,74.19
"266","Bahrain",1994,74.37
"267","Bahrain",1995,74.55
"268","Bahrain",1996,74.73
"269","Bahrain",1997,74.909
"270","Bahrain",1998,75.085
"271","Bahrain",1999,75.258
"272","Bahrain",2000,75.43
"273","Bahrain",2001,75.601
"274","Bahrain",2002,75.771
"275","Bahrain",2003,75.942
"276","Bahrain",2004,76.112
"277","Bahrain",2005,76.282
"278","Bahrain",2006,76.45
"279","Bahrain",2007,76.615
"280","Bahrain",2008,76.776
"281","Bahrain",2009,76.933
"282","Bahrain",2010,77.087
"283","Bahrain",2011,77.239
"284","Bahrain",2012,77.39
"285","Bahrain",2013,77.542
"286","Bahrain",2014,77.693
"287","Bahrain",2015,77.844
"288","Bahrain",2016,77.995
"289","Barbados",1985,72.257
"290","Barbados",1986,72.517
"291","Barbados",1987,72.771
"292","Barbados",1988,73.02
"293","Barbados",1989,73.264
"294","Barbados",1990,73.505
"295","Barbados",1991,73.741
"296","Barbados",1992,73.974
"297","Barbados",1993,74.202
"298","Barbados",1994,74.425
"299","Barbados",1995,74.641
"300","Barbados",1996,74.849
"301","Barbados",1997,75.048
"302","Barbados",1998,75.237
"303","Barbados",1999,75.418
"304","Barbados",2000,75.592
"305","Barbados",2001,75.76
"306","Barbados",2002,75.927
"307","Barbados",2003,76.094
"308","Barbados",2004,76.261
"309","Barbados",2005,76.431
"310","Barbados",2006,76.603
"311","Barbados",2007,76.776
"312","Barbados",2008,76.949
"313","Barbados",2009,77.122
"314","Barbados",2010,77.293
"315","Barbados",2011,77.461
"316","Barbados",2012,77.626
"317","Barbados",2013,77.787
"318","Barbados",2014,77.945
"319","Barbados",2015,78.099
"320","Barbados",2016,78.251
"321","Belarus",1985,75.5
"322","Belarus",1986,75.98
"323","Belarus",1987,75.6
"324","Belarus",1988,75.9
"325","Belarus",1989,76.4
"326","Belarus",1990,75.6
"327","Belarus",1991,75.5
"328","Belarus",1992,75.4
"329","Belarus",1993,74.4
"330","Belarus",1994,74.3
"331","Belarus",1995,74.3
"332","Belarus",1996,74.3
"333","Belarus",1997,74.3
"334","Belarus",1998,74.4
"335","Belarus",1999,73.9
"336","Belarus",2000,74.7
"337","Belarus",2001,74.5
"338","Belarus",2002,74.1
"339","Belarus",2003,74.7
"340","Belarus",2004,75
"341","Belarus",2005,75.1
"342","Belarus",2006,75.5
"343","Belarus",2007,76.2
"344","Belarus",2008,76.5
"345","Belarus",2009,76.4
"346","Belarus",2010,76.5
"347","Belarus",2011,76.7
"348","Belarus",2012,77.6
"349","Belarus",2013,77.9
"350","Belarus",2014,78.4
"351","Belarus",2015,78.9
"352","Belarus",2016,79
"353","Belgium",1985,78.08
"354","Belgium",1986,78.23
"355","Belgium",1987,78.9
"356","Belgium",1988,79.1
"357","Belgium",1989,79.09
"358","Belgium",1990,79.54
"359","Belgium",1991,79.67
"360","Belgium",1992,79.87
"361","Belgium",1993,79.9
"362","Belgium",1994,80.19
"363","Belgium",1995,80.38
"364","Belgium",1996,80.66
"365","Belgium",1997,80.7
"366","Belgium",1998,80.7
"367","Belgium",1999,81
"368","Belgium",2000,81
"369","Belgium",2001,81.2
"370","Belgium",2002,81.2
"371","Belgium",2003,81.1
"372","Belgium",2004,81.9
"373","Belgium",2005,81.9
"374","Belgium",2006,82.3
"375","Belgium",2007,82.6
"376","Belgium",2008,82.6
"377","Belgium",2009,82.8
"378","Belgium",2010,83
"379","Belgium",2011,83.3
"380","Belgium",2012,83.1
"381","Belgium",2013,83.2
"382","Belgium",2014,83.9
"383","Belgium",2015,83.4
"384","Belgium",2016,83.4
"385","Belize",1985,73.132
"386","Belize",1986,73.361
"387","Belize",1987,73.527
"388","Belize",1988,73.624
"389","Belize",1989,73.645
"390","Belize",1990,73.584
"391","Belize",1991,73.431
"392","Belize",1992,73.199
"393","Belize",1993,72.907
"394","Belize",1994,72.578
"395","Belize",1995,72.244
"396","Belize",1996,71.937
"397","Belize",1997,71.68
"398","Belize",1998,71.493
"399","Belize",1999,71.387
"400","Belize",2000,71.364
"401","Belize",2001,71.421
"402","Belize",2002,71.532
"403","Belize",2003,71.674
"404","Belize",2004,71.832
"405","Belize",2005,71.989
"406","Belize",2006,72.133
"407","Belize",2007,72.258
"408","Belize",2008,72.364
"409","Belize",2009,72.453
"410","Belize",2010,72.533
"411","Belize",2011,72.616
"412","Belize",2012,72.716
"413","Belize",2013,72.845
"414","Belize",2014,73.003
"415","Belize",2015,73.189
"416","Belize",2016,73.396
"417","Bosnia and Herzegovina",1985,74.079
"418","Bosnia and Herzegovina",1986,74.231
"419","Bosnia and Herzegovina",1987,74.322
"420","Bosnia and Herzegovina",1988,74.35
"421","Bosnia and Herzegovina",1989,74.331
"422","Bosnia and Herzegovina",1990,74.296
"423","Bosnia and Herzegovina",1991,74.291
"424","Bosnia and Herzegovina",1992,74.351
"425","Bosnia and Herzegovina",1993,74.499
"426","Bosnia and Herzegovina",1994,74.739
"427","Bosnia and Herzegovina",1995,75.063
"428","Bosnia and Herzegovina",1996,75.447
"429","Bosnia and Herzegovina",1997,75.85
"430","Bosnia and Herzegovina",1998,76.238
"431","Bosnia and Herzegovina",1999,76.593
"432","Bosnia and Herzegovina",2000,76.899
"433","Bosnia and Herzegovina",2001,77.151
"434","Bosnia and Herzegovina",2002,77.36
"435","Bosnia and Herzegovina",2003,77.537
"436","Bosnia and Herzegovina",2004,77.687
"437","Bosnia and Herzegovina",2005,77.816
"438","Bosnia and Herzegovina",2006,77.934
"439","Bosnia and Herzegovina",2007,78.047
"440","Bosnia and Herzegovina",2008,78.165
"441","Bosnia and Herzegovina",2009,78.291
"442","Bosnia and Herzegovina",2010,78.43
"443","Bosnia and Herzegovina",2011,78.58
"444","Bosnia and Herzegovina",2012,78.739
"445","Bosnia and Herzegovina",2013,78.901
"446","Bosnia and Herzegovina",2014,79.065
"447","Bosnia and Herzegovina",2015,79.232
"448","Bosnia and Herzegovina",2016,79.398
"449","Brazil",1985,67.088
"450","Brazil",1986,67.493
"451","Brazil",1987,67.907
"452","Brazil",1988,68.327
"453","Brazil",1989,68.754
"454","Brazil",1990,69.191
"455","Brazil",1991,69.641
"456","Brazil",1992,70.107
"457","Brazil",1993,70.589
"458","Brazil",1994,71.083
"459","Brazil",1995,71.584
"460","Brazil",1996,72.085
"461","Brazil",1997,72.581
"462","Brazil",1998,73.062
"463","Brazil",1999,73.527
"464","Brazil",2000,73.969
"465","Brazil",2001,74.388
"466","Brazil",2002,74.788
"467","Brazil",2003,75.17
"468","Brazil",2004,75.537
"469","Brazil",2005,75.892
"470","Brazil",2006,76.241
"471","Brazil",2007,76.585
"472","Brazil",2008,76.926
"473","Brazil",2009,77.262
"474","Brazil",2010,77.589
"475","Brazil",2011,77.901
"476","Brazil",2012,78.193
"477","Brazil",2013,78.462
"478","Brazil",2014,78.707
"479","Brazil",2015,78.932
"480","Brazil",2016,79.139
"481","Bulgaria",1985,74.46
"482","Bulgaria",1986,75.06
"483","Bulgaria",1987,74.81
"484","Bulgaria",1988,74.99
"485","Bulgaria",1989,75.19
"486","Bulgaria",1990,75.15
"487","Bulgaria",1991,74.88
"488","Bulgaria",1992,75.09
"489","Bulgaria",1993,75.26
"490","Bulgaria",1994,75.25
"491","Bulgaria",1995,74.9
"492","Bulgaria",1996,74.58
"493","Bulgaria",1997,73.87
"494","Bulgaria",1998,74.8
"495","Bulgaria",1999,75.1
"496","Bulgaria",2000,75.3
"497","Bulgaria",2001,75.2
"498","Bulgaria",2002,75.4
"499","Bulgaria",2003,75.6
"500","Bulgaria",2004,76.2
"501","Bulgaria",2005,76.3
"502","Bulgaria",2006,76.3
"503","Bulgaria",2007,76.3
"504","Bulgaria",2008,76.6
"505","Bulgaria",2009,77.1
"506","Bulgaria",2010,77.2
"507","Bulgaria",2011,77.8
"508","Bulgaria",2012,77.9
"509","Bulgaria",2013,78.6
"510","Bulgaria",2014,78
"511","Bulgaria",2015,78.2
"512","Bulgaria",2016,78.2
"513","Cabo Verde",1985,64.758
"514","Cabo Verde",1986,65.085
"515","Cabo Verde",1987,65.413
"516","Cabo Verde",1988,65.734
"517","Cabo Verde",1989,66.052
"518","Cabo Verde",1990,66.371
"519","Cabo Verde",1991,66.695
"520","Cabo Verde",1992,67.03
"521","Cabo Verde",1993,67.385
"522","Cabo Verde",1994,67.767
"523","Cabo Verde",1995,68.196
"524","Cabo Verde",1996,68.694
"525","Cabo Verde",1997,69.263
"526","Cabo Verde",1998,69.891
"527","Cabo Verde",1999,70.556
"528","Cabo Verde",2000,71.22
"529","Cabo Verde",2001,71.837
"530","Cabo Verde",2002,72.368
"531","Cabo Verde",2003,72.791
"532","Cabo Verde",2004,73.098
"533","Cabo Verde",2005,73.294
"534","Cabo Verde",2006,73.401
"535","Cabo Verde",2007,73.459
"536","Cabo Verde",2008,73.505
"537","Cabo Verde",2009,73.56
"538","Cabo Verde",2010,73.642
"539","Cabo Verde",2011,73.758
"540","Cabo Verde",2012,73.902
"541","Cabo Verde",2013,74.069
"542","Cabo Verde",2014,74.257
"543","Cabo Verde",2015,74.465
"544","Cabo Verde",2016,74.687
"545","Canada",1985,79.73
"546","Canada",1986,79.8
"547","Canada",1987,80.12
"548","Canada",1988,80.2
"549","Canada",1989,80.4
"550","Canada",1990,80.65
"551","Canada",1991,80.77
"552","Canada",1992,80.02
"553","Canada",1993,80.83
"554","Canada",1994,80.93
"555","Canada",1995,81.02
"556","Canada",1996,81.15
"557","Canada",1997,81.4
"558","Canada",1998,81.5
"559","Canada",1999,81.7
"560","Canada",2000,81.9
"561","Canada",2001,82.1
"562","Canada",2002,82.1
"563","Canada",2003,82.4
"564","Canada",2004,82.6
"565","Canada",2005,82.7
"566","Canada",2006,82.7
"567","Canada",2007,82.9
"568","Canada",2008,83
"569","Canada",2009,83.2
"570","Canada",2010,83.4
"571","Canada",2011,83.6
"572","Canada",2012,83.704
"573","Canada",2013,83.849
"574","Canada",2014,83.988
"575","Canada",2015,84.123
"576","Canada",2016,84.253
"577","Chile",1985,74.964
"578","Chile",1986,75.331
"579","Chile",1987,75.674
"580","Chile",1988,76.006
"581","Chile",1989,76.332
"582","Chile",1990,76.661
"583","Chile",1991,76.992
"584","Chile",1992,77.323
"585","Chile",1993,77.65
"586","Chile",1994,77.971
"587","Chile",1995,78.287
"588","Chile",1996,78.598
"589","Chile",1997,78.9
"590","Chile",1998,79.191
"591","Chile",1999,79.468
"592","Chile",2000,79.723
"593","Chile",2001,79.952
"594","Chile",2002,80.152
"595","Chile",2003,80.324
"596","Chile",2004,80.469
"597","Chile",2005,80.59
"598","Chile",2006,80.691
"599","Chile",2007,80.779
"600","Chile",2008,80.863
"601","Chile",2009,80.948
"602","Chile",2010,81.042
"603","Chile",2011,81.151
"604","Chile",2012,81.275
"605","Chile",2013,81.415
"606","Chile",2014,81.569
"607","Chile",2015,81.736
"608","Chile",2016,81.913
"609","Colombia",1985,71.153
"610","Colombia",1986,71.439
"611","Colombia",1987,71.68
"612","Colombia",1988,71.909
"613","Colombia",1989,72.141
"614","Colombia",1990,72.384
"615","Colombia",1991,72.638
"616","Colombia",1992,72.894
"617","Colombia",1993,73.144
"618","Colombia",1994,73.389
"619","Colombia",1995,73.63
"620","Colombia",1996,73.87
"621","Colombia",1997,74.107
"622","Colombia",1998,74.345
"623","Colombia",1999,74.583
"624","Colombia",2000,74.823
"625","Colombia",2001,75.066
"626","Colombia",2002,75.313
"627","Colombia",2003,75.561
"628","Colombia",2004,75.807
"629","Colombia",2005,76.047
"630","Colombia",2006,76.275
"631","Colombia",2007,76.486
"632","Colombia",2008,76.681
"633","Colombia",2009,76.86
"634","Colombia",2010,77.025
"635","Colombia",2011,77.181
"636","Colombia",2012,77.336
"637","Colombia",2013,77.493
"638","Colombia",2014,77.656
"639","Colombia",2015,77.823
"640","Colombia",2016,77.996
"641","Costa Rica",1985,77.248
"642","Costa Rica",1986,77.546
"643","Costa Rica",1987,77.791
"644","Costa Rica",1988,77.998
"645","Costa Rica",1989,78.178
"646","Costa Rica",1990,78.339
"647","Costa Rica",1991,78.491
"648","Costa Rica",1992,78.636
"649","Costa Rica",1993,78.779
"650","Costa Rica",1994,78.924
"651","Costa Rica",1995,79.074
"652","Costa Rica",1996,79.228
"653","Costa Rica",1997,79.383
"654","Costa Rica",1998,79.536
"655","Costa Rica",1999,79.685
"656","Costa Rica",2000,79.83
"657","Costa Rica",2001,79.97
"658","Costa Rica",2002,80.105
"659","Costa Rica",2003,80.236
"660","Costa Rica",2004,80.365
"661","Costa Rica",2005,80.495
"662","Costa Rica",2006,80.629
"663","Costa Rica",2007,80.771
"664","Costa Rica",2008,80.921
"665","Costa Rica",2009,81.08
"666","Costa Rica",2010,81.247
"667","Costa Rica",2011,81.419
"668","Costa Rica",2012,81.595
"669","Costa Rica",2013,81.77
"670","Costa Rica",2014,81.943
"671","Costa Rica",2015,82.112
"672","Costa Rica",2016,82.277
"673","Croatia",1985,74.83
"674","Croatia",1986,75.24
"675","Croatia",1987,75.24
"676","Croatia",1988,75.34
"677","Croatia",1989,75.64
"678","Croatia",1990,75.93
"679","Croatia",1991,75.95
"680","Croatia",1992,75.8
"681","Croatia",1993,76.04
"682","Croatia",1994,76.28
"683","Croatia",1995,76.52
"684","Croatia",1996,76.76
"685","Croatia",1997,76.9
"686","Croatia",1998,76.22
"687","Croatia",1999,76.55
"688","Croatia",2000,76.68
"689","Croatia",2001,78.17
"690","Croatia",2002,78.4
"691","Croatia",2003,78.23
"692","Croatia",2004,79.08
"693","Croatia",2005,78.83
"694","Croatia",2006,79.33
"695","Croatia",2007,79.25
"696","Croatia",2008,79.6
"697","Croatia",2009,79.6
"698","Croatia",2010,79.6
"699","Croatia",2011,79.9
"700","Croatia",2012,80.1
"701","Croatia",2013,80.2
"702","Croatia",2014,80.5
"703","Croatia",2015,80.4
"704","Croatia",2016,81.3
"705","Cuba",1985,76.338
"706","Cuba",1986,76.428
"707","Cuba",1987,76.489
"708","Cuba",1988,76.527
"709","Cuba",1989,76.551
"710","Cuba",1990,76.584
"711","Cuba",1991,76.651
"712","Cuba",1992,76.765
"713","Cuba",1993,76.936
"714","Cuba",1994,77.16
"715","Cuba",1995,77.425
"716","Cuba",1996,77.707
"717","Cuba",1997,77.98
"718","Cuba",1998,78.227
"719","Cuba",1999,78.447
"720","Cuba",2000,78.648
"721","Cuba",2001,78.851
"722","Cuba",2002,79.078
"723","Cuba",2003,79.34
"724","Cuba",2004,79.632
"725","Cuba",2005,79.942
"726","Cuba",2006,80.245
"727","Cuba",2007,80.52
"728","Cuba",2008,80.75
"729","Cuba",2009,80.932
"730","Cuba",2010,81.072
"731","Cuba",2011,81.181
"732","Cuba",2012,81.279
"733","Cuba",2013,81.384
"734","Cuba",2014,81.502
"735","Cuba",2015,81.635
"736","Cuba",2016,81.782
"737","Cyprus",1985,77.774
"738","Cyprus",1986,77.949
"739","Cyprus",1987,78.12
"740","Cyprus",1988,78.288
"741","Cyprus",1989,78.453
"742","Cyprus",1990,78.616
"743","Cyprus",1991,78.776
"744","Cyprus",1992,78.934
"745","Cyprus",1993,79.088
"746","Cyprus",1994,79.24
"747","Cyprus",1995,79.389
"748","Cyprus",1996,79.536
"749","Cyprus",1997,79.681
"750","Cyprus",1998,79.825
"751","Cyprus",1999,79.967
"752","Cyprus",2000,80.106
"753","Cyprus",2001,80.24
"754","Cyprus",2002,80.368
"755","Cyprus",2003,80.494
"756","Cyprus",2004,80.618
"757","Cyprus",2005,80.748
"758","Cyprus",2006,80.892
"759","Cyprus",2007,81.053
"760","Cyprus",2008,81.232
"761","Cyprus",2009,81.428
"762","Cyprus",2010,81.634
"763","Cyprus",2011,81.84
"764","Cyprus",2012,82.039
"765","Cyprus",2013,82.222
"766","Cyprus",2014,82.388
"767","Cyprus",2015,82.536
"768","Cyprus",2016,82.669
"769","Czech Republic",1985,74.77
"770","Czech Republic",1986,74.68
"771","Czech Republic",1987,75.2
"772","Czech Republic",1988,75.36
"773","Czech Republic",1989,75.43
"774","Czech Republic",1990,75.42
"775","Czech Republic",1991,75.75
"776","Czech Republic",1992,76.19
"777","Czech Republic",1993,76.43
"778","Czech Republic",1994,76.64
"779","Czech Republic",1995,76.65
"780","Czech Republic",1996,77.3
"781","Czech Republic",1997,77.4
"782","Czech Republic",1998,78.1
"783","Czech Republic",1999,78.1
"784","Czech Republic",2000,78.4
"785","Czech Republic",2001,78.4
"786","Czech Republic",2002,78.5
"787","Czech Republic",2003,78.5
"788","Czech Republic",2004,79
"789","Czech Republic",2005,79.1
"790","Czech Republic",2006,79.7
"791","Czech Republic",2007,79.9
"792","Czech Republic",2008,80.1
"793","Czech Republic",2009,80.1
"794","Czech Republic",2010,80.6
"795","Czech Republic",2011,81.1
"796","Czech Republic",2012,81.2
"797","Czech Republic",2013,81.3
"798","Czech Republic",2014,82
"799","Czech Republic",2015,81.6
"800","Czech Republic",2016,81.2
"801","Denmark",1985,77.47
"802","Denmark",1986,77.53
"803","Denmark",1987,77.79
"804","Denmark",1988,77.64
"805","Denmark",1989,77.75
"806","Denmark",1990,77.73
"807","Denmark",1991,77.98
"808","Denmark",1992,77.96
"809","Denmark",1993,77.77
"810","Denmark",1994,78.1
"811","Denmark",1995,77.83
"812","Denmark",1996,78.26
"813","Denmark",1997,78.46
"814","Denmark",1998,78.7
"815","Denmark",1999,78.8
"816","Denmark",2000,79
"817","Denmark",2001,79.2
"818","Denmark",2002,79.2
"819","Denmark",2003,79.5
"820","Denmark",2004,79.9
"821","Denmark",2005,80.2
"822","Denmark",2006,80.4
"823","Denmark",2007,80.5
"824","Denmark",2008,80.7
"825","Denmark",2009,80.8
"826","Denmark",2010,81.2
"827","Denmark",2011,81.9
"828","Denmark",2012,82.1
"829","Denmark",2013,82.4
"830","Denmark",2014,82.8
"831","Denmark",2015,82.7
"832","Denmark",2016,82.6
"833","Dominica",1987,73.5
"834","Dominica",1988,74.248
"835","Dominica",1989,74.6060000000001
"836","Dominica",1990,74.9640000000001
"837","Dominica",1991,75.3220000000001
"838","Dominica",1992,76
"839","Dominica",1993,76.038
"840","Dominica",1994,76.3960000000001
"841","Dominica",1995,76.754
"842","Dominica",1996,77.1120000000001
"843","Dominica",1997,78
"844","Dominica",1998,77.8280000000001
"845","Dominica",1999,78.186
"846","Dominica",2000,78.5440000000001
"847","Dominica",2001,78.902
"848","Dominica",2002,78.8
"849","Ecuador",1985,68.373
"850","Ecuador",1986,69.034
"851","Ecuador",1987,69.684
"852","Ecuador",1988,70.319
"853","Ecuador",1989,70.932
"854","Ecuador",1990,71.521
"855","Ecuador",1991,72.086
"856","Ecuador",1992,72.627
"857","Ecuador",1993,73.146
"858","Ecuador",1994,73.641
"859","Ecuador",1995,74.111
"860","Ecuador",1996,74.556
"861","Ecuador",1997,74.975
"862","Ecuador",1998,75.368
"863","Ecuador",1999,75.733
"864","Ecuador",2000,76.066
"865","Ecuador",2001,76.362
"866","Ecuador",2002,76.621
"867","Ecuador",2003,76.844
"868","Ecuador",2004,77.037
"869","Ecuador",2005,77.206
"870","Ecuador",2006,77.356
"871","Ecuador",2007,77.497
"872","Ecuador",2008,77.636
"873","Ecuador",2009,77.781
"874","Ecuador",2010,77.936
"875","Ecuador",2011,78.107
"876","Ecuador",2012,78.29
"877","Ecuador",2013,78.483
"878","Ecuador",2014,78.685
"879","Ecuador",2015,78.895
"880","Ecuador",2016,79.109
"881","El Salvador",1985,64.907
"882","El Salvador",1986,65.692
"883","El Salvador",1987,66.513
