"","Country","Year","urban_population_percent"
"1","Albania",1987,1.3145477876632e-05
"2","Albania",1988,1.29826672276282e-05
"3","Albania",1989,1.28992854699135e-05
"4","Albania",1992,1.31971609576046e-05
"5","Albania",1993,1.34645340845175e-05
"6","Albania",1994,1.34608453090776e-05
"7","Albania",1995,1.34018690494355e-05
"8","Albania",1996,1.34252726259191e-05
"9","Albania",1997,1.3446742536277e-05
"10","Albania",1998,1.34766111871042e-05
"11","Albania",1999,1.35884696212597e-05
"12","Albania",2000,1.49272199237493e-05
"13","Albania",2001,1.51588761676818e-05
"14","Albania",2002,1.54322345361922e-05
"15","Albania",2003,1.56730299268969e-05
"16","Albania",2004,1.58786528797298e-05
"17","Albania",2005,1.67896552355981e-05
"18","Albania",2006,1.71985452724773e-05
"19","Albania",2007,1.76519530960945e-05
"20","Albania",2008,1.8131995676554e-05
"21","Albania",2009,1.86019340533831e-05
"22","Albania",2010,1.90652428010553e-05
"23","Antigua and Barbuda",1985,0.00055966440271674
"24","Antigua and Barbuda",1986,0.000572897455566255
"25","Antigua and Barbuda",1987,0.000583833925193323
"26","Antigua and Barbuda",1988,0.000592025518341308
"27","Antigua and Barbuda",1989,0.000596650855011057
"28","Antigua and Barbuda",1990,0.000597050644644813
"29","Antigua and Barbuda",1991,0.000587217484891133
"30","Antigua and Barbuda",1992,0.000568251757312688
"31","Antigua and Barbuda",1993,0.000548186872196601
"32","Antigua and Barbuda",1994,0.000527849950034592
"33","Antigua and Barbuda",1995,0.000508040749771867
"34","Antigua and Barbuda",1998,0.000454891590286047
"35","Antigua and Barbuda",1999,0.000440047133395636
"36","Antigua and Barbuda",2000,0.000426500458003106
"37","Antigua and Barbuda",2001,0.000414912808177992
"38","Antigua and Barbuda",2002,0.000400804237714109
"39","Antigua and Barbuda",2003,0.000387291981845688
"40","Antigua and Barbuda",2004,0.000374258369604756
"41","Antigua and Barbuda",2005,0.000361564162851132
"42","Antigua and Barbuda",2006,0.000348964305755483
"43","Antigua and Barbuda",2007,0.000336837800125102
"44","Antigua and Barbuda",2008,0.000325189263592567
"45","Antigua and Barbuda",2009,0.000314006041730089
"46","Antigua and Barbuda",2012,0.000287766053391053
"47","Antigua and Barbuda",2013,0.000282356872354645
"48","Antigua and Barbuda",2014,0.000277141724828816
"49","Antigua and Barbuda",2015,0.000272064424855806
"50","Argentina",1985,3.13899910157695e-06
"51","Argentina",1986,3.13624072703966e-06
"52","Argentina",1987,3.11032112617227e-06
"53","Argentina",1988,3.04624123759216e-06
"54","Argentina",1989,3.01766416912884e-06
"55","Argentina",1990,2.99005527497911e-06
"56","Argentina",1991,2.94797951092126e-06
"57","Argentina",1992,2.91365723492923e-06
"58","Argentina",1993,2.8792386882376e-06
"59","Argentina",1994,2.8455704454835e-06
"60","Argentina",1995,2.81266141722034e-06
"61","Argentina",1996,2.7804924756065e-06
"62","Argentina",1997,2.73905477559043e-06
"63","Argentina",1998,2.70959781129435e-06
"64","Argentina",1999,2.6813072295129e-06
"65","Argentina",2000,2.65417843289316e-06
"66","Argentina",2001,2.6264778807835e-06
"67","Argentina",2002,2.6014670984019e-06
"68","Argentina",2003,2.57822794218854e-06
"69","Argentina",2004,2.55553104111356e-06
"70","Argentina",2005,2.53247355643719e-06
"71","Argentina",2006,2.51121366873088e-06
"72","Argentina",2007,2.48835944482428e-06
"73","Argentina",2008,2.46450646536171e-06
"74","Argentina",2009,2.44068558906908e-06
"75","Argentina",2010,2.41758209591107e-06
"76","Argentina",2011,2.39348227865616e-06
"77","Argentina",2012,2.37036376490276e-06
"78","Argentina",2013,2.34820000840986e-06
"79","Argentina",2014,2.32650235422882e-06
"80","Argentina",2015,2.30488323252424e-06
"81","Armenia",1990,2.25964330876318e-05
"82","Armenia",1991,2.07843194303827e-05
"83","Armenia",1992,2.02127662789717e-05
"84","Armenia",1993,1.97843462887345e-05
"85","Armenia",1994,1.94950714195235e-05
"86","Armenia",1995,1.91847644096293e-05
"87","Armenia",1996,1.8868422433978e-05
"88","Armenia",1997,1.85737322216995e-05
"89","Armenia",1998,1.83322039538494e-05
"90","Armenia",1999,1.81380684955264e-05
"91","Armenia",2000,1.79303984665469e-05
"92","Armenia",2001,1.78326261862221e-05
"93","Armenia",2002,2.13065679993499e-05
"94","Armenia",2003,2.12067516938255e-05
"95","Armenia",2006,2.3093282187761e-05
"96","Armenia",2007,2.33022607276532e-05
"97","Armenia",2008,2.08971455891393e-05
"98","Armenia",2009,2.36234875614196e-05
"99","Armenia",2010,2.37050234173048e-05
"100","Armenia",2011,2.3719586109325e-05
"101","Armenia",2012,2.24709439395431e-05
"102","Armenia",2013,2.24729734778069e-05
"103","Armenia",2014,2.25156348665551e-05
"104","Armenia",2015,2.25679488977354e-05
"105","Armenia",2016,2.62837943129139e-05
"106","Aruba",1995,0.000662757196053383
"107","Aruba",1999,0.000575175443949472
"108","Aruba",2000,0.000556890653124963
"109","Aruba",2001,0.000538537526439346
"110","Aruba",2002,0.000520722659568443
"111","Aruba",2003,0.0005041676800283
"112","Aruba",2004,0.000489949748743719
"113","Aruba",2005,0.00047877391202296
"114","Aruba",2006,0.000470971018633146
"115","Aruba",2007,0.000465611981226599
"116","Aruba",2008,0.000461772926224753
"117","Aruba",2009,0.000458046753027554
"118","Aruba",2010,0.000453219236477312
"119","Aruba",2011,0.000449685304066437
"120","Australia",1985,5.87687513291845e-06
"121","Australia",1986,5.77671502810875e-06
"122","Australia",1987,5.68384636401513e-06
"123","Australia",1988,5.583361812987e-06
"124","Australia",1989,5.48874125025746e-06
"125","Australia",1990,5.4047570440465e-06
"126","Australia",1991,5.33365359111837e-06
"127","Australia",1992,5.26336870038148e-06
"128","Australia",1993,5.20201556493491e-06
"129","Australia",1994,5.13782945980945e-06
"130","Australia",1995,5.06360943895735e-06
"131","Australia",1996,4.98186875293893e-06
"132","Australia",1997,4.91461127123903e-06
"133","Australia",1998,4.85043650369759e-06
"134","Australia",1999,4.78241811462306e-06
"135","Australia",2000,4.71260283765434e-06
"136","Australia",2001,4.63849418483953e-06
"137","Australia",2002,4.58474303212635e-06
"138","Australia",2003,4.53261307080868e-06
"139","Australia",2004,4.47971397039824e-06
"140","Australia",2006,4.43240908446052e-06
"141","Australia",2007,4.29817307628479e-06
"142","Australia",2008,4.22175340910452e-06
"143","Australia",2009,4.14348883874272e-06
"144","Australia",2010,4.08594814123944e-06
"145","Australia",2011,4.08487518216125e-06
"146","Australia",2012,4.02101614442549e-06
"147","Australia",2013,3.9583927560607e-06
"148","Australia",2014,3.90384934266368e-06
"149","Australia",2015,3.8533260470201e-06
"150","Austria",1985,9.04415624161406e-06
"151","Austria",1986,8.99503451957045e-06
"152","Austria",1987,8.94374998509819e-06
"153","Austria",1988,8.88806649001576e-06
"154","Austria",1989,8.80940840526595e-06
"155","Austria",1990,8.70652992510116e-06
"156","Austria",1991,8.58785305591482e-06
"157","Austria",1992,8.46289860209028e-06
"158","Austria",1993,8.35991320455716e-06
"159","Austria",1994,8.29072838745668e-06
"160","Austria",1995,8.23802923914586e-06
"161","Austria",1996,8.18286597007329e-06
"162","Austria",1997,8.12569300334505e-06
"163","Austria",1998,8.06634879843685e-06
"164","Austria",1999,7.99975137569909e-06
"165","Austria",2000,7.93103439191978e-06
"166","Austria",2001,7.85035315062647e-06
"167","Austria",2002,7.76438037303126e-06
"168","Austria",2003,7.68903633420936e-06
"169","Austria",2004,7.6023664156902e-06
"170","Austria",2005,7.51367429187136e-06
"171","Austria",2006,7.43804698529851e-06
"172","Austria",2007,7.37583720355115e-06
"173","Austria",2008,7.31408273218579e-06
"174","Austria",2009,7.25855821676265e-06
"175","Austria",2010,7.20330825852346e-06
"176","Austria",2011,7.14370855220048e-06
"177","Austria",2012,7.11555584497957e-06
"178","Austria",2013,7.09637685751402e-06
"179","Austria",2014,7.06606400115168e-06
"180","Austria",2015,7.02181318387855e-06
"181","Austria",2016,7.73652137781026e-06
"182","Azerbaijan",1990,8.73002067144935e-06
"183","Azerbaijan",1991,8.49537269968323e-06
"184","Azerbaijan",1992,8.34044827005396e-06
"185","Azerbaijan",1993,8.19917297377255e-06
"186","Azerbaijan",1994,8.05296447694221e-06
"187","Azerbaijan",1995,7.90293405850315e-06
"188","Azerbaijan",1996,7.78272554659865e-06
"189","Azerbaijan",1997,7.6868506844006e-06
"190","Azerbaijan",1998,7.2792562490409e-06
"191","Azerbaijan",1999,7.20266137528687e-06
"192","Azerbaijan",2000,6.92977216819768e-06
"193","Azerbaijan",2001,6.86179743790936e-06
"194","Azerbaijan",2002,6.80897132295892e-06
"195","Azerbaijan",2003,6.77420947901993e-06
"196","Azerbaijan",2004,6.74428885803782e-06
"197","Azerbaijan",2007,6.6644775770439e-06
"198","Bahrain",1985,0.000238192844512587
"199","Bahrain",1987,0.000240606648511546
"200","Bahrain",1988,0.000225182896631007
"201","Bahrain",1997,0.000166835612688884
"202","Bahrain",1998,0.00016186363228445
"203","Bahrain",1999,0.00015620675088332
"204","Bahrain",2000,0.000149632150627757
"205","Bahrain",2001,0.000141597925920229
"206","Bahrain",2002,0.000133693690422701
"207","Bahrain",2003,0.000125737999243151
"208","Bahrain",2004,0.00011762068231412
"209","Bahrain",2005,0.000107892100578251
"210","Bahrain",2006,9.95471242842223e-05
"211","Bahrain",2007,9.17191748093589e-05
"212","Bahrain",2008,8.64457075453735e-05
"213","Bahrain",2009,8.1047795681855e-05
"214","Bahrain",2010,7.78063855767534e-05
"215","Bahrain",2011,8.03787711957719e-05
"216","Bahrain",2012,7.38588376065816e-05
"217","Bahrain",2013,7.31457488845139e-05
"218","Bahrain",2014,7.32433418700838e-05
"219","Barbados",1985,0.000167687585768027
"220","Barbados",1986,0.000166078730230008
"221","Barbados",1987,0.000163431050787117
"222","Barbados",1988,0.00016151123717531
"223","Barbados",1989,0.000159550171397579
"224","Barbados",1990,0.000157678659583715
"225","Barbados",1991,0.000156142801085227
"226","Barbados",1992,0.000152678530506123
"227","Barbados",1993,0.000151430920572118
"228","Barbados",1994,0.000149495840633206
"229","Barbados",1995,0.000147453783359107
"230","Barbados",2000,0.00013469701434294
"231","Barbados",2001,0.000133233230457158
"232","Barbados",2002,0.000131953709039526
"233","Barbados",2003,0.000130779189605034
"234","Barbados",2004,0.000129594470552239
"235","Barbados",2005,0.000128340302473719
"236","Barbados",2006,0.000127084598495819
"237","Barbados",2007,0.000125738131771051
"238","Barbados",2008,0.000124341306400941
"239","Barbados",2009,0.000122979146130508
"240","Barbados",2010,0.000121674658684829
"241","Barbados",2011,0.000120438899104877
"242","Barbados",2012,0.000119396377203704
"243","Barbados",2013,0.000118525753678828
"244","Belarus",1990,7.0126895020949e-06
"245","Belarus",1991,7.00428367865983e-06
"246","Belarus",1992,6.9759367482748e-06
"247","Belarus",1993,6.96549076708148e-06
"248","Belarus",1994,6.99623913690435e-06
"249","Belarus",1995,7.02179054108186e-06
"250","Belarus",1996,7.05311343000233e-06
"251","Belarus",1997,7.08690509931747e-06
"252","Belarus",1998,7.1238182196829e-06
"253","Belarus",1999,7.26555888556562e-06
"254","Belarus",2000,7.33202144291181e-06
"255","Belarus",2001,7.4060386049932e-06
"256","Belarus",2002,7.4915238665003e-06
"257","Belarus",2003,7.58065331081836e-06
"258","Belarus",2007,7.92615510029415e-06
"259","Belarus",2008,8.00869283068501e-06
"260","Belarus",2009,8.08857608040157e-06
"261","Belarus",2010,8.31426200124393e-06
"262","Belarus",2011,8.40340924395135e-06
"263","Belarus",2013,8.55184500621251e-06
"264","Belarus",2014,8.61044003925911e-06
"265","Belgium",1985,1.03488812517389e-05
"266","Belgium",1986,1.03393943922867e-05
"267","Belgium",1987,1.03446223515953e-05
"268","Belgium",1988,1.03230918284537e-05
"269","Belgium",1989,1.02994897638846e-05
"270","Belgium",1990,1.02860272702405e-05
"271","Belgium",1991,1.02655204791605e-05
"272","Belgium",1992,1.02398139349589e-05
"273","Belgium",1993,1.02106108898318e-05
"274","Belgium",1994,1.01817328761837e-05
"275","Belgium",1995,1.01580743187251e-05
"276","Belgium",1996,1.01334589443776e-05
"277","Belgium",1997,1.01213171287556e-05
"278","Belgium",1998,1.00816983851363e-05
"279","Belgium",1999,1.00603444469573e-05
"280","Belgium",2000,1.00401838903472e-05
"281","Belgium",2001,1.00087991253603e-05
"282","Belgium",2002,9.96467618055963e-06
"283","Belgium",2003,9.92398810174046e-06
"284","Belgium",2004,9.88523280256352e-06
"285","Belgium",2005,9.83767825823918e-06
"286","Belgium",2006,9.78188349085584e-06
"287","Belgium",2007,9.72107721559157e-06
"288","Belgium",2008,9.65809712468781e-06
"289","Belgium",2009,9.59397218246427e-06
"290","Belgium",2010,9.56315298576892e-06
"291","Belgium",2011,9.43474667186602e-06
"292","Belgium",2012,9.36008698185267e-06
"293","Belgium",2013,9.29010131909578e-06
"294","Belgium",2014,9.24798151481319e-06
"295","Belgium",2015,9.21241633728987e-06
"296","Belize",1986,0.000328526372436155
"297","Belize",1987,0.000333428194627612
"298","Belize",1989,0.000311289511330011
"299","Belize",1990,0.00030040949107917
"300","Belize",1991,0.000291434701389017
"301","Belize",1993,0.000274284108406859
"302","Belize",1994,0.000272930504754938
"303","Belize",1995,0.000257200791131351
"304","Belize",1996,0.000255428985170815
"305","Belize",1997,0.000245151904333044
"306","Belize",1998,0.000234704703524696
"307","Belize",1999,0.000224874198322644
"308","Belize",2000,0.000216067774023131
"309","Belize",2001,0.000208859536082474
"310","Belize",2002,0.000202394071483066
"311","Belize",2003,0.000196400032915965
"312","Belize",2004,0.000190628784820347
"313","Belize",2005,0.000184935168822264
"314","Belize",2006,0.000179158080426537
"315","Belize",2007,0.000173703715070511
"316","Belize",2008,0.000168581091147463
"317","Belize",2009,0.000163818385893769
"318","Belize",2010,0.000159367435173733
"319","Belize",2011,0.000155069378015038
"320","Belize",2012,0.000151351242862447
"321","Belize",2013,0.000148034090797642
"322","Belize",2014,0.000144941668451728
"323","Belize",2015,0.000141966507835266
"324","Bosnia and Herzegovina",2011,1.24895428187034e-05
"325","Bosnia and Herzegovina",2014,1.28182323208827e-05
"326","Brazil",1985,5.94676996510207e-07
"327","Brazil",1986,5.95261343202342e-07
"328","Brazil",1987,5.82377159201849e-07
"329","Brazil",1988,5.75507197439772e-07
"330","Brazil",1989,5.68863842428815e-07
"331","Brazil",1990,5.62625589330935e-07
"332","Brazil",1991,5.56218129581785e-07
"333","Brazil",1992,5.50657907154569e-07
"334","Brazil",1993,5.4564867084436e-07
"335","Brazil",1994,5.40852646323575e-07
"336","Brazil",1995,5.3604140447075e-07
"337","Brazil",1996,5.31390133813987e-07
"338","Brazil",1997,5.27223467329606e-07
"339","Brazil",1998,5.23070708884758e-07
"340","Brazil",1999,5.18920343986633e-07
"341","Brazil",2000,5.14798778300174e-07
"342","Brazil",2001,5.09137298615122e-07
"343","Brazil",2002,5.03067634303867e-07
"344","Brazil",2003,4.97004442259478e-07
"345","Brazil",2004,4.91216694183973e-07
"346","Brazil",2005,4.85875618528127e-07
"347","Brazil",2006,4.80665605690838e-07
"348","Brazil",2007,4.76048148658003e-07
"349","Brazil",2008,4.71900768501972e-07
"350","Brazil",2009,4.68030348485806e-07
"351","Brazil",2010,4.6432380807649e-07
"352","Brazil",2011,4.60811497154018e-07
"353","Brazil",2012,4.5758092344198e-07
"354","Brazil",2013,4.54547750806946e-07
"355","Brazil",2014,4.51656229129582e-07
"356","Brazil",2015,4.48852938183379e-07
"357","Bulgaria",1985,7.69615636626078e-06
"358","Bulgaria",1986,7.74581329371229e-06
"359","Bulgaria",1987,7.80213389185784e-06
"360","Bulgaria",1988,7.82998309495064e-06
"361","Bulgaria",1989,7.85831494450746e-06
"362","Bulgaria",1990,7.88465785060784e-06
"363","Bulgaria",1991,7.91245058498671e-06
"364","Bulgaria",1992,8.33874173490745e-06
"365","Bulgaria",1993,8.41519704846931e-06
"366","Bulgaria",1994,8.44937671823192e-06
"367","Bulgaria",1995,8.48983473116713e-06
"368","Bulgaria",1996,8.54005141837537e-06
"369","Bulgaria",1997,8.59993085368723e-06
"370","Bulgaria",1998,8.66561065059679e-06
"371","Bulgaria",1999,8.73019999361859e-06
"372","Bulgaria",2000,8.80037746375827e-06
"373","Bulgaria",2001,9.11046694732444e-06
"374","Bulgaria",2002,9.21529858328238e-06
"375","Bulgaria",2003,9.32569633107069e-06
"376","Bulgaria",2004,9.43033185079041e-06
"377","Bulgaria",2005,9.53315833006035e-06
"378","Bulgaria",2006,9.63945277501189e-06
"379","Bulgaria",2007,9.74745212804146e-06
"380","Bulgaria",2008,9.85509208653525e-06
"381","Bulgaria",2009,9.96742577167458e-06
"382","Bulgaria",2010,1.00941804261804e-05
"383","Bulgaria",2011,1.02937308546073e-05
"384","Bulgaria",2012,1.04854365584031e-05
"385","Bulgaria",2013,1.05933767734077e-05
"386","Bulgaria",2014,1.06990612118901e-05
"387","Cabo Verde",2011,0.000137825644654783
"388","Canada",1985,3.24912007076115e-06
"389","Canada",1986,3.25552879661226e-06
"390","Canada",1987,3.21546664584708e-06
"391","Canada",1988,3.17857515267165e-06
"392","Canada",1989,3.14185571716421e-06
"393","Canada",1990,3.0999334895835e-06
"394","Canada",1991,3.01767585316987e-06
"395","Canada",1992,2.90639731362657e-06
"396","Canada",1993,2.86334593209997e-06
"397","Canada",1994,2.8412977008993e-06
"398","Canada",1995,2.81242635145188e-06
"399","Canada",1996,2.81344507036428e-06
"400","Canada",1997,2.78937932250982e-06
"401","Canada",1998,2.77465494185451e-06
"402","Canada",1999,2.75796603569865e-06
"403","Canada",2000,2.73981140605158e-06
"404","Canada",2001,2.72742284410911e-06
"405","Canada",2002,2.69508434199112e-06
"406","Canada",2003,2.66922938322633e-06
"407","Canada",2004,2.64314777519075e-06
"408","Canada",2005,2.6186149526437e-06
"409","Canada",2006,2.59564107169918e-06
"410","Canada",2007,2.57327871736286e-06
"411","Canada",2008,2.55085356312563e-06
"412","Canada",2009,2.5286374658793e-06
"413","Canada",2010,2.50686509731838e-06
"414","Canada",2011,2.48643134095564e-06
"415","Canada",2012,2.46159142824819e-06
"416","Canada",2013,2.43669209607719e-06
"417","Chile",1985,7.73966242579553e-06
"418","Chile",1986,7.5701850974519e-06
"419","Chile",1987,7.39450375640077e-06
"420","Chile",1988,7.34247237374205e-06
"421","Chile",1989,7.22919683251919e-06
"422","Chile",1990,7.1117083344685e-06
"423","Chile",1991,7.02535531755073e-06
"424","Chile",1992,6.89187572025767e-06
"425","Chile",1993,6.81726525894939e-06
"426","Chile",1994,6.72353178647584e-06
"427","Chile",1995,6.55507315909789e-06
"428","Chile",1996,6.46555566476116e-06
"429","Chile",1997,6.38492255099141e-06
"430","Chile",1998,6.31108774026703e-06
"431","Chile",1999,6.24117652922395e-06
"432","Chile",2000,6.17295018150294e-06
"433","Chile",2001,6.1078852988039e-06
"434","Chile",2002,6.04248662215677e-06
"435","Chile",2003,5.96711911840454e-06
"436","Chile",2004,5.89525085796378e-06
"437","Chile",2005,5.82687501154021e-06
"438","Chile",2006,5.76196404402267e-06
"439","Chile",2007,5.70006656418354e-06
"440","Chile",2008,5.64095139086469e-06
"441","Chile",2009,5.58368598864872e-06
"442","Chile",2010,5.52785793061032e-06
"443","Chile",2011,5.47628576945046e-06
"444","Chile",2012,5.42380434815065e-06
"445","Chile",2013,5.37154808340842e-06
"446","Chile",2014,5.32112527509821e-06
"447","Chile",2015,5.27353887176451e-06
"448","Colombia",1985,2.67575151778865e-06
"449","Colombia",1986,2.6407822118386e-06
"450","Colombia",1987,2.42957435089814e-06
"451","Colombia",1988,2.39208346448745e-06
"452","Colombia",1989,2.35603962194386e-06
"453","Colombia",1990,2.32137450655632e-06
"454","Colombia",1991,2.28709752189196e-06
"455","Colombia",1992,2.3776480352233e-06
"456","Colombia",1993,2.34354635762126e-06
"457","Colombia",1994,2.31024847900059e-06
"458","Colombia",1995,2.16908576073785e-06
"459","Colombia",1996,2.1428844608076e-06
"460","Colombia",1997,2.11603040826148e-06
"461","Colombia",1998,2.08928791918379e-06
"462","Colombia",1999,2.0637445880733e-06
"463","Colombia",2000,2.0400612451449e-06
"464","Colombia",2001,2.01654199391293e-06
"465","Colombia",2002,1.99574276053299e-06
"466","Colombia",2003,1.97692103518526e-06
"467","Colombia",2004,1.95882798467348e-06
"468","Colombia",2005,1.94073483301203e-06
"469","Colombia",2006,1.92459194749802e-06
"470","Colombia",2007,1.90727759636344e-06
"471","Colombia",2008,1.88951649239717e-06
"472","Colombia",2009,1.87244604195358e-06
"473","Colombia",2010,1.85676741280309e-06
"474","Colombia",2011,1.841516679108e-06
"475","Colombia",2012,1.82788105639034e-06
"476","Colombia",2013,1.81556186898914e-06
"477","Colombia",2014,1.80399252633939e-06
"478","Colombia",2015,1.79283507904217e-06
"479","Costa Rica",1985,2.03224128779121e-05
"480","Costa Rica",1986,2.02158749985281e-05
"481","Costa Rica",1987,1.96875829184892e-05
"482","Costa Rica",1988,1.95428283535501e-05
"483","Costa Rica",1989,1.92053915471864e-05
"484","Costa Rica",1990,1.9028457634349e-05
"485","Costa Rica",1991,1.88302445154421e-05
"486","Costa Rica",1992,1.8655334489154e-05
"487","Costa Rica",1993,1.8482314720428e-05
"488","Costa Rica",1994,1.83172242950994e-05
"489","Costa Rica",1995,1.7402711979232e-05
"490","Costa Rica",1996,1.73744466235461e-05
"491","Costa Rica",1997,1.71873665979583e-05
"492","Costa Rica",1998,1.70138576301643e-05
"493","Costa Rica",1999,1.68574728022994e-05
"494","Costa Rica",2000,1.67218757769533e-05
"495","Costa Rica",2001,1.6748681883449e-05
"496","Costa Rica",2002,1.67790058235945e-05
"497","Costa Rica",2003,1.68129403135288e-05
"498","Costa Rica",2004,1.68517123640816e-05
"499","Costa Rica",2005,1.68948703878499e-05
"500","Costa Rica",2006,1.69287822683177e-05
"501","Costa Rica",2007,1.69788022739352e-05
"502","Costa Rica",2008,1.70384146392369e-05
"503","Costa Rica",2009,1.70947520382903e-05
"504","Costa Rica",2010,1.71425949610291e-05
"505","Costa Rica",2011,1.72040472055937e-05
"506","Costa Rica",2012,1.72359820997149e-05
"507","Costa Rica",2013,1.72454643531628e-05
"508","Costa Rica",2014,1.72449147586959e-05
"509","Croatia",1995,1.1624269216821e-05
"510","Croatia",1996,1.24405296530208e-05
"511","Croatia",1997,1.22788730695739e-05
"512","Croatia",1998,1.25282025288672e-05
"513","Croatia",1999,1.24184106591319e-05
"514","Croatia",2000,1.29742561985779e-05
"515","Croatia",2001,1.28310682064012e-05
"516","Croatia",2002,1.2759345372787e-05
"517","Croatia",2003,1.27742775524712e-05
"518","Croatia",2004,1.2801916776547e-05
"519","Croatia",2005,1.28226133154039e-05
"520","Croatia",2006,1.28650960684986e-05
"521","Croatia",2007,1.29172441699741e-05
"522","Croatia",2008,1.29731180352822e-05
"523","Croatia",2009,1.30422995357504e-05
"524","Croatia",2010,1.31197603024193e-05
"525","Croatia",2011,1.3206398617341e-05
"526","Croatia",2012,1.36906595644078e-05
"527","Croatia",2013,1.37734153748166e-05
"528","Croatia",2014,1.38751152786052e-05
"529","Croatia",2015,1.40328912678957e-05
"530","Croatia",2016,1.58122523860093e-05
"531","Cuba",1992,7.44553960975235e-06
"532","Cuba",1993,7.39459353125752e-06
"533","Cuba",1994,7.34708975378968e-06
"534","Cuba",1995,7.30468831825181e-06
"535","Cuba",1996,7.2670278797231e-06
"536","Cuba",1997,7.27236010979199e-06
"537","Cuba",1998,7.26185026182145e-06
"538","Cuba",1999,7.254947806965e-06
"539","Cuba",2000,7.2445396409229e-06
"540","Cuba",2001,7.24162688987484e-06
"541","Cuba",2002,7.23179612299006e-06
"542","Cuba",2003,7.21170440814447e-06
"543","Cuba",2004,7.18812194539557e-06
"544","Cuba",2005,7.1713527938407e-06
"545","Cuba",2006,7.15501998894462e-06
"546","Cuba",2007,7.14738981669268e-06
"547","Cuba",2008,7.14553225392435e-06
"548","Cuba",2009,7.14450407354866e-06
"549","Cuba",2010,7.14134610696086e-06
"550","Cuba",2011,7.13516470685107e-06
"551","Cuba",2012,7.12880027512094e-06
"552","Cuba",2013,7.11842857355964e-06
"553","Cuba",2014,7.10793226041882e-06
"554","Cuba",2015,7.09892080635749e-06
"555","Cyprus",1999,7.99863201413741e-05
"556","Cyprus",2000,7.84342401425911e-05
"557","Cyprus",2004,9.90563510599942e-05
"558","Cyprus",2005,9.73499281297771e-05
"559","Cyprus",2006,9.54897978349572e-05
"560","Cyprus",2007,9.33091946245163e-05
"561","Cyprus",2008,9.08110061777561e-05
"562","Cyprus",2009,8.82393195815818e-05
"563","Cyprus",2010,8.58246027732816e-05
"564","Cyprus",2011,8.41711193887273e-05
"565","Cyprus",2012,8.25991703364583e-05
"566","Cyprus",2013,8.2577609078285e-05
"567","Cyprus",2014,8.32870496347626e-05
"568","Cyprus",2015,8.40990002989807e-05
"569","Cyprus",2016,9.40204823257351e-05
"570","Czech Republic",1990,7.74593418262631e-06
"571","Czech Republic",1991,7.77429451520098e-06
"572","Czech Republic",1992,7.7495111755429e-06
"573","Czech Republic",1993,7.7190461365041e-06
"574","Czech Republic",1994,7.68966466574816e-06
"575","Czech Republic",1995,7.66016977513318e-06
"576","Czech Republic",1996,7.63147844288876e-06
"577","Czech Republic",1997,7.60031393622836e-06
"578","Czech Republic",1998,7.57022036742143e-06
"579","Czech Republic",1999,7.54846415436833e-06
"580","Czech Republic",2000,7.53461674098803e-06
"581","Czech Republic",2001,7.50928737750155e-06
"582","Czech Republic",2002,7.5682412157584e-06
"583","Czech Republic",2003,7.56420107972969e-06
"584","Czech Republic",2004,7.55859860743919e-06
"585","Czech Republic",2005,7.539848965358e-06
"586","Czech Republic",2006,7.51846565347555e-06
"587","Czech Republic",2007,7.48225557673144e-06
"588","Czech Republic",2008,7.41383864693455e-06
"589","Czech Republic",2009,7.37858403318048e-06
"590","Czech Republic",2010,7.36581013253129e-06
"591","Czech Republic",2011,7.38770879476019e-06
"592","Czech Republic",2012,7.37640389199857e-06
"593","Czech Republic",2013,7.37562798254284e-06
"594","Czech Republic",2014,7.36555828651403e-06
"595","Czech Republic",2015,7.35555131547414e-06
"596","Czech Republic",2016,8.23857442315141e-06
"597","Denmark",1994,1.74264051721255e-05
"598","Denmark",1995,1.73813140698055e-05
"599","Denmark",1996,1.72871255999989e-05
"600","Denmark",1997,1.7222567552596e-05
"601","Denmark",1998,1.71616461218533e-05
"602","Denmark",1999,1.70985858489237e-05
"603","Denmark",2000,1.70247294698467e-05
"604","Denmark",2001,1.69673835676818e-05
"605","Denmark",2002,1.69105790400464e-05
"606","Denmark",2003,1.68802938784809e-05
"607","Denmark",2004,1.68671820297863e-05
"608","Denmark",2005,1.68680706495846e-05
"609","Denmark",2006,1.68474037860772e-05
"610","Denmark",2007,1.68114097754102e-05
"611","Denmark",2008,1.67528454093984e-05
"612","Denmark",2009,1.66873652338405e-05
"613","Denmark",2010,1.66344499371956e-05
"614","Denmark",2011,1.6581711701284e-05
"615","Denmark",2012,1.65337897065576e-05
"616","Denmark",2013,1.64711241147846e-05
"617","Denmark",2014,1.63714676840039e-05
"618","Denmark",2015,1.62595222309389e-05
"619","Dominica",1985,0.000823933374497372
"620","Ecuador",1985,6.68445969818323e-06
"621","Ecuador",1986,6.5970072707539e-06
"622","Ecuador",1987,6.3144976169709e-06
"623","Ecuador",1988,6.23120534478363e-06
"624","Ecuador",1989,6.33178763017828e-06
"625","Ecuador",1990,6.25956290548253e-06
"626","Ecuador",1991,6.12745623728717e-06
"627","Ecuador",1992,6.07641327996632e-06
"628","Ecuador",1993,5.97988045297858e-06
"629","Ecuador",1994,5.88714579852705e-06
"630","Ecuador",1995,5.79947079301935e-06
"631","Ecuador",1996,5.71575746168858e-06
"632","Ecuador",1997,5.63734887234802e-06
