"","Country","Year","male_population","male_suicide_rate","female_population","female_suicide_rate","population","total_suicide_rate"
"2034","Turkmenistan",2001,2009355,0.000183143346994434,2086628,3.7860126481577e-05,4095982,0.000108887197258191
"2035","Turkmenistan",2002,2032553,0.000165801334577745,2111141,3.83678778442558e-05,4143693,0.000100634868461539
"2036","Turkmenistan",2003,2048803,0.000144474602975493,2128939,3.89865562141517e-05,4177741,9.0479519912795e-05
"2037","Turkmenistan",2004,2064621,0.000145305118954036,2146381,4.37946478281349e-05,4211001,9.33269785497557e-05
"2038","Turkmenistan",2005,2084622,0.000179888728028391,2167910,4.38210073296401e-05,4252531,0.000110287261868285
"2039","Turkmenistan",2006,2101420,0.000187016398435344,2186232,5.26019196498816e-05,4287651,0.000118246564377558
"2040","Turkmenistan",2007,2128242,0.00012686527190047,2214417,3.88364070543172e-05,4342658,8.17471695906056e-05
"2041","Turkmenistan",2008,2162384,0.000171569896928575,2249753,5.11167225913245e-05,4412136,0.000109924082122582
"2042","Turkmenistan",2009,2197989,5.73251276507753e-05,2286480,1.79314929498618e-05,4484468,3.70166539263966e-05
"2043","Turkmenistan",2010,2230785,5.91719955083076e-05,2320402,2.06860707756673e-05,4551186,3.93304075025719e-05
"2044","Turkmenistan",2011,2267705,4.05696508143696e-05,2358392,1.69607088219431e-05,4626096,2.8317613815191e-05
"2045","Turkmenistan",2012,2299149,4.61040150072918e-05,2390911,1.4220520964603e-05,4690059,2.96371538183208e-05
"2046","Turkmenistan",2013,2327580,3.17926773730656e-05,2420477,1.19811095085803e-05,4748056,2.14824761965739e-05
"2047","Turkmenistan",2014,2358595,3.94302540283516e-05,2452634,1.83476213735926e-05,4811228,2.84750587583877e-05
"2048","Turkmenistan",2015,2395638,3.88205563611865e-05,2490878,1.68615243299752e-05,4886515,2.74224063570868e-05
"2049","Ukraine",1987,21632301,0.000344762214616004,25741901,0.000100769558549697,47374201,0.00021216188954828
"2050","Ukraine",1988,21742901,0.000333166213652907,25807001,9.72216802719541e-05,47549901,0.00020508980660128
"2051","Ukraine",1989,21877301,0.000379251535644182,25884401,0.000100137530708167,47761701,0.000227965080221913
"2052","Ukraine",1990,22011601,0.000373893748119458,25960001,9.31047729928824e-05,47971601,0.000221922966465097
"2053","Ukraine",1991,22149701,0.00037648363740892,26050901,9.07070354303676e-05,48200601,0.000222009679920796
"2054","Ukraine",1992,22316201,0.000409075003402237,26171101,9.70154064209985e-05,48487301,0.00024061970370345
"2055","Ukraine",1993,22434801,0.000439718631781044,26245701,9.92924517428588e-05,48680501,0.000256160058829304
"2056","Ukraine",1994,22427601,0.000493320707818906,26191401,0.000105530819065387,48619001,0.000284394983763652
"2057","Ukraine",1995,22348601,0.000532919264163336,26066701,0.000101010097135038,48415301,0.000300359590865706
"2058","Ukraine",1996,22246801,0.000561698735921628,25927701,0.000102824388479333,48174501,0.000314710057920475
"2059","Ukraine",1997,22138701,0.000547051066817335,25784301,0.00010836050975359,47923001,0.000310998887569666
"2060","Ukraine",1998,22034101,0.000542295780526739,25641301,0.0001108368097235,47675401,0.000310222875734176
"2061","Ukraine",1999,21921201,0.00053496156529015,25494201,0.000103474511713468,47415401,0.000302939544895972
"2062","Ukraine",2000,21786301,0.000543231271797815,25339101,0.000103950017800553,47125401,0.000307010650158712
"2063","Ukraine",2001,21633784,0.000505690544012088,25172187,8.71199629972557e-05,46805970,0.000280562500894651
"2064","Ukraine",2002,21203083,0.000488985493288877,24856936,8.72995770677448e-05,46060018,0.000272188343478285
"2065","Ukraine",2003,21024803,0.000483429024281464,24672582,8.71817955656202e-05,45697384,0.000269468379196498
"2066","Ukraine",2004,20838060,0.0004507137420662,24484768,7.62106465538085e-05,45322827,0.000248373738910858
"2067","Ukraine",2005,20642727,0.000429255301395014,24296545,7.25205991222209e-05,44939271,0.000236363424764946
"2068","Ukraine",2006,20451716,0.000405882811985068,24108320,7.10957876782787e-05,44560035,0.000224730523663188
"2069","Ukraine",2007,20271461,0.000414572980210948,23927213,6.81232703533002e-05,44198673,0.000226997765294899
"2070","Ukraine",2008,20099462,0.000387075037132835,23756663,7.05486288204703e-05,43856124,0.000215591327678661
"2071","Ukraine",2009,19955091,0.00040049930115578,23602855,7.3084378987203e-05,43557945,0.00022305919161246
"2072","Ukraine",2010,19837829,0.000378620059684958,23458982,6.73516011905376e-05,43296810,0.000209946183102173
"2073","Ukraine",2011,19742244,0.000370271991370383,23332549,7.13595415571612e-05,43074792,0.000208335306645242
"2074","Ukraine",2012,19682380,0.000374040131325582,23233557,7.30839449163983e-05,42915936,0.000211087088954555
"2075","Ukraine",2014,18595917,0.00034486064871122,21868250,7.11991128691139e-05,40464166,0.000196939682384656
"2076","Ukraine",2015,18552232,0.000331442599467277,21793216,6.54790922092453e-05,40345447,0.000187753527678105
"2077","United Arab Emirates",2005,3064233,2.64340211726719e-05,1216202,1.39779411643789e-05,4280434,2.26612535084059e-05
"2078","United Arab Emirates",2006,3585184,2.14772798271999e-05,1338697,1.12049253864019e-05,4923880,1.84813602281128e-05
"2079","United Arab Emirates",2007,4213791,2.11211234729012e-05,1481600,9.44924406047516e-06,5695390,1.79092213175919e-05
"2080","United Arab Emirates",2008,4877823,1.70157875757279e-05,1632537,1.16383273395948e-05,6510359,1.55137374144805e-05
"2081","United Arab Emirates",2009,5477409,2.00824879062345e-05,1775073,9.01371380219292e-06,7252481,1.72354812098094e-05
"2082","United Arab Emirates",2010,5941702,1.51471750013717e-05,1898036,1.21177891251799e-05,7839737,1.42861935291962e-05
"2083","United Kingdom",1985,25714507,0.000133076632579423,27292030,6.1739636076906e-05,53006536,9.63277434314893e-05
"2084","United Kingdom",1986,25767605,0.000131638155738572,27351930,5.29761519571014e-05,53119534,9.11152571481519e-05
"2085","United Kingdom",1987,25832915,0.000126350433158627,27406755,4.8601156904566e-05,53239669,8.63078243405307e-05
"2086","United Kingdom",1988,25875310,0.000139592530485625,27435472,4.96073112939336e-05,53310781,9.32644374502786e-05
"2087","United Kingdom",1989,25938582,0.000124717688885229,27486549,4.10382547478041e-05,53425130,8.16469702553836e-05
"2088","United Kingdom",1990,26022092,0.000135461822208606,27535764,4.06743753323859e-05,53557855,8.67099699941306e-05
"2089","United Kingdom",1991,26228609,0.000133251443109316,27674820,3.80851618908452e-05,53903428,8.43731125968463e-05
"2090","United Kingdom",1992,26332114,0.000135120180628111,27744246,3.86386424053478e-05,54076359,8.56011774017552e-05
"2091","United Kingdom",1993,26456578,0.000129797587579165,27827406,3.70138704268734e-05,54283983,8.22157799290446e-05
"2092","United Kingdom",1994,26578517,0.000127584244072007,27918778,3.54958229188971e-05,54497294,8.03893125409126e-05
"2093","United Kingdom",1995,26732541,0.000125502472810198,28014425,3.43394519073656e-05,54746965,7.88354203744445e-05
"2094","United Kingdom",1996,26893310,0.000118468124600505,28118899,3.48875679662991e-05,55012208,7.57286455399136e-05
"2095","United Kingdom",1997,27048225,0.000118233266693101,28218412,3.35596489270906e-05,55266636,7.49819475171241e-05
"2096","United Kingdom",1998,27203074,0.00012527995916932,28324307,3.47051738988707e-05,55527380,7.90600961183474e-05
"2097","United Kingdom",1999,27393730,0.000125722199934073,28439611,3.53731983183596e-05,55833340,7.96835725750958e-05
"2098","United Kingdom",2000,27576646,0.000120101625121489,28557265,3.43170118006749e-05,56133910,7.64422075711455e-05
"2099","United Kingdom",2001,27027830,0.000118396482440507,28544165,3.25810896903097e-05,55571994,7.43000152198966e-05
"2100","United Kingdom",2002,27218471,0.00011628132968968,28690475,3.3251453661886e-05,55908945,7.36554767756752e-05
"2101","United Kingdom",2003,27375630,0.000111449489929547,28796143,3.22959918625213e-05,56171772,7.08540937608306e-05
"2102","United Kingdom",2004,27539881,0.00011485162190788,28915132,3.53448153029355e-05,56455012,7.41121089479177e-05
"2103","United Kingdom",2005,27740985,0.000110125866114704,29068041,3.41956308648388e-05,56809025,7.12562836626751e-05
"2104","United Kingdom",2006,27903764,0.000114213982027658,29187367,3.21029300107817e-05,57091130,7.22178734244707e-05
"2105","United Kingdom",2007,28075175,0.000107782053005903,29307584,2.97875116556861e-05,57382758,6.79298126451155e-05
"2106","United Kingdom",2008,28256215,0.000116823856273744,29427159,3.26229249653356e-05,57683373,7.38514372243801e-05
"2107","United Kingdom",2009,28439707,0.000116527220199561,29573854,3.15819507325626e-05,58013560,7.32070226340187e-05
"2108","United Kingdom",2010,28665971,0.000112537614720953,29737560,3.24169165190419e-05,58403530,7.17251166153827e-05
"2109","United Kingdom",2011,28938456,0.00011866562611357,29943398,3.20938859377282e-05,58881853,7.46240102192436e-05
"2110","United Kingdom",2012,29269826,0.000120021212288724,30438806,3.06516622235445e-05,59708631,7.44448486852763e-05
"2111","United Kingdom",2013,29477381,0.000129997980485444,30614414,3.2468366044831e-05,60091794,8.02938251435795e-05
"2112","United Kingdom",2014,29731383,0.000125053045800123,30839101,3.47610651815045e-05,60570483,7.90649135157136e-05
"2113","United Kingdom",2015,30010717,0.000124388897472859,31072227,3.7943852560037e-05,61082943,8.03988766553046e-05
"2114","United States",1985,106942001,0.000216369618892768,113781001,5.5448624502785e-05,220723001,0.000133411560492511
"2115","United States",1986,108088001,0.000224039669306124,114865001,5.81378134493726e-05,222953001,0.000138562835491952
"2116","United States",1987,109190001,0.000222199833114756,115958001,5.6253125646759e-05,225148001,0.000136727840634925
"2117","United States",1988,110292001,0.000218166320148639,117061001,5.40572859102751e-05,227353001,0.000133664389149629
"2118","United States",1989,111383001,0.00021628973706679,118104001,5.18949396134344e-05,229487001,0.000131680661075875
"2119","United States",1990,111640301,0.000221398543165877,118311901,5.22348127936851e-05,229952201,0.000134358357370104
"2120","United States",1991,113142001,0.000218778170628253,119813001,5.04035451044249e-05,232955001,0.000132175741528726
"2121","United States",1992,114499701,0.000213528941879071,121065901,4.9758023937723e-05,235565601,0.000129356747634813
"2122","United States",1993,115725001,0.000215968889903056,122367301,4.97927138231152e-05,238092301,0.000130558610544908
"2123","United States",1994,116982101,0.000215058541306247,123632001,4.82642030520884e-05,240614101,0.000129352352462502
"2124","United States",1995,118288601,0.000214382449243778,124875601,4.7367139398192e-05,243164201,0.000128608569318146
"2125","United States",1996,119942601,0.000208274622959027,126055201,4.68048914538639e-05,245997801,0.000125529577396507
"2126","United States",1997,121216801,0.000201927453934377,127269601,4.74740232744188e-05,248486401,0.000122815574120694
"2127","United States",1998,122350201,0.000200424680953323,128982301,4.68126243150213e-05,251332501,0.00012158793581575
"2128","United States",1999,123593885,0.000189677668923507,130154788,4.41167020302011e-05,253748672,0.000115011439350508
"2129","United States",2000,128242831,0.000184119453819606,134003279,4.27825351945306e-05,262246109,0.000111894891832313
"2130","United States",2001,129907827,0.000189819201578978,135519721,4.39050490666226e-05,265427547,0.000115315837960104
"2131","United States",2002,131635612,0.000192956902878227,137123949,4.55573227401728e-05,268759560,0.000117748369583579
"2132","United States",2003,132931876,0.000189548216411239,138109636,4.54856024673036e-05,271041511,0.000116137191989016
"2133","United States",2004,134274410,0.000190326660158105,139309728,4.93432877853297e-05,273584137,0.000118533919238161
"2134","United States",2005,135618401,0.000190984407786964,140488281,4.79043515380475e-05,276106681,0.0001181789585164
"2135","United States",2006,137070394,0.000191879509735706,141910456,4.92775528816566e-05,278980849,0.000119337940648392
"2136","United States",2007,137914782,0.000197716297010135,142743826,5.13507323251935e-05,280658607,0.000123270760764518
"2137","United States",2008,139039755,0.000204603352472823,143315812,5.29180967135713e-05,282355566,0.000127608605385169
"2138","United States",2009,140454433,0.000207042236965208,144708231,5.40535942285135e-05,285162663,0.000129403336368759
"2139","United States",2010,141810595,0.000213496036738299,146028556,5.53864272957681e-05,287839150,0.000133279298524888
"2140","United States",2011,143077440,0.000216644916207615,147236387,5.78185880097696e-05,290313826,0.000136090659354267
"2141","United States",2012,144372349,0.000220111400971941,148454781,5.94120306573353e-05,292827129,0.000138638110951803
"2142","United States",2013,145663254,0.000220028038093945,149659610,6.07712394813805e-05,295322863,0.000139318708961588
"2143","United States",2014,146918787,0.000225369407657851,150830950,6.40452108801277e-05,297749736,0.000143644124003522
"2144","United States",2015,148120001,0.000229482850192527,151958512,6.71235843636058e-05,300078512,0.000147261460693993
"2145","Uruguay",1985,1341101,0.000176720470717716,1396301,3.72412538557231e-05,2737401,0.000105209284280966
"2146","Uruguay",1986,1351001,0.000152479531843426,1406601,4.12341524000054e-05,2757601,9.5372753346115e-05
"2147","Uruguay",1987,1361601,0.000141744901773721,1417301,4.72729504882872e-05,2778901,9.32023127128314e-05
"2148","Uruguay",1988,1371701,0.00015528165394645,1427901,3.99187338618013e-05,2799601,9.60851207011285e-05
"2149","Uruguay",1989,1381901,0.000200448512592436,1438801,4.79565971944696e-05,2820701,0.000122310021515928
"2150","Uruguay",1990,1375001,0.000181818049586873,1459001,4.59218328157417e-05,2834001,0.000111503136378569
"2151","Uruguay",1993,1395986,0.000229228659886274,1500244,6.6655823985965e-05,2896229,0.000144670880652048
"2152","Uruguay",1994,1407438,0.000233758076732332,1512860,5.2218975979271e-05,2920297,0.000139369386059021
"2153","Uruguay",1995,1418637,0.000229093136581099,1525181,6.81886281038119e-05,2943817,0.000145389472239613
"2154","Uruguay",1996,1429823,0.000215411278179187,1537457,5.65869484479891e-05,2967279,0.000132781582048739
"2155","Uruguay",1997,1441486,0.000254598379727587,1550178,5.87029360499246e-05,2991663,0.000152757847391234
"2156","Uruguay",1998,1452539,0.000286395064091222,1562350,6.84865747111723e-05,3014888,0.000173140760121106
"2157","Uruguay",1999,1461913,0.000251040930616254,1572922,5.40395518658904e-05,3034834,0.000148607798647307
"2158","Uruguay",2000,1468919,0.000314517001958583,1581252,6.00789753941813e-05,3050170,0.000182284921824029
"2159","Uruguay",2001,1473582,0.000265339831784047,1587444,6.92937829617927e-05,3061025,0.000163343977915894
"2160","Uruguay",2002,1474842,0.000362750721772231,1590417,8.92847599088792e-05,3065258,0.000220536085380089
"2161","Uruguay",2003,1474206,0.00028015080660369,1591568,7.79105888029918e-05,3065773,0.000174833557474738
"2162","Uruguay",2004,1473689,0.00028024908919046,1592802,6.84328623394496e-05,3066490,0.000169901092128133
"2163","Uruguay",2005,1474718,0.000260388765852183,1595462,7.27062129966116e-05,3070179,0.00016253124003519
"2164","Uruguay",2006,1477657,0.00026596158648455,1599790,8.5636239756468e-05,3077446,0.000171895786311116
"2165","Uruguay",2007,1482298,0.00029818565497626,1605661,8.47003196814271e-05,3087958,0.000186854873026123
"2166","Uruguay",2008,1488193,0.000276845812337513,1612600,7.00731737566663e-05,3100792,0.000168989084079164
"2167","Uruguay",2009,1494548,0.000273661334396754,1619760,6.42070430187188e-05,3114307,0.000164402546055993
"2168","Uruguay",2010,1500792,0.000281184867723176,1626516,7.80810025846656e-05,3127307,0.000175230637733999
"2169","Uruguay",2012,1513147,0.000315237052315472,1638794,7.56653978474415e-05,3151940,0.000190358953533379
"2170","Uruguay",2013,1519762,0.000278991052546386,1644910,7.53840635657878e-05,3164671,0.000172845771329784
"2171","Uruguay",2014,1526567,0.000301984780229102,1651080,7.99476706155971e-05,3177646,0.000186301431940499
