"","Country","Year","male_population","male_suicide_rate","female_population","female_suicide_rate","population","total_suicide_rate"
"1056","Italy",1997,26181708,0.000135514459178905,27999771,4.1000335324171e-05,54181478,8.66532286180897e-05
"1057","Italy",1998,26207624,0.000131602925927203,28042970,3.76921560020212e-05,54250593,8.30405669482728e-05
"1058","Italy",1999,26212569,0.00011849277344773,28067960,3.60197178562318e-05,54280528,7.58282970276192e-05
"1059","Italy",2000,26214515,0.000116843664664404,28084433,3.72804393095634e-05,54298947,7.56736590122088e-05
"1060","Italy",2001,26226836,0.000116331226534531,28107010,3.49023250783346e-05,54333845,7.41894853934965e-05
"1061","Italy",2002,26326830,0.000119497865865355,28200014,3.28014021553323e-05,54526843,7.46421354341017e-05
"1062","Italy",2003,26549184,0.000115973432554462,28388388,3.51552190987385e-05,54937571,7.41933057069451e-05
"1063","Italy",2004,26560071,0.00011472107887061,28428087,3.31010665613905e-05,54988157,7.25065217224865e-05
"1064","Italy",2005,26691668,0.000105051508957777,28553024,3.29212065243948e-05,55244691,6.77531167655549e-05
"1065","Italy",2006,27204419,0.000104468321856093,28976255,2.96794737622236e-05,56180673,6.58767473291037e-05
"1066","Italy",2007,27398671,0.000105625561181416,29184909,2.96386053490864e-05,56583579,6.64150282893912e-05
"1067","Italy",2008,27599602,0.000108624754806247,29410225,3.08736162338098e-05,57009826,6.84969640145893e-05
"1068","Italy",2009,27759451,0.000111457535669563,29592381,2.98049690560553e-05,57351831,6.93090339173304e-05
"1069","Italy",2010,27888101,0.000112198388839742,29749744,2.89750392473965e-05,57637844,6.92253513160555e-05
"1070","Italy",2011,27298507,0.000120556043596084,29311644,2.94763405286991e-05,56610150,7.33790671814153e-05
"1071","Italy",2012,27399340,0.000121353288071902,29395747,3.17733038047987e-05,56795086,7.49712748035983e-05
"1072","Italy",2013,27783620,0.000119602845129612,29719713,3.26046217202703e-05,57503332,7.46217627875894e-05
"1073","Italy",2014,28110516,0.000114405584017028,29990162,3.11102020722662e-05,58100677,7.13933161226331e-05
"1074","Italy",2015,28135771,0.0001103932783644,29981928,2.94844280861458e-05,58117698,6.86365795149009e-05
"1075","Jamaica",1985,1005001,6.96516719883861e-06,1030001,2.91261853143832e-06,2035001,4.4226022493355e-06
"1076","Jamaica",1986,1014191,1.97201513324413e-06,1038342,9.63073823460864e-07,2052532,9.74406245554272e-07
"1077","Jamaica",1987,1021474,1.07687518233455e-05,1049288,3.81210878233621e-06,2070761,6.76079953215267e-06
"1078","Jamaica",1988,1029301,3.88613243356414e-06,1061304,2.82671129101558e-06,2090604,2.86998398548936e-06
"1079","Jamaica",1989,1037647,9.63718875494267e-07,1073394,9.31624361604406e-07,2111040,4.73700166742459e-07
"1080","Jamaica",1990,1046302,3.82298800919811e-06,1084741,9.21879047625193e-07,2131042,1.87701603253244e-06
"1081","Jamaica",1991,1057695,1.8909042776982e-06,1097142,9.11459045410713e-07,2154836,9.28144879703142e-07
"1082","Jamaica",2000,1172242,3.41226470302207e-06,1195601,8.36399434259423e-07,2367842,1.6893019044345e-06
"1083","Jamaica",2001,1183562,4.2245357657647e-06,1207718,1.65601572552533e-06,2391279,2.50911750573647e-06
"1084","Jamaica",2002,1194574,2.51135551250906e-06,1221145,8.18903570010114e-07,2415718,1.24186680730118e-06
"1085","Jamaica",2003,1205337,1.65928698778848e-06,1235091,1.61931388051569e-06,2440427,1.22929307043399e-06
"1086","Jamaica",2004,1215977,1.64476795202541e-06,1248433,8.01004138788385e-07,2464409,8.11553601695173e-07
"1087","Jamaica",2005,1226696,3.58687074874296e-05,1260475,7.14016541383209e-06,2487170,2.09072962443259e-05
"1088","Jamaica",2006,1239782,8.06593417229803e-07,1272817,7.85658896762064e-07,2512598,3.97994426486051e-07
"1089","Jamaica",2009,1271730,2.67352346803174e-05,1297155,3.08367157355906e-06,2568884,1.44031415976743e-05
"1090","Jamaica",2010,1281754,3.12072363339611e-06,1304900,7.66342248448157e-07,2586653,1.54639992298928e-06
"1091","Jamaica",2011,1289876,3.48870744164555e-05,1311163,5.3387717621684e-06,2601038,1.96075566754503e-05
"1092","Japan",1985,55238801,0.0002760016460169,57570401,0.00013918610711084,112809201,0.000206171126059123
"1093","Japan",1986,55716001,0.000293470452052006,57963001,0.000157600535555431,113679001,0.000224183884233817
"1094","Japan",1987,56075001,0.000270066869905183,58341001,0.000146055087398997,114416001,0.000206824218581106
"1095","Japan",1988,56411001,0.000251493498581952,58690001,0.000144675410722859,115101001,0.000197018269198198
"1096","Japan",1989,56735001,0.000226438702274809,59031001,0.000138367973804137,115766001,0.000181521343213713
"1097","Japan",1990,56931601,0.000215152916567374,59319801,0.000130732063649371,116251401,0.000172066743522515
"1098","Japan",1991,57195001,0.000216819648276604,59607001,0.000123827736275475,116802001,0.00016935497534841
"1099","Japan",1992,57433001,0.000233263102514876,59878001,0.000122933295652271,117311001,0.000176939927398625
"1100","Japan",1993,57624001,0.000232455222954755,60111001,0.000115785794350688,117735001,0.000172879770901773
"1101","Japan",1994,57756001,0.000240546432568972,60308001,0.000113633346925228,118064001,0.000175709783035389
"1102","Japan",1995,57872601,0.000243293022202337,60476901,0.000118574197444409,118349501,0.000179552932800283
"1103","Japan",1996,58078001,0.000253142321479005,60707001,0.000119706127469548,118785001,0.000184939174264939
"1104","Japan",1997,58186001,0.000269944655588206,60874001,0.000124437360376559,119060001,0.000195540062190996
"1105","Japan",1998,58281001,0.000378837007277895,61057001,0.00015364331438421,119338001,0.0002636125939465
"1106","Japan",1999,58338001,0.000379341074782456,61202001,0.000146841604084154,119540001,0.00026029780608752
"1107","Japan",2000,58486377,0.000366170740923138,61266285,0.000139962787036949,119752661,0.000250432848419126
"1108","Japan",2001,58601001,0.000356120196649883,61465001,0.00013446676751864,120066001,0.000242641545128167
"1109","Japan",2002,58608001,0.000366298110048149,61581001,0.000133953652361059,120189001,0.000247243922095667
"1110","Japan",2003,58673001,0.000395258459678925,61722001,0.000140824987187308,120395001,0.000264811659414331
"1111","Japan",2004,58684001,0.000370884732279928,61816001,0.000133800308434704,120500001,0.000249253109964705
"1112","Japan",2005,58776729,0.000375505755007224,61880780,0.00013412888460682,120657508,0.000251704187359812
"1113","Japan",2006,58773001,0.000362139071305888,61929001,0.000137044032084419,120702001,0.000246640484443999
"1114","Japan",2007,58754001,0.000372195929261056,61950001,0.000142033896012366,120704001,0.000254059515392534
"1115","Japan",2008,58685001,0.000364761005968118,61917001,0.000140010011143789,120602001,0.000249365680093484
"1116","Japan",2009,58609001,0.000375641959841629,61887001,0.000137492524480222,120496001,0.00025331961016698
"1117","Japan",2010,58882566,0.000355045668356233,62244703,0.000136670264134765,121127268,0.000242818982757871
"1118","Japan",2011,58763001,0.000336640397245879,62164001,0.000144553115234652,120927001,0.00023788731848233
"1119","Japan",2012,58653001,0.000313760586606643,62082001,0.000127847038950951,120735001,0.000218155462640034
"1120","Japan",2013,58528001,0.00030894614015606,61986001,0.000127625590816868,120514001,0.000215676185209385
"1121","Japan",2014,58395001,0.000288055479269535,61879001,0.000121818385529527,120274001,0.000202520908903662
"1122","Japan",2015,58494677,0.000276042211499005,61881635,0.000112262709283619,120376311,0.000191840070593291
"1123","Kazakhstan",1990,7122001,0.000336141486079544,7651901,0.000101935453686607,14773901,0.00021477062828565
"1124","Kazakhstan",1991,7214401,0.000330865999824518,7738401,9.00702871303775e-05,14952801,0.000206182105947909
"1125","Kazakhstan",1992,7313701,0.000351668737893441,7836401,0.000100301145895929,15150101,0.000221582681197967
"1126","Kazakhstan",1993,7404701,0.000430942451288715,7926701,0.00010470938666666,15331401,0.000262206956820189
"1127","Kazakhstan",1994,7375101,0.000439993974319809,7854501,9.94334331359815e-05,15229601,0.000264287948187218
"1128","Kazakhstan",1995,7241301,0.00053954393002031,7748301,0.000103377501725862,14989601,0.000314017698002769
"1129","Kazakhstan",1996,7002201,0.000570820517720071,7485501,0.000103934259042915,14487701,0.000329520881194332
"1130","Kazakhstan",1997,6959301,0.00055781464259126,7435301,0.00010248408235255,14394601,0.000322551489964883
"1131","Kazakhstan",1998,6636101,0.000540226859115013,7208101,0.000101274940514846,13844201,0.000311610615881697
"1132","Kazakhstan",1999,6601401,0.000504286893039826,7172001,9.25822514525584e-05,13773401,0.000289834006865842
"1133","Kazakhstan",2000,6601562,0.000557898267107088,7170862,0.000104171576583122,13772423,0.000321584662335742
"1134","Kazakhstan",2001,6599605,0.00056367009843771,7173093,9.18711077634153e-05,13772697,0.000317875286154919
"1135","Kazakhstan",2002,6602084,0.000539678077407073,7175394,9.46289499921537e-05,13777477,0.00030782123606521
"1136","Kazakhstan",2003,6617173,0.000549177118385752,7194692,9.57650445634087e-05,13811864,0.000312919385826562
"1137","Kazakhstan",2004,6644101,0.00055733650045356,7229229,9.58608449116773e-05,13873329,0.000316794909138246
"1138","Kazakhstan",2005,6676201,0.00048979951322616,7271571,8.7326383803445e-05,13947771,0.000279901354847309
"1139","Kazakhstan",2006,6715554,0.00050658516036056,7322124,9.23229379890316e-05,14037677,0.000290432669165988
"1140","Kazakhstan",2007,6753402,0.000506559508822368,7372206,9.79354076649513e-05,14125607,0.000293226337105372
"1141","Kazakhstan",2008,6792903,0.00047564347672858,7423152,0.00010346009350206,14216054,0.000281231345913571
"1142","Kazakhstan",2009,6865980,0.000454560019108707,7504657,9.58071767970208e-05,14370636,0.000267141969221126
"1143","Kazakhstan",2010,7039742,0.000421180208024669,7673427,8.41866352543655e-05,14713168,0.000245358443538468
"1144","Kazakhstan",2011,7103126,0.000393347942863466,7750226,7.85783537151046e-05,14853351,0.000229039224886021
"1145","Kazakhstan",2012,7191769,0.0003723701359151,7831782,7.20142618882906e-05,15023550,0.000215727973747882
"1146","Kazakhstan",2013,7286571,0.000389483613073969,7928813,8.52586635603589e-05,15215383,0.000230884756565116
"1147","Kazakhstan",2014,7393151,0.00034586064859219,8035695,7.01868351150709e-05,15428845,0.000202218636586212
"1148","Kazakhstan",2015,7502933,0.000312277878530969,8143821,6.52028083623154e-05,15646753,0.000183616370757562
"1149","Kiribati",1991,30342,0.000296618548546569,31515,9.51927653498334e-05,61856,0.000177832384893947
"1150","Kiribati",1992,30848,0.000129668049792531,32010,6.24804748516089e-05,62857,7.95456353309894e-05
"1151","Kiribati",1993,31368,0.00035067584799796,32482,9.23588448987131e-05,63849,0.000203605381446851
"1152","Kiribati",1994,31908,0.000282060925159835,32965,9.10056120127408e-05,64872,0.000169564681218399
"1153","Kiribati",1995,32435,9.24926776630183e-05,33490,2.98596595998806e-05,65924,4.55069473939688e-05
"1154","Kiribati",1996,33019,0.000121142372573367,34109,0.000117271101468821,67127,0.000104279946966198
"1155","Kiribati",1997,33591,0.000178619273019559,34739,2.87860905610409e-05,68329,8.78104465161205e-05
"1156","Kiribati",1998,34169,0.000146331470045948,35403,2.8246193825382e-05,69571,7.18690258872231e-05
"1157","Kiribati",1999,34805,2.87315040942393e-05,36135,2.767400027674e-05,70939,1.40966182212887e-05
"1158","Kiribati",2000,35518,2.81547384424799e-05,36924,2.70826562669267e-05,72441,1.38043373227868e-05
"1159","Kiribati",2001,36235,2.7597626604112e-05,37618,2.65830187676113e-05,73852,1.35405947029194e-05
"1160","Kuwait",1985,849301,1.76615828781551e-05,618701,6.46515845295223e-06,1468001,1.22615720289019e-05
"1161","Kuwait",1986,887201,1.46528238809469e-05,648101,7.71484691429268e-06,1535301,1.10727472984125e-05
"1162","Kuwait",1987,927201,1.29421775860897e-05,679101,8.83521007920766e-06,1606301,1.05833215567941e-05
"1163","Kuwait",1993,736101,1.76606199421003e-05,537501,1.30232315846854e-05,1273601,1.49183299950298e-05
"1164","Kuwait",1994,906101,2.09689648284242e-05,541901,2.39896217205726e-05,1448001,2.14088249939054e-05
"1165","Kuwait",1995,946901,2.32336854644783e-05,564201,1.06345079147325e-05,1511101,1.78677666152031e-05
"1166","Kuwait",1996,983301,2.03396518461793e-05,585401,2.04987692197314e-05,1568701,1.97615734292258e-05
"1167","Kuwait",1997,1013801,1.67685768706087e-05,603701,2.98160844524028e-05,1617501,2.10200797402907e-05
"1168","Kuwait",1998,1124125,1.86811964861559e-05,701643,2.28036195045059e-05,1825767,1.97177405441111e-05
"1169","Kuwait",1999,1172301,2.90027902390256e-05,726401,1.9273101220951e-05,1898701,2.47537658641355e-05
"1170","Kuwait",2000,1222013,1.71847599002629e-05,751142,1.99695929664431e-05,1973154,1.77380984961133e-05
"1171","Kuwait",2001,1250198,2.0796705801801e-05,788334,7.61098722115246e-06,2038531,1.52070289831256e-05
"1172","Kuwait",2002,1320580,2.65035060352269e-05,838025,1.43193818800155e-05,2158604,2.13100689149098e-05
"1173","Kuwait",2003,1169530,2.65063743555103e-05,781094,1.92038346216973e-05,1950623,2.30695526506147e-05
"1174","Kuwait",2004,1197069,2.42258382766574e-05,799019,2.25276244995426e-05,1996087,2.30450877141127e-05
"1175","Kuwait",2005,1235830,3.39852568718999e-05,827140,1.45078221341006e-05,2062969,2.56911276902367e-05
"1176","Kuwait",2006,1290790,2.71151775269409e-05,874925,1.37154613252564e-05,2165714,2.12401083430222e-05
"1177","Kuwait",2007,1953769,1.94495869266019e-05,1121151,1.33791077205479e-05,3074919,1.69110145665626e-05
"1178","Kuwait",2008,2122679,1.60174948732239e-05,1246717,1.20315997936982e-05,3369395,1.42458809370822e-05
"1179","Kuwait",2009,1997604,2.05245884569715e-05,1168052,1.88347779037235e-05,3165655,1.9585204325803e-05
"1180","Kuwait",2010,2003977,1.34732085248483e-05,1277639,1.09577118419209e-05,3281615,1.21891202959518e-05
"1181","Kuwait",2011,2031775,1.328887302974e-05,1301925,1.22894944025193e-05,3333699,1.25986179316129e-05
"1182","Kuwait",2012,2125730,1.78762119366053e-05,1370970,1.45882112664756e-05,3496699,1.63010885409353e-05
"1183","Kuwait",2013,2178404,1.33124985080821e-05,1395688,1.00308951570838e-05,3574091,1.1751239685839e-05
"1184","Kuwait",2014,2271262,2.24544768503149e-05,1444024,1.31576760497055e-05,3715285,1.85719265143858e-05
"1185","Kyrgyzstan",1990,1816501,0.000220754076105656,1920801,7.7051188540614e-05,3737301,0.000146629880761544
"1186","Kyrgyzstan",1991,1848101,0.000222390442946571,1948401,6.87743436797661e-05,3796501,0.000143289834508143
"1187","Kyrgyzstan",1992,1873101,0.00020607537981134,1966201,5.44196651308793e-05,3839301,0.000128148327000149
"1188","Kyrgyzstan",1993,1879901,0.000235650707138301,1961301,6.22036087270643e-05,3841201,0.000146829077676487
"1189","Kyrgyzstan",1994,1887701,0.000261693986494683,1963401,4.53295073191875e-05,3851101,0.000151125613168805
"1190","Kyrgyzstan",1995,1915101,0.00024437353434623,1990301,6.98386826917135e-05,3905401,0.000155169725208756
"1191","Kyrgyzstan",1996,1953501,0.000201177270961213,2025301,4.39440853483013e-05,3978801,0.000120890690436642
"1192","Kyrgyzstan",1997,1994601,0.000205554895440241,2065301,4.26088013321061e-05,4059901,0.000122416778143112
"1193","Kyrgyzstan",1998,2035501,0.000207319966927061,2104201,4.22963395607169e-05,4139701,0.000123197303380123
"1194","Kyrgyzstan",1999,2113301,0.000216722558688989,2184801,4.57707589844567e-05,4298101,0.000129592115215534
"1195","Kyrgyzstan",2000,2149446,0.000193073005788468,2219758,4.36984572192104e-05,4369203,0.000116954968675065
"1196","Kyrgyzstan",2001,2177958,0.000222226507581873,2247828,3.47001638915433e-05,4425785,0.000126757174151026
"1197","Kyrgyzstan",2002,2202238,0.000212511090990165,2270927,4.4475229718965e-05,4473164,0.000126979471354057
